sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
"146","146화","RA-027","가족·팬 앞 1차전 결승포와 2차전 선발 결정","윤주혁의 솔로홈런 공을 세상을 떠난 동생과 함께 응원해 온 김태훈이 잡고, 프라이스가 7이닝 무실점 10탈삼진으로 한 점을 지켜 1대0 첫 승을 만든다. 7차전까지 갈 때의 선발 간격을 두고 회의한 끝에 다음 날 애런 루이스가 윤주혁에게 준비하라고 통보한다.","7","9","7","7","9","10","10","9","보상 범위=월드시리즈 첫 승과 프라이스 7이닝 무실점, 팬이 잡은 윤주혁 결승 홈런의 경기·관계 층위; 윤주혁의 솔로홈런 공을 세상을 떠난 동생과 함께 응원해 온 김태훈이 잡고, 프라이스가 7이닝 무실점 10탈삼진으로 한 점을 지켜 1대0 첫 승을 만든다. 7차전까지 갈 때의 선발 간격을 두고 회의한 끝에 다음 날 애런 루이스가 윤주혁에게 준비하라고 통보한다."
"147","147화","RA-027","완급 조절로 세인트루이스 타선 봉쇄","세인트루이스가 강속구에 맞춘 훈련을 했지만 윤주혁은 포심·투심·체인지업·두 종류 커브의 속도 차와 같은 폼을 섞어 타이밍 자체를 무너뜨린다. 푸홀스마저 삼진을 당하고 라루사는 최상 컨디션의 윤주혁에게 답이 없음을 인정하되, 약점이라면 이런 상태가 늘 오지 않는다는 정도만 찾는다.","6","7","5","9","9","6","8","7","보상 범위=월드시리즈에서도 통하는 선발 초중반 완급 조절의 기술·경기 층위; 세인트루이스가 강속구에 맞춘 훈련을 했지만 윤주혁은 포심·투심·체인지업·두 종류 커브의 속도 차와 같은 폼을 섞어 타이밍 자체를 무너뜨린다. 푸홀스마저 삼진을 당하고 라루사는 최상 컨디션의 윤주혁에게 답이 없음을 인정하되, 약점이라면 이런 상태가 늘 오지 않는다는 정도만 찾는다."
"148","148화","RA-027","에이스의 3루타와 데이먼 대타 승부","7회 윤주혁이 외야 사이를 가르는 3루타를 치고 직접 선취점 위치에 서지만 롱고리아와 조브리스트가 물러나 2아웃이 된다. 조 매든이 베테랑 조니 데이먼을 대타로 내고, 데이먼이 공을 오래 보자 야디어 몰리나가 마운드에 올라 노림수를 묻는 데서 멈춘다.","8","7","8","8","9","8","8","6","보상 범위=0대0에서 윤주혁이 만든 2사 3루 선취 기회의 한 타석·이닝 층위; 7회 윤주혁이 외야 사이를 가르는 3루타를 치고 직접 선취점 위치에 서지만 롱고리아와 조브리스트가 물러나 2아웃이 된다. 조 매든이 베테랑 조니 데이먼을 대타로 내고, 데이먼이 공을 오래 보자 야디어 몰리나가 마운드에 올라 노림수를 묻는 데서 멈춘다."
"149","149화","RA-027","내야안타 선취점과 1대0 연승·가족 합류","데이먼은 힘을 빼고 1루선에 타구를 굴려 세이프가 되고, 홈이 빈 사이 윤주혁이 선취점을 밟는다. 윤주혁의 투구와 불펜이 1대0을 지켜 홈 두 경기 연승을 완성한 뒤 부모가 클럽하우스에서 필립 모리스 등 동료들과 인사하고, 마지막은 임혜정이 작은 락커를 묻자 메이저리그의 경력 문화를 설명하는 장면이다.","8","9","2","8","9","10","9","9","보상 범위=월드시리즈 2차전 1대0 승리·시리즈 2승과 부모·동료 첫 인사의 경기·관계 층위; 데이먼은 힘을 빼고 1루선에 타구를 굴려 세이프가 되고, 홈이 빈 사이 윤주혁이 선취점을 밟는다. 윤주혁의 투구와 불펜이 1대0을 지켜 홈 두 경기 연승을 완성한 뒤 부모가 클럽하우스에서 필립 모리스 등 동료들과 인사하고, 마지막은 임혜정이 작은 락커를 묻자 메이저리그의 경력 문화를 설명하는 장면이다."
"150","150화","RA-027","원정 1루수 기용 결정과 3차전 개막","조 매든은 공격력을 유지하기 위해 윤주혁의 과거 1루 경험과 연습 상태를 확인한 뒤 케이시 코치맨 대신 1루에 배치한다. 라루사는 낯선 수비의 실책을 노리지만, 마지막은 양 팀 선수들이 뉴 부시스타디움에 모여 3차전이 실제로 시작되는 장면이다.","6","6","7","9","6","7","7","8","보상 범위=지명타자 없는 원정에서도 선발 타석을 지키는 포지션·팀 전략 층위; 조 매든은 공격력을 유지하기 위해 윤주혁의 과거 1루 경험과 연습 상태를 확인한 뒤 케이시 코치맨 대신 1루에 배치한다. 라루사는 낯선 수비의 실책을 노리지만, 마지막은 양 팀 선수들이 뉴 부시스타디움에 모여 3차전이 실제로 시작되는 장면이다."
"151","151화","RA-027","1루 수비 안착과 중심타선 3점 선취","비제이 업튼이 도루로 득점권에 가고 윤주혁이 적시타로 불러들인 뒤 롱고리아가 2점 홈런을 보태 3대0을 만든다. 세인트루이스는 경기 자체를 평범한 3점 차로 보자며 멘탈을 다잡고 불펜 크리스 레들리가 초구 스트라이크를 꽂으므로 추격 결과는 아직 없다.","6","8","5","6","9","8","8","8","보상 범위=낯선 포지션 무실책과 업튼-윤주혁-롱고리아의 3득점이라는 경기 초반 층위; 비제이 업튼이 도루로 득점권에 가고 윤주혁이 적시타로 불러들인 뒤 롱고리아가 2점 홈런을 보태 3대0을 만든다. 세인트루이스는 경기 자체를 평범한 3점 차로 보자며 멘탈을 다잡고 불펜 크리스 레들리가 초구 스트라이크를 꽂으므로 추격 결과는 아직 없다."
"152","152화","RA-027","3차전 불펜 붕괴와 4차전 초반 재붕괴","탬파의 3점 리드는 연속 출루로 3대3이 되고, 라루사가 내세운 앨런 크레이그가 누적 피로를 안은 웨이드 데이비스에게 만루홈런을 쳐 7대3 역전을 완성한다. 다음 날 4차전에서 프라이스와 윤주혁을 다시 기용하지만 마지막은 세인트루이스 방망이만 연속으로 터지는 초반 장면이라 4차전 결과는 아직 확정하지 않는다.","9","2","8","7","8","7","9","2","보상 범위=세인트루이스의 대타 만루포와 시리즈 첫 패배가 부과한 경기·시리즈 비용 층위; 탬파의 3점 리드는 연속 출루로 3대3이 되고, 라루사가 내세운 앨런 크레이그가 누적 피로를 안은 웨이드 데이비스에게 만루홈런을 쳐 7대3 역전을 완성한다. 다음 날 4차전에서 프라이스와 윤주혁을 다시 기용하지만 마지막은 세인트루이스 방망이만 연속으로 터지는 초반 장면이라 4차전 결과는 아직 확정하지 않는다."
"153","153화","RA-027","연패 뒤 5차전 에이스의 패턴 해체","윤주혁의 2안타·홈런·2타점에도 푸홀스가 탬파 마운드를 무너뜨려 9대4로 지고 시리즈가 동률이 된다. 5차전 윤주혁은 조 매든에게 폭넓은 운용권을 받아 타자마다 92마일 완급, 80마일 커브, 다른 패턴을 꺼내 라루사의 예측과 푸홀스의 개인 기량 기대까지 초반부터 부순다.","8","6","6","9","9","7","8","6","보상 범위=팀 연패 뒤 윤주혁이 5차전 초반 타자별 볼 배합으로 주도권을 되찾는 경기 층위; 윤주혁의 2안타·홈런·2타점에도 푸홀스가 탬파 마운드를 무너뜨려 9대4로 지고 시리즈가 동률이 된다. 5차전 윤주혁은 조 매든에게 폭넓은 운용권을 받아 타자마다 92마일 완급, 80마일 커브, 다른 패턴을 꺼내 라루사의 예측과 푸홀스의 개인 기량 기대까지 초반부터 부순다."
"154","154화","RA-027","4점 지원과 노히트 후반 진입","제닝스 투런포와 코치맨 홈런, 업튼 적시타가 4점을 만들고 윤주혁은 승리를 우선해 주자가 나가도 병살과 삼진으로 막는다. 속구와 체인지업에 익숙해진 세인트루이스 타선에 뒤늦게 커브를 꺼내 푸홀스와 버크먼을 연속 삼진 처리하지만, 27번째 아웃은 아직 남아 있다.","8","8","8","7","10","8","9","8","보상 범위=4대0 리드와 후반 무피안타 12탈삼진 진행의 경기 기록 층위; 제닝스 투런포와 코치맨 홈런, 업튼 적시타가 4점을 만들고 윤주혁은 승리를 우선해 주자가 나가도 병살과 삼진으로 막는다. 속구와 체인지업에 익숙해진 세인트루이스 타선에 뒤늦게 커브를 꺼내 푸홀스와 버크먼을 연속 삼진 처리하지만, 27번째 아웃은 아직 남아 있다."
"155","155화","RA-027","월드시리즈 노히터 완결과 6차전 재장전","윤주혁은 몸에 맞는 공 하나만 내주고 9이닝 무피안타 무볼넷 15탈삼진으로 월드시리즈 노히터를 완성해 시리즈 3승 2패를 만든다. 6차전이 폭우로 하루 미뤄진 뒤 맑은 날 중계가 시작되고, 말미에는 패턴보다 하루 늦어진 쉴즈의 컨디션이 승리 열쇠라는 분석으로 우승 압력을 다시 건다.","9","10","5","10","10","9","10","10","보상 범위=9이닝 0피안타 0볼넷 15탈삼진·4대0 승리라는 월드시리즈·커리어 역사 층위; 윤주혁은 몸에 맞는 공 하나만 내주고 9이닝 무피안타 무볼넷 15탈삼진으로 월드시리즈 노히터를 완성해 시리즈 3승 2패를 만든다. 6차전이 폭우로 하루 미뤄진 뒤 맑은 날 중계가 시작되고, 말미에는 패턴보다 하루 늦어진 쉴즈의 컨디션이 승리 열쇠라는 분석으로 우승 압력을 다시 건다."
"156","156화","RA-027","2아웃 기습 번트가 만든 4대2 역전","2대2의 6회 2사 1루에서 두 타석 연속 삼진이던 션 로드리게스가 기습 번트를 대고, 에드윈 잭슨의 1루 악송구와 버크먼의 홈 악송구가 이어져 모리스와 로드리게스가 모두 득점한다. 4대2 역전은 확정되지만 마지막은 라루사가 마운드를 방문한 장면이라 우승까지 남은 아웃을 앞당기지 않는다.","9","8","7","6","9","9","9","8","보상 범위=하위타선의 도박과 두 차례 악송구가 만든 2득점·경기 리드 층위; 2대2의 6회 2사 1루에서 두 타석 연속 삼진이던 션 로드리게스가 기습 번트를 대고, 에드윈 잭슨의 1루 악송구와 버크먼의 홈 악송구가 이어져 모리스와 로드리게스가 모두 득점한다. 4대2 역전은 확정되지만 마지막은 라루사가 마운드를 방문한 장면이라 우승까지 남은 아웃을 앞당기지 않는다."
"157","157화","RA-027","우승 직전 동점과 노히터 투수의 긴급 구원","버크먼과 데이비드 프리즈의 연속 홈런으로 9회 4대4가 되어 세 아웃 앞이던 우승이 사라진다. 이틀 전 노히터 완투를 한 윤주혁이 포수와 함께 마운드에 올라 몰리나에게 97마일 초구 스트라이크를 꽂고, 몰리나가 예상보다 좋은 구위에 당황한 채 다시 자세를 잡는다.","10","3","10","6","9","9","10","4","보상 범위=두 점 리드 상실 뒤 가장 믿는 에이스를 연장에 투입할 기회라는 경기 위기 층위; 버크먼과 데이비드 프리즈의 연속 홈런으로 9회 4대4가 되어 세 아웃 앞이던 우승이 사라진다. 이틀 전 노히터 완투를 한 윤주혁이 포수와 함께 마운드에 올라 몰리나에게 97마일 초구 스트라이크를 꽂고, 몰리나가 예상보다 좋은 구위에 당황한 채 다시 자세를 잡는다."
"158","158화","RA-027","9·10회 봉쇄와 10회 선두 출루","윤주혁은 9회 남은 타자와 10회를 완급·제구로 무실점 처리해 동점 홈런으로 달아오른 세인트루이스를 멈춘다. 10회 말 페르난도 살라스를 상대로 데스몬드 제닝스가 1볼 1스트라이크 뒤 우전 안타로 나가 중심타선 앞에 끝내기 주자를 놓지만, 다음 타석 결과는 아직 없다.","9","8","8","6","10","9","9","8","보상 범위=짧은 휴식 뒤 두 이닝 무실점과 끝내기 선두 출루의 경기·우승 층위; 윤주혁은 9회 남은 타자와 10회를 완급·제구로 무실점 처리해 동점 홈런으로 달아오른 세인트루이스를 멈춘다. 10회 말 페르난도 살라스를 상대로 데스몬드 제닝스가 1볼 1스트라이크 뒤 우전 안타로 나가 중심타선 앞에 끝내기 주자를 놓지만, 다음 타석 결과는 아직 없다."
"159","159화","RA-027","연장 끝내기 홈런과 구단 첫 월드시리즈 우승","업튼의 번트가 병살이 되어 2아웃 주자 없음으로 바뀌지만 윤주혁이 가르시아의 덜 가라앉은 싱커를 좌측 담장 밖으로 보내 5대4 끝내기를 만든다. 홈을 밟고 동료들과 팬에게 우승의 영광을 돌린 뒤 필립 모리스·레이첼과 관계 여운을 나누고, 마지막은 우승컵 수여식이 시작되는 장면이다.","10","10","2","7","10","10","10","10","보상 범위=결승 끝내기 홈런·승리투수·탬파베이 창단 첫 월드시리즈 우승의 경기·시즌·구단 역사 층위; 업튼의 번트가 병살이 되어 2아웃 주자 없음으로 바뀌지만 윤주혁이 가르시아의 덜 가라앉은 싱커를 좌측 담장 밖으로 보내 5대4 끝내기를 만든다. 홈을 밟고 동료들과 팬에게 우승의 영광을 돌린 뒤 필립 모리스·레이첼과 관계 여운을 나누고, 마지막은 우승컵 수여식이 시작되는 장면이다."
"160","160화","RA-028","시즌 최고 수상 결산과 2억 달러 제안 개시","월드시리즈 3경기 3승, 18.2이닝 무실점 32탈삼진과 타율 .363·3홈런·6타점이 MVP로 환산되고, 시즌 뒤 골드글러브·실버슬러거·최연소 AL MVP도 받는다. 벌랜더에게 내준 사이영상을 새 목표로 세우고 부모와 여행한 뒤 프리드먼이 10년 2억 달러를 내밀며 수상 결산을 계약 선택으로 전환한다.","4","10","8","10","4","10","10","10","보상 범위=월드시리즈 MVP·골드글러브·실버슬러거·최연소 AL MVP와 장기계약 협상의 시즌·커리어 층위; 월드시리즈 3경기 3승, 18.2이닝 무실점 32탈삼진과 타율 .363·3홈런·6타점이 MVP로 환산되고, 시즌 뒤 골드글러브·실버슬러거·최연소 AL MVP도 받는다. 벌랜더에게 내준 사이영상을 새 목표로 세우고 부모와 여행한 뒤 프리드먼이 10년 2억 달러를 내밀며 수상 결산을 계약 선택으로 전환한다."
"161","161화","RA-028","장기계약 거절과 나이키 브랜드 전환","윤주혁과 에이전시는 부상 위험을 감수하더라도 알렉스 로드리게스급 최고 계약을 넘길 성장 가치가 있다고 보고 탬파의 제안을 거절한다. 대신 나이키 광고 계약을 받아 `불가능에 한계를 두지 말라`는 문구와 글러브·배트를 든 촬영을 실제로 시작한다.","5","8","4","9","6","7","8","10","보상 범위=2억 달러 안전을 포기한 미래 협상권과 세계 브랜드 후원의 커리어·상업 층위; 윤주혁과 에이전시는 부상 위험을 감수하더라도 알렉스 로드리게스급 최고 계약을 넘길 성장 가치가 있다고 보고 탬파의 제안을 거절한다. 대신 나이키 광고 계약을 받아 `불가능에 한계를 두지 말라`는 문구와 글러브·배트를 든 촬영을 실제로 시작한다."
"162","162화","RA-028","브랜드 스타의 공공 인정과 구단 기억 자산화","광고 촬영과 재난 봉사 계획을 거쳐 우승팀이 백악관을 방문하고 윤주혁은 버락 오바마와 악수·단독 촬영을 한다. 구단은 끝내기 공이 떨어진 자리에 무료 추첨 `Yoon's Seat`를 만들고 홈런 공·우승 도구를 박물관에 남겨 개인 성취를 팬 환원과 구단 기억으로 바꾼다.","2","9","3","10","5","9","9","10","보상 범위=나이키 광고·백악관 초청·대통령 단독 촬영·무료 기념 좌석과 박물관 전시의 사회적 지위 층위; 광고 촬영과 재난 봉사 계획을 거쳐 우승팀이 백악관을 방문하고 윤주혁은 버락 오바마와 악수·단독 촬영을 한다. 구단은 끝내기 공이 떨어진 자리에 무료 추첨 `Yoon's Seat`를 만들고 홈런 공·우승 도구를 박물관에 남겨 개인 성취를 팬 환원과 구단 기억으로 바꾼다."
"163","163화","RA-028","55만 달러 연봉 수용과 한국 귀국","세계적 가치와 달리 구단이 정한 다음 연봉은 55만 달러지만 윤주혁은 나이키 수입과 미래 FA 협상력을 분리해 구단과 갈등하지 않는다. 한국에 도착해 박성현과 라온 사무실로 가기로 한 뒤 임혜정에게 건강하게 도착했다고 전화하고 마지막에 아버지 안부를 묻는다.","3","6","2","8","4","8","7","5","보상 범위=서비스타임상 55만 달러 연봉을 장기 투자로 받아들이고 가족에게 귀환하는 계약·생활 층위; 세계적 가치와 달리 구단이 정한 다음 연봉은 55만 달러지만 윤주혁은 나이키 수입과 미래 FA 협상력을 분리해 구단과 갈등하지 않는다. 한국에 도착해 박성현과 라온 사무실로 가기로 한 뒤 임혜정에게 건강하게 도착했다고 전화하고 마지막에 아버지 안부를 묻는다."
"164","164화","RA-029","성장한 라온과 새 가족집의 일상 귀환","인수·확장된 라온 사무실과 김창섭을 확인하고 새 가족집에서 부모, 박성현과 인삼주를 나누며 자기 성공이 주변 삶을 바꾼 모습을 본다. 주말 내내 여행과 맛집, 반려견 허들과 평범한 시간을 보내고 마지막은 큰 개의 배설물 양에 말없이 수긍하는 낮은 일상 여운이다.","2","7","1","7","3","10","9","8","보상 범위=커진 국내 에이전시·부모의 안정된 집·집밥과 반려견이라는 가족 생활 층위; 인수·확장된 라온 사무실과 김창섭을 확인하고 새 가족집에서 부모, 박성현과 인삼주를 나누며 자기 성공이 주변 삶을 바꾼 모습을 본다. 주말 내내 여행과 맛집, 반려견 허들과 평범한 시간을 보내고 마지막은 큰 개의 배설물 양에 말없이 수긍하는 낮은 일상 여운이다."
"165","165화","RA-029","가족 복지재단 구상과 첫 보육원 방문","윤주혁은 부모가 의미 있게 참여할 복지재단의 목적과 운영을 의논하고, 라온과 연결된 태종보육원을 기자 없이 방문한다. 최경미 원장은 김창섭이 성공 전부터 아이들을 후원하고 운동 진로까지 도왔다고 말해 재단이 기대야 할 사람과 현장을 구체화한다.","3","7","3","8","5","10","8","7","보상 범위=일회 기부를 가족이 지속 운영할 복지재단과 현장 방문으로 바꾸는 사회 관계 층위; 윤주혁은 부모가 의미 있게 참여할 복지재단의 목적과 운영을 의논하고, 라온과 연결된 태종보육원을 기자 없이 방문한다. 최경미 원장은 김창섭이 성공 전부터 아이들을 후원하고 운동 진로까지 도왔다고 말해 재단이 기대야 할 사람과 현장을 구체화한다."
"166","166화","RA-029","아이들 눈높이의 스포츠 봉사와 낯선 여성","윤주혁은 낯선 젊은 여성과 짧게 말을 나누고 이름도 묻지 못한 채, 아이들을 운동장으로 데리고 나간다. 과거 체육 전공과 1일 스포츠강사 경험을 살려 우스운 동작과 동요를 섞은 준비운동을 가르치며 유명인의 방문을 실제 체험으로 바꾼다.","2","6","3","6","7","10","8","4","보상 범위=보육원 아이들과 직접 몸을 움직이는 봉사·관계 층위; 윤주혁은 낯선 젊은 여성과 짧게 말을 나누고 이름도 묻지 못한 채, 아이들을 운동장으로 데리고 나간다. 과거 체육 전공과 1일 스포츠강사 경험을 살려 우스운 동작과 동요를 섞은 준비운동을 가르치며 유명인의 방문을 실제 체험으로 바꾼다."
"167","167화","RA-029","한유라의 배경 이해와 아이들의 편지","박성현과 대화하며 낯선 여성이 김창섭과 연결된 국가대표 수영선수 한유라이고 개인 종목의 훈련 때문에 차갑게 보일 수 있음을 이해한다. 헤어질 때 어린아이들이 편지를 써 와 윤주혁이 한 명씩 머리를 쓰다듬고, 마지막에는 체험활동을 마친 초등 고학년·중학생들이 돌아온다.","2","7","3","8","5","10","9","4","보상 범위=국가대표 수영선수 한유라와 보육원 아이들의 편지가 만든 관계·감정 층위; 박성현과 대화하며 낯선 여성이 김창섭과 연결된 국가대표 수영선수 한유라이고 개인 종목의 훈련 때문에 차갑게 보일 수 있음을 이해한다. 헤어질 때 어린아이들이 편지를 써 와 윤주혁이 한 명씩 머리를 쓰다듬고, 마지막에는 체험활동을 마친 초등 고학년·중학생들이 돌아온다."
"168","168화","RA-030","국내 봉사 마감에서 은사의 병상으로 급전환","큰 아이들과의 만남까지 봉사 일정을 닫은 뒤 부산 자이언츠 캠프에서 시즌 몸을 만들던 윤주혁은 최종원의 병세가 위중하다는 연락을 받는다. 과거와 달라진 현재에 희망을 걸고 병원으로 달려가지만, 마지막에는 뼈만 남은 최종원이 괜찮다며 먼 길 오느라 수고했다고 말한다.","8","4","9","7","7","10","10","3","보상 범위=보육원 관계 마감과 은사 최종원의 마지막 만남이라는 관계·생애 층위; 큰 아이들과의 만남까지 봉사 일정을 닫은 뒤 부산 자이언츠 캠프에서 시즌 몸을 만들던 윤주혁은 최종원의 병세가 위중하다는 연락을 받는다. 과거와 달라진 현재에 희망을 걸고 병원으로 달려가지만, 마지막에는 뼈만 남은 최종원이 괜찮다며 먼 길 오느라 수고했다고 말한다."
"169","169화","RA-030","최종원의 죽음과 사이영상 맹세","최종원은 윤주혁이 모두의 꿈과 희망이라고 말한 뒤 세상을 떠나고, 윤주혁은 화창한 하늘 아래 지난 시즌 받지 못한 사이영상을 반드시 손에 넣겠다고 굳힌다. 장례 뒤 부산 선수단과 플로리다로 떠나는 비행기 안에서 타자로 이룬 정상 다음에 투수 정상에 오를 계획을 세운다.","8","5","6","7","4","10","10","3","보상 범위=은사의 유언과 상실을 투수 최고상 목표로 이어받는 관계·커리어 사명 층위; 최종원은 윤주혁이 모두의 꿈과 희망이라고 말한 뒤 세상을 떠나고, 윤주혁은 화창한 하늘 아래 지난 시즌 받지 못한 사이영상을 반드시 손에 넣겠다고 굳힌다. 장례 뒤 부산 선수단과 플로리다로 떠나는 비행기 안에서 타자로 이룬 정상 다음에 투수 정상에 오를 계획을 세운다."
"170","170화","RA-031","새 로스터·포수와 공식 1선발 승격","코치맨·제이소·숍패치가 떠난 자리에 페냐·키핑거·로드니·호세 몰리나가 들어오고 윤주혁은 새 포수와 사인·프레이밍을 맞춘다. 조 매든은 윤주혁을 개막전 1선발로 세우며, 마지막은 샬럿 시범경기에서 몰리나가 실제 100마일 공을 받고 완성도와 패스트볼의 위력에 놀라는 장면이다.","4","7","6","10","7","8","7","9","보상 범위=우승팀의 개막 1선발 지위와 호세 몰리나라는 새 배터리 파트너의 보직·시즌 층위; 코치맨·제이소·숍패치가 떠난 자리에 페냐·키핑거·로드니·호세 몰리나가 들어오고 윤주혁은 새 포수와 사인·프레이밍을 맞춘다. 조 매든은 윤주혁을 개막전 1선발로 세우며, 마지막은 샬럿 시범경기에서 몰리나가 실제 100마일 공을 받고 완성도와 패스트볼의 위력에 놀라는 장면이다."
"171","171화","RA-031","시범경기 투타 검증과 역사적 목표의 공개 평가","윤주혁은 미네소타전 4이닝 1피안타 6탈삼진과 3점 홈런으로 새 배터리와 투타 컨디션을 확인하고, 시범경기 전체에서도 투수 평균자책점 0.00과 타자 OPS 1.489를 남긴다. 방송은 20승·300탈삼진과 홈런왕·사이영상 동시 수상 가능성을 논하면서도 정규시즌 재현을 보장할 수 없다는 분석을 이어간다.","3","8","3","10","9","8","8","8","보상 범위=시범경기 19이닝 무실점 28탈삼진과 타율 .459·7홈런이 개막 준비를 증명하는 훈련 층위; 윤주혁은 미네소타전 4이닝 1피안타 6탈삼진과 3점 홈런으로 새 배터리와 투타 컨디션을 확인하고, 시범경기 전체에서도 투수 평균자책점 0.00과 타자 OPS 1.489를 남긴다. 방송은 20승·300탈삼진과 홈런왕·사이영상 동시 수상 가능성을 논하면서도 정규시즌 재현을 보장할 수 없다는 분석을 이어간다."
"172","172화","RA-031","개막전 전력 공개와 라이벌 로스터 대조","탬파는 페냐만 더해진 우승 타선을, 보스턴은 스쿠타로·레딕을 내보내고 코디 로스·숍패치·시리아코를 들인 타선을 발표한다. 중계진이 각 로스터를 비교하는 동안 아직 윤주혁의 첫 공이나 새 구종은 나오지 않으므로 경기 결과를 앞당기지 않는다.","4","5","4","10","3","5","6","7","보상 범위=공식 1선발과 새 타선·상대 로스터를 공개하는 시즌 개막 준비 층위; 탬파는 페냐만 더해진 우승 타선을, 보스턴은 스쿠타로·레딕을 내보내고 코디 로스·숍패치·시리아코를 들인 타선을 발표한다. 중계진이 각 로스터를 비교하는 동안 아직 윤주혁의 첫 공이나 새 구종은 나오지 않으므로 경기 결과를 앞당기지 않는다."
"173","173화","RA-031","93마일 고속 슬라이더 첫 공개","개막전에서 윤주혁이 93마일로 우타자 바깥쪽에 꺾이는 슬라이더를 처음 던지자 보스턴 타자와 관중이 기존 기록 영상 어디에도 없던 구종에 당황한다. 윤주혁은 팔꿈치 부담을 아는 만큼 구사 비중을 낮추고 하드웨어와 다른 구종을 활용할 때만 위험을 줄일 수 있다고 계산한다.","6","8","6","10","9","6","8","8","보상 범위=과거 부상의 원인이던 슬라이더를 제한적 결정구로 회수하는 기술·커리어 층위; 개막전에서 윤주혁이 93마일로 우타자 바깥쪽에 꺾이는 슬라이더를 처음 던지자 보스턴 타자와 관중이 기존 기록 영상 어디에도 없던 구종에 당황한다. 윤주혁은 팔꿈치 부담을 아는 만큼 구사 비중을 낮추고 하드웨어와 다른 구종을 활용할 때만 위험을 줄일 수 있다고 계산한다."
"174","174화","RA-031","개막전 투타 원맨쇼의 완결","새 슬라이더를 남발하지 않고 섞은 윤주혁은 8이닝 3피안타 무볼넷 14탈삼진을 기록하고, 6회 2점 홈런을 포함해 2안타를 친다. 9대1 승리 뒤 인터뷰에서 즐겼다고 말하지만 그 여유가 많은 훈련에서 왔음을 짚고, 구단 최연소 개막전 승리투수라는 기사로 낮게 닫는다.","7","9","2","8","10","8","9","10","보상 범위=8이닝 14탈삼진·2점 홈런·9대1 개막전 승리와 구단 최연소 개막전 승리의 경기·구단 기록 층위; 새 슬라이더를 남발하지 않고 섞은 윤주혁은 8이닝 3피안타 무볼넷 14탈삼진을 기록하고, 6회 2점 홈런을 포함해 2안타를 친다. 9대1 승리 뒤 인터뷰에서 즐겼다고 말하지만 그 여유가 많은 훈련에서 왔음을 짚고, 구단 최연소 개막전 승리투수라는 기사로 낮게 닫는다."
"175","175화","RA-031","투타 출전 기준 확립과 개막 3연승","코칭스태프와 윤주혁은 7이닝·평균 110구를 경계로 다음 날 선발 타자, 대타, 휴식을 나누는 운영 원칙을 맞춘다. 프라이스가 6대0, 쉴즈와 타선이 7대4를 만들어 보스턴을 세 경기 모두 꺾고 단독 1위로 출발하며, 마지막은 기사 결산이라 다음 경기 압력은 낮다.","4","8","2","9","7","9","8","8","보상 범위=겸업 운용 합의와 보스턴 개막 시리즈 3연승의 팀 시스템·시리즈 층위; 코칭스태프와 윤주혁은 7이닝·평균 110구를 경계로 다음 날 선발 타자, 대타, 휴식을 나누는 운영 원칙을 맞춘다. 프라이스가 6대0, 쉴즈와 타선이 7대4를 만들어 보스턴을 세 경기 모두 꺾고 단독 1위로 출발하며, 마지막은 기사 결산이라 다음 경기 압력은 낮다."
"176","176화","RA-032","무실점 배터리의 토론토 첫 회 지배","호세 몰리나의 프레이밍과 타자별 사인을 믿는 배터리 호흡이 네 경기 무실점의 자산으로 설명된다. 토론토전 첫 회 라자이 데이비스가 슬라이더를 버리라고 조언하지만 후속 타자도 93마일 슬라이더와 101마일 패스트볼에 당해 세 타자 모두 삼진으로 물러난다.","5","7","3","8","9","8","7","8","보상 범위=개막 후 무실점 행진과 토론토 첫 회 세 타자 연속 삼진의 시즌 초반 층위; 호세 몰리나의 프레이밍과 타자별 사인을 믿는 배터리 호흡이 네 경기 무실점의 자산으로 설명된다. 토론토전 첫 회 라자이 데이비스가 슬라이더를 버리라고 조언하지만 후속 타자도 93마일 슬라이더와 101마일 패스트볼에 당해 세 타자 모두 삼진으로 물러난다."
"177","177화","RA-032","10대0 대승 뒤 롱고리아 6주 이탈","탬파 타선이 10점을 쌓고 윤주혁이 7이닝 무실점으로 막아 대승하지만 롱고리아가 주루 뒤 햄스트링 통증을 호소해 최소 6주 이탈 판정을 받는다. 말미에는 윤주혁 1루, 필립 모리스 4번 지명타자, 키핑거 3루가 포함된 실제 대체 라인업을 중계진이 평가한다.","7","8","5","9","9","8","8","7","보상 범위=윤주혁 7이닝 무실점·10대0 승리와 중심타자 장기 부상의 경기·시즌 비용 층위; 탬파 타선이 10점을 쌓고 윤주혁이 7이닝 무실점으로 막아 대승하지만 롱고리아가 주루 뒤 햄스트링 통증을 호소해 최소 6주 이탈 판정을 받는다. 말미에는 윤주혁 1루, 필립 모리스 4번 지명타자, 키핑거 3루가 포함된 실제 대체 라인업을 중계진이 평가한다."
