sequence,visible_label,title,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_candidate,confidence
"611","법보다 주먹(완전판) 611화","박동철 때문에 하나 된 두 야당","김학구와 안정희는 독립 저지를 위해 비밀회동한다.","분열된 여야가 주인공 한 사람의 위력 때문에 연합하는 사회적 목격","해임·탄핵 압박을 버티고 독립 공론장을 열어 지지를 올린다.","안정희는 지방단체장 강제해임을 요구하고 김학구와 청와대 압박·촛불까지 논의한다.","보수·진보가 독립 반대에 합쳐져 박동철은 전 정치권을 상대해야 한다.","두 야당 대표가 어느 순간 우리라고 부를 만큼 공동전선이 형성된다.","박동철의 영향력이 여야 통합이라는 역설적 형태로 확인된다.","정치","독립 갈등이 제주 대 중앙정부를 넘어 초당적 국가위기로 격상된다.","안정희가 대통령도 다시 끌어내릴 수 있다고 주장한다.","동남아 외교 착수","야당 해임·탄핵 공세","제주 주민투표 캠페인과 강대국 보증","high"
"612","법보다 주먹(완전판) 612화","미국에 제주냐 일본이냐 묻다","조명득·백만도가 비밀 반간계를 준비하고 욱일회는 백만도 포섭을 추진한다.","미국에도 선택을 강요해 제주 독립을 강대국 거래의 우선순위로 올리는 보상","힐러리에게 일본 대신 자원대국 제주를 택하게 하고 가평 위기는 가짜 배신으로 덮는다.","박동철은 힐러리에게 둘 중 하나를 버리라며 제주 심해유전의 협력가치를 제시하고 조명득은 잠깐 귀빈실에 들러 거짓 안부만 남긴다.","미국 새 정권의 결정권은 힐러리 혼자가 아니고 욱일회 손자는 백만도를 실제 부역자로 만들려 한다.","박동철은 미국의 일본 견제 욕망과 제주 자원 이익을 직접 맞바꿀 선택지를 만든다.","힐러리에게 제주 독립 지지의 개인적 입장을 끌어낼 문턱까지 간다.","세계·정보","독립 승인 경쟁에 미국이 본격 진입하고 백만도는 이중첩자 역할을 맡게 된다.","힐러리 답변과 백만도 포섭이 동시에 진행된다.","미국 협상 개시","힐러리 선택과 반간계","제주 주민투표 캠페인과 강대국 보증","high"
"613","법보다 주먹(완전판) 613화","힐러리의 개인 지지와 백만도의 위장 배신","박동철은 힐러리에게 제주와 일본 중 선택을 요구했다.","미국 실세의 지지 약속과 적을 속일 이중첩자 배치","미국 공격 결정을 이틀 늦추고 백만도를 욱일회 안으로 심는다.","힐러리는 개인적으로 제주를 지지한다고 답하고 백악관 회의에 들어가며, 조명득은 백만도에게 모든 책임을 질 가짜 배신자 역할을 제시한다.","원산항 러시아 핵잠수함 때문에 미국은 다시 평양 선제공격 시나리오를 꺼낸다.","백만도가 욱일회 연락을 기다리는 이중첩자가 되고 힐러리는 새 대통령의 결정을 미뤄야 한다.","제주가 미국 실세의 비공식 지지를 얻고 선제공격 결정은 즉시 집행되지 않는다.","관계·세계","박동철 외교망과 조명득 반간계가 각각 미국·욱일회 내부로 파고든다.","백악관 군부가 진주만을 들며 북한 공격을 주장한다.","힐러리 개인 지지","미 공격 유예와 백만도 위장 포섭","제주 주민투표 캠페인과 강대국 보증","high"
"614","법보다 주먹(완전판) 614화","이틀 유예와 대토론 매복","미 군부는 러시아 핵잠수함을 이유로 북한 선제공격을 다시 요구한다.","힐러리가 강경 회의를 멈춰 이틀을 벌고 주인공에게 다음 수를 넘기는 시간 보상","이틀 안에 핵잠수함 위협을 해소하고 120분 토론을 독립 지지 확장 기회로 바꾼다.","힐러리는 제주 유전이 진짜 목적임을 읽고 결정을 이틀 연기시키며, 안정희는 베트남 참전용사 분노와 돈 받은 시위대를 방송국 앞에 배치한다.","미국 군부·CIA 다수가 공격 찬성이고 방송 토론 전부터 신체·평판 공격이 준비된다.","힐러리가 미국 공식 결정의 시계를 이틀 늦추지만 박동철에게 해결 책임을 되돌린다.","즉시 공습은 피하고 공개 토론의 적·시위 구조가 드러난다.","시간·평판","외교 위기는 잠시 유예되고 국내 여론전이 바로 다음 전장으로 전면화된다.","청명회는 동원 시위 책임자를 이미 감시한다.","미국 즉시 공격 저지","핵잠수함 처리와 대토론 역전","제주 주민투표 캠페인과 강대국 보증","high"
"615","법보다 주먹(완전판) 615화","계란 세례를 기다리는 도지사","욱일회 회주는 니시노시마 확장과 젊은 피 수혈을 보며 대망을 꿈꾼다.","상대가 준비한 모욕을 감수해 오히려 국민 신뢰로 돌릴 준비","방송국 입구 시위를 폭력 없이 통과하고 생방송에서 독립 논리를 펼친다.","박동철은 갈아입을 정장을 준비한 채 시위대가 차를 둘러싸도 당해주는 편이 낫다고 판단한다.","밀가루·계란·신체위협과 생방송 직전 시간 손실을 그대로 감수해야 한다.","박동철이 시위 매복까지 예상하고 있었고 전화 한 통이 현장 변수가 된다.","상대의 여론공작을 역이용할 침착함과 대비가 확인된다.","평판·생존","욱일회의 장기욕망과 박동철의 공개 희생 전략이 같은 시점에 대비된다.","김학구 대표가 시위대에 갇힌 박동철에게 전화한다.","시위 매복 파악","계란 세례와 대토론","제주 주민투표 캠페인과 강대국 보증","high"
"616","법보다 주먹(완전판) 616화","계란·밀가루 속 포용과 안정희 자백선","박동철은 방송국 앞에서 계란과 밀가루를 맞는다.","모욕을 분노 없이 받아내 군중과 시청자에게 다른 정치인의 모습을 각인","시위 배후를 잡되 반대 시민의 의견까지 존중한다고 공개한다.","박동철은 공격을 고스란히 맞고 찬반 모두 가슴에 새기겠다고 말하며 입장하고, 청명회 박웅천은 동원책 장성택에게 안정희 지시를 자백받는다.","공개 수모와 폭행을 감수하고 시위 배후 증거를 공개하면 정쟁으로 흐를 위험이 있다.","시위 책임자가 박동철이 화내지 않자 당황하고 곧 안정희 이름을 술술 털어놓는다.","계란테러가 박동철의 포용 이미지와 반대진영 공작 증거로 되돌아간다.","평판·정보","박동철의 개인 지지는 커지고 안정희는 비열한 조작 정치인으로 잡힌다.","샤워 후 대기실에 박웅천이 편집 전 자백 영상을 들고 온다.","방송국 시위 통과","안정희 경고와 토론","제주 주민투표 캠페인과 강대국 보증","high"
"617","법보다 주먹(완전판) 617화","장성택 영상과 10분 경고","계란 세례 뒤 박동철은 토론 대기실에서 청명회가 찍은 자백 영상을 본다.","적 대표의 정치생명을 즉시 쥐고도 한 번은 살려주는 절제된 응징","안정희에게 정정당당한 반대를 강제하고 영상은 비상 카드로 보존한다.","박동철은 박웅천에게 장성택 영상을 확인한 뒤 안정희에게 10분 안에 알게 될 것이라며 전화 경고한다.","청명회 방송 장악력이 너무 커 박동철도 조명득의 힘을 경계해야 한다.","편집 없는 방송 한 번이면 안정희를 끝낼 수 있지만 박동철은 은퇴 때까지 존경받을 기회를 주겠다고 한다.","시위 배후를 완전히 확인하고 여론공작 중단 압력을 넣는다.","지위·관계","안정희와 박동철의 힘 관계가 공격자·피해자에서 약점을 쥔 자·경고받은 자로 역전된다.","안정희가 아직 영문을 모른 채 전화를 끊는다.","동원시위 배후 확보","안정희의 반응과 생방송 5대1 싸움","제주 주민투표 캠페인과 강대국 보증","high"
"618","법보다 주먹(완전판) 618화","5대1 토론과 박세출의 전화","안정희는 전송된 장성택 영상을 보고 박동철의 경고 뜻을 깨닫는다.","숨은 칼을 보여 적을 침묵시키고 불리한 생방송에 정면 진입","5대1 구도에서도 제주 자립·해상자원 논리를 국민에게 전달한다.","안정희가 공포에 빠지는 동안 박동철은 적대적 사회자까지 포함된 토론석에 앉고, 박세출은 오찬성을 정신병원에서 데리고 나온다.","토론 편파성, 막말 패널, 욱일회 돈을 받는 박세출의 독자 수사가 병행된다.","박세출에게 백만도의 발신번호 없는 연락이 걸려올 준비가 되며 반간계가 실제 접점을 만든다.","안정희 여론공작은 멈추고 박동철은 전국 생방송 발언권을 얻는다.","정보·평판","국내 토론과 가평 첩보전이 동시에 결전 구간으로 진입한다.","박세출이 본능적으로 모르는 번호를 받는다.","안정희 공작 제압","박세출 포섭과 생방송 논쟁","제주 주민투표 캠페인과 강대국 보증","high"
"619","법보다 주먹(완전판) 619화","백만도의 제주 호출과 박태수의 중대 결심","박세출은 자기 내사가 발각됐음을 알고 백만도의 비밀 전화를 받는다.","적 수사자를 함정으로 부르고 북한 권력층까지 주인공 계획에 맞춰 움직이는 세력 확장","박세출을 제주로 유인하고 북한이 미국 위협을 스스로 해소할 충격 조치를 결정하게 한다.","백만도는 박세출에게 누구에게도 알리지 말고 제주로 오라 하고, 박태수는 북한 수뇌부를 압박해 다음 날 세상을 뒤집을 중대 결심을 통과시킨다.","박세출이 함정을 눈치챌 수 있고 북한 기득권층은 체제·목숨을 잃을 조치에 반발한다.","북한 지도부가 결국 박태수 뜻을 따르며 박동철이 원하는 공개 조치가 준비된다.","가평 추적자를 제주로 빼내고 북한발 대형 여론 반전이 예약된다.","세력·정보","제주·평양·서울 생방송 세 전장이 하나의 독립 전략으로 맞물린다.","토론 패널이 전력·생필품 봉쇄라는 현실적 약점을 찌른다.","박세출 접촉 성사","북한 중대 발표와 토론 역전","제주 주민투표 캠페인과 강대국 보증","high"
"620","법보다 주먹(완전판) 620화","KAL 사과와 7광구 폭탄발언","5대1 토론에서 패널들이 제주 생존능력과 해상자원 가치를 비웃는다.","러시아 국가 사과가 생방송 중 터지고 주인공이 7광구 상실 시계를 국민에게 공개하는 이중 보상","제주 독립을 바다를 지키는 현실 해법으로 재정의해 찬성 여론을 올린다.","박동철은 자립계획을 설명하고 푸틴의 KAL기 공식 사과 속보를 활용한 뒤 2028년 7광구가 일본에 넘어간다고 마지막 발언한다.","욱일회가 분노하고 토론은 끝까지 질문·공격 편향이며 전력 차단은 실제 약점이다.","러시아 사과가 박동철 순방 성과임을 모두 짐작하고 7광구 문제가 독립의 국가적 명분으로 처음 공개된다.","막말 토론을 버텨 국제 외교 성과와 해양주권 논리를 전국에 지급한다.","평판·세계","독립 프레임이 매국에서 일본에 빼앗길 바다를 지키는 행동으로 전환되기 시작한다.","박동철은 전력·물자 차단을 역으로 장기출의 탈출구로 쓸 계획을 떠올린다.","120분 토론과 KAL 사과 공개","북한 발표·전력봉쇄 대비·욱일회 반응","제주 주민투표 캠페인과 강대국 보증","high"
"621","법보다 주먹(완전판) 621화","북한 9시 성명과 일본 핵무장 계산","토론을 마친 박동철은 회주의 불길한 연락과 미국의 움직임을 동시에 받는다.","미국 공격 명분을 단숨에 없앨 북한발 반전의 카운트다운","북한이 비핵화·평화유지군 수용을 발표하게 해 두 번째 선제공격을 막는다.","박동철은 해외 연락을 통해 발표 시각을 재확인하고 청와대·일본·미국은 오전 9시 성명에 대비한다.","일본은 북한 도발을 자국 핵무장 명분으로 쓰려 하고 오판하면 전쟁이 즉시 난다.","욱일회 회주가 아베에게 3개월 핵무장 가능성을 확인하며 북한 발표를 정반대로 예상한다.","박동철만 성명의 진짜 내용을 아는 정보 우위가 긴장으로 지급된다.","시간·세계","국내 토론전이 끝나자 한반도 핵질서 전체를 바꿀 국제 결산으로 전환된다.","오전 9시를 앞두고 미국도 선제공격 최종회의를 연다.","7광구 공개 토론","북한 중대성명과 미 공격 결정","북한 비핵화 선언과 두 번째 공습 저지","high"
"622","법보다 주먹(완전판) 622화","선제공격 최종결정과 제주 원유","미국 대통령은 평화와 안보를 명분으로 북한 선제공격을 결심한다.","절망 직전 준비된 성명이 판을 뒤엎을 기대","제주 유전을 탐내는 미국의 공격결정을 발표 순간에 무력화한다.","힐러리는 박동철과 손잡아 중동에서 벗어날 제주 원유 이익을 떠올리며 회의에서 버티고 중국은 메탄하이드레이트 경제성 문제를 논의한다.","미 군부 다수가 공격 찬성이고 일본은 북한 위기를 핵무장 호재로 기뻐한다.","중국이 남중국해 대신 새로운 메탄하이드레이트 지역을 찾으면서 제주 자원전의 또 다른 핵심이 열린다.","힐러리에게 제주 선택의 경제논리가 실제 전쟁결정 순간 작동한다.","세계·자원","7광구 원유 경쟁에 우도 메탄하이드레이트까지 더해져 강대국 욕망이 증폭한다.","중국 과학자가 대안 매장지 위치를 보고하려 한다.","미 공격 유예","9시 발표와 우도 자원전","북한 비핵화 선언과 두 번째 공습 저지","high"
"623","법보다 주먹(완전판) 623화","핵폐기·평화유지군 선언","미국은 공격 결정을 내렸고 중국은 제주 자원을 차지할 시나리오를 가동한다.","공격 직전 북한이 사실상 항복 선언으로 세계를 얼어붙게 하는 대반전","비핵화와 유엔 사찰·평화유지군 요청으로 미국의 모든 전쟁 명분을 제거한다.","북한 여자 아나운서가 핵탄두 폐기와 국제 협조를 발표하고 박동철은 참모들 앞에서 결과를 지켜본다.","욱일회 회주는 일본 핵무장 명분이 사라져 뒷목을 잡고 미국 회의는 공황에 빠진다.","북한이 유엔 평화유지군까지 요청해 쇼로 치부하기 어려운 검증 가능한 약속을 건다.","미국은 오키나와 공격명령을 철회할 수밖에 없고 박동철의 숨은 설계가 성공한다.","세계·안보","북한은 도발국에서 비핵화·국제사찰 수용국으로 상태를 급전환한다.","미 군부가 이제 공격하면 전 세계 비난을 받는다고 대통령을 설득한다.","북한 중대성명 준비","미 공격명령 철회와 사찰단 파견","북한 비핵화 선언과 두 번째 공습 저지","high"
"624","법보다 주먹(완전판) 624화","두 번째 공습 취소와 박세출의 호랑이굴","북한 비핵화 선언으로 미국은 공격 명분을 잃고 통일 대박론이 번진다.","두 번의 미국 공습을 숨은 설계로 막아낸 국가급 결산","유엔 사찰을 진행시키는 동안 가평 증거를 쥔 박세출을 청명회 안으로 끌어들인다.","미국은 평화유지군·사찰단 파견을 택하고 조명득·백만도는 셋 다 죽을 수 있는 반간계를 점검하며 박세출은 홀로 제주 청명리조트로 온다.","통일 기대가 제주 독립 관심을 덮고 박세출이 배신하거나 욱일회에 구조신호를 보낼 수 있다.","박세출이 자신이 개인이 아닌 거대 조직을 상대한다고 깨닫고도 호랑이굴에 들어선다.","두 번째 선제공격이 공식 철회되고 북한 비핵화가 국제 절차로 넘어간다.","세계·정보","전쟁 위기는 닫히고 가평 원죄·욱일회 반간계가 즉시 주 전장으로 바뀐다.","박세출이 청명리조트 도착 직전 보좌관에게 조직 상대임을 보고한다.","미국 공습 취소","박세출 포섭과 비핵화 사찰","북한 비핵화 선언과 두 번째 공습 저지","high"
"625","법보다 주먹(완전판) 625화","박세출 동선 삭제와 개미지옥","박동철은 죽은 고준석이 보낸다는 꽃바구니를 기다리고 조명득은 박세출을 청명리조트에 들인다.","적 수사자의 모든 이동 기록을 지워 생사를 완전히 쥐는 조직 보상","박세출을 죽이지 않고 이중첩자로 전환할 수 있는지 시험한다.","리틀 하데스는 김포·제주공항·도로 CCTV에서 박세출 동선을 전부 삭제하고 통신을 차단한 특실에 가둔 뒤 백만도가 심문한다.","박세출이 끝까지 거부하면 조명득의 한마디로 행방불명될 수 있고 박동철은 이 작전을 모른다.","박세출은 청명리조트 전체가 백만도 통제 아래인 개미지옥임을 알아차린다.","청명회가 국가 교통망 기록까지 지울 수 있는 위력이 구체 장면으로 지급된다.","조직·생존","박세출의 검사 신분은 무력화되고 선택권은 욱일회와 청명회 사이로 좁혀진다.","백만도가 대한민국 미래를 등지고 누가 있느냐고 박세출을 압박한다.","박세출 제주 유인","박세출 전향과 고준석 유산","박세출 반간계와 고준석의 전생 유산","high"
"626","법보다 주먹(완전판) 626화","대한민국을 위해 짖는 개","박세출 심문 뒤편에 마취가스와 척살조가 대기한다.","돈 받은 부역검사를 죽음 대신 국가의 그림자로 끌어오는 포섭 보상","박세출에게 청명회 힘과 대의를 보여 욱일회 안의 이중첩자로 만든다.","조명득은 박세출의 비리·욕망을 모두 짚고 우리를 공기 같은 국민의 그림자라 설명하며 대한민국을 위해 짖는 개가 되자고 제안한다.","거부하면 즉시 제거되고 동의해도 평생 감시·위장 부역을 해야 한다.","박세출이 조명득에게 박동철 포함 여부를 묻자 조명득은 조직 정체를 끝까지 감춘다.","박세출에게 돈이 아닌 국가 대의를 쓸 새 삶의 선택지가 주어진다.","관계·조직","가평 추적자는 제거 대상에서 욱일회 역침투 자산 후보로 바뀐다.","박동철에게는 고준석의 USB가 꽃바구니로 도착한다.","박세출 심문","이중첩자 확정과 USB 진실","박세출 반간계와 고준석의 전생 유산","high"
"627","법보다 주먹(완전판) 627화","고준석이 알고 있던 두 사람","고준희는 죽은 부친이 오래전부터 박동철과 조명득을 알고 있었다고 말한다.","주인공보다 먼저 미래를 본 인물이 남긴 비밀 유산의 미스터리 보상","USB의 정체를 확인하고 박세출 반간계를 완성한다.","박동철은 조명득에게 연락하려 하지만 불통이고, 박세출은 청명회 입회를 인생 터닝포인트로 받아들이며 조명득의 거대 세력을 확인한다.","고준석이 두 사람의 비밀을 안 이유가 불명이고 박세출은 되돌릴 수 없는 이중생활로 들어간다.","조명득이 가평 책임을 자신에게 덮어씌우라고 제안해 박동철을 보호할 구체 각본을 낸다.","박세출 포섭이 사실상 성사되고 고준석 USB가 새 핵심 정보원으로 열린다.","정보·관계","청명회는 욱일회 내부에 검사 첩자를 얻고 박동철은 자신과 같은 존재 가능성을 마주한다.","박세출이 가평을 어떻게 설명하느냐고 묻자 조명득이 나라고 하라 답한다.","박세출 전향","가평 허위보고와 USB 재생","박세출 반간계와 고준석의 전생 유산","high"
"628","법보다 주먹(완전판) 628화","친구의 죄 각본과 메탄하이드레이트","박세출·백만도·조명득은 셋이 함께 죽을 수도 있는 반간계를 확정한다.","주인공 원죄를 친구가 떠안는 방패와 미래 에너지 비밀의 대형 정보 보상","욱일회에는 조명득이 박동철을 조종한 살인자라고 믿게 하고 고준석 자료로 우도 자원을 지킨다.","조명득은 가평을 자기 범행·박동철의 검사권 은폐로 꾸미라 지시하고, 박동철은 USB 영상에서 고준석이 남긴 우도 메탄하이드레이트 정보를 본다.","조명득이 희생양이 되고 세 사람 중 하나의 변심이면 전원 사망하며 중국도 100년 할양 시나리오를 검토한다.","고준석 유산이 제주 핵심은 7광구뿐 아니라 우도 남단 메탄하이드레이트임을 밝힌다.","가평 반간계 각본과 차세대 에너지 패권 지도가 동시에 확보된다.","정보·자원","제주 독립의 실질 가치는 원유에서 메탄하이드레이트까지 확대되고 중국의 병합 욕망도 구체화된다.","중국이 우도 100년 할양을 대한민국에 제안할 방안을 검토한다.","박세출 반간계 설계","우도 자원 방어와 고준석 정체","박세출 반간계와 고준석의 전생 유산","high"
"629","법보다 주먹(완전판) 629화","우도 100년 할양과 굴다리 유언","중국은 통일 한국에 우도를 100년 빌리는 미끼를 준비한다.","강대국보다 먼저 자원전 전모와 고인의 마지막 개인 부탁을 얻는 정보 보상","우도 자원을 사수하고 고준석 아들에게 굴다리 일을 잊으라는 말을 전한다.","박동철은 USB를 재생해 우도 비밀과 아들 유언을 듣고, 박세출은 리조트를 나와 회주 보좌관에게 가평 살인사건·박동철 배후라는 거짓 보고를 시작한다.","중국은 한국 군사력을 무시한 채 미·일과 해상전까지 상정하고 박세출은 이중첩자임을 들키면 죽는다.","욱일회 보좌관이 가평 약점을 찾았다고 기뻐하며 반간계 미끼를 완전히 문다.","고준석의 국가 정보와 개인 유언이 박동철에게 인계된다.","정보·관계","욱일회는 조명득 각본 속으로 들어가고 박동철은 고준석 가족과 새 연결을 갖는다.","굴다리 유언의 아들이 누구인지 모른 채 박세출 허위보고가 이어진다.","박세출 전향","회주 기만과 고준석 아들 확인","박세출 반간계와 고준석의 전생 유산","high"
"630","법보다 주먹(완전판) 630화","전생자 고준석과 조명득의 눈물","욱일회 보좌관은 조명득이 가평 살인을 저지르고 박동철이 은폐했다는 각본을 믿는다.","주인공과 같은 회귀자가 남긴 미래 지식을 친구와 공유하는 정체성 보상","고준석의 전생 정보로 제주를 지키되 다른 생존 전생자 가능성에 대비한다.","박동철은 조명득을 즉시 불러 USB를 보여주고 둘은 고준석이 전생자였으며 조명득에게 굴다리 유언을 남겼음을 확인한다.","박동철은 조명득까지 의심하는 자신을 보며 죄책감을 느끼고 또 다른 전생자가 적일 가능성을 떠올린다.","조명득이 영상을 보며 눈물을 흘려 고준석의 아들이 자신임이 드러나고 제주 사수 결심을 새로 한다.","가평 반간계는 적에게 먹혔고 우도 비밀·고준석 정체·부자 연결이 한꺼번에 풀린다.","관계·정보","박동철-조명득 우정은 고준석이라는 전생자 아버지의 유산으로 더 깊어지지만 새 전생자 위협이 열린다.","박동철이 조명득 눈동자 속 자기 의심을 보며 생존 전생자를 경계한다.","박세출 반간계와 USB 해독","다른 전생자 탐색과 우도 사수","박세출 반간계와 고준석의 전생 유산","high"
"631","법보다 주먹(완전판) 631화","백만도 위장 도주와 무고 브리핑","고준석 유산을 공유한 뒤 조명득은 박동철에게 진행 중인 반간계 전모를 설명한다.","백만도가 욱일회 신뢰를 얻고 다시 박동철 곁으로 돌아오는 이중첩자 결산","가짜 가족사·도주·무고 사건으로 욱일회에 충성을 증명하고 주민투표 전 측근선을 복원한다.","백만도는 도쿄 대저택에서 복수를 연기해 회주에게 충성하고 보름 뒤 박세출은 제주지검 브리핑으로 혐의를 무고라 뒤집어 박동철이 그를 재임용한다.","백만도는 죽은 가족을 연기하고 전국 비난 속 변절자와 무능한 보좌관 이미지를 감당한다.","욱일회 회주가 박동철의 인연 중시 성향을 이용해 백만도를 다시 심으려 하고 그 의도 자체가 조명득 각본과 일치한다.","반간계가 완벽히 돌아가 백만도는 욱일회 첩자 자격과 박동철 보좌관 자리를 동시에 얻는다.","관계·정보","박세출·백만도 두 이중첩자가 욱일회 내부와 박동철 곁에 자리 잡는다.","기자들 앞에서 박동철과 백만도가 서로 모르는 척 연기를 계속한다.","박세출 반간계와 백만도 복귀","주민투표 당일과 이중첩자 유지","박세출 반간계와 고준석의 전생 유산","high"
"632","법보다 주먹(완전판) 632화","주민투표 전야의 운명","백만도 복귀 뒤 다시 3개월이 지나 제주도민 3분의1 이상이 주민투표를 공식 청구한다.","오랜 미끼·외교·여론전이 실제 투표 하루 전까지 도달하는 대기 보상","투표를 무사히 치르고 결과 뒤 계엄·군사충돌에 대비한다.","박동철은 오차범위 여론을 보고 운명에 맡기며 호텔에 참모들을 모아 경찰 증강과 비상계획을 최종 확인한다.","장기출이 긴급 담화를 준비하고 투표 뒤부터가 진짜 전쟁이라는 불확실성이 크다.","헌법상 요건을 채워 중앙정부도 막지 못하는 공식 투표가 확정된다.","3개월 주민투표 약속이 정확히 실행 단계에 들어간다.","정치·시간","비밀 공작은 종료되고 제주도민의 공개 선택이 모든 세력의 다음 행동을 결정한다.","장기출이 투표 전날 긴급 대국민담화를 명령한다.","주민투표 청구 요건 달성","투표 결과와 계엄 대비","78퍼센트 독립 가결과 계엄 봉쇄","high"
"633","법보다 주먹(완전판) 633화","회주의 5년 후 제주와 장기출 담화","투표 전날 욱일회·중국·한국 정부가 모두 결과 뒤 행동을 준비한다.","적들의 탐욕과 동맹 균열을 한눈에 보여주는 결전 전야 긴장","장기출이 공개 강경파를 맡아 대한민국을 지키는 모양을 만들고 제주표를 결집한다.","회주는 5년 뒤 제주 자원을 욱일회 것으로 선언하고 아베는 일본이 아니라는 말에 불안을 느끼며, 장기출은 계엄·국회 책임 가능성을 암시한다.","대통령의 위협이 진짜 무력진압으로 보이고 중국 내부에서도 주석 독주에 반론이 싹튼다.","아베가 욱일회 대망과 일본 국익이 다를 수 있음을 처음 자각한다.","투표 뒤 일본·중국·대한민국 각 세력의 배치가 공개된다.","관계·정치","욱일회-아베 동맹과 중국 주석-참모 체계에 미세 균열이 생긴다.","장기출이 병력 투입은 국회 표결로 결정된다고 생방송 답한다.","투표 전 준비","계엄과 독립 가결","78퍼센트 독립 가결과 계엄 봉쇄","high"
"634","법보다 주먹(완전판) 634화","국회 해산 협박과 제중 군사동맹","장기출은 영토 포기를 승인하는 국회라면 해산시키겠다고 초강수를 둔다.","겉으로 적대하는 대통령의 발언이 오히려 제주 결집과 책임 분산에 쓰이는 정치 역전","투표 뒤 중앙 군사행동을 중국 동맹과 제주 내부 세력으로 막는다.","여야 3자대표는 계엄 책임을 떠넘기며 즉석 공동대응을 만들고, 박동철은 조명득과 장기출 악역 배치를 확인한 뒤 투표 현장에서 중국 특사와 군사동맹 체결을 약속한다.","국회·국민은 계획을 모르며 중국군을 끌어들이는 외세 의존과 주권 비용이 발생한다.","중국 참모가 제안한 제중 군사동맹이 독립 직후 대한민국 군 진입을 막을 실물 방패가 된다.","장기출 담화가 제주도민의 배신감을 키워 찬성표를 오히려 결집한다.","정치·세계","투표는 국내 헌법문제에서 중국과의 군사동맹이 걸린 국제안보 문제로 변한다.","개표가 시작되고 출구조사 수치가 곧 발표된다.","중앙 강경 담화","78퍼센트 결과와 제중동맹 체결","78퍼센트 독립 가결과 계엄 봉쇄","high"
"635","법보다 주먹(완전판) 635화","78퍼센트 가결과 즉시 독립선언","출구조사 68퍼센트가 나오고 참모들은 환호하지만 박동철은 뒤의 전쟁을 본다.","목표 65퍼센트를 넘어 최종 78퍼센트 찬성이라는 압도적 민주적 보상","결과를 지체 없이 국가 독립선언과 국제승인 요청으로 전환한다.","87퍼센트 개표 때 가결이 확정되고 새벽 3시 최종 78퍼센트가 나오자 박동철은 즉시 내외신 기자회견을 소집한다.","청와대는 참담해하고 독립 뒤 외교고립·강대국 개입·욱일회 응징이라는 더 큰 전쟁이 시작된다.","최소 목표보다 13퍼센트포인트 높은 결과로 제주도민의 압도적 위임이 확정된다.","3개월 주민투표 약속과 65퍼센트 정당성 루프가 큰 보상으로 닫힌다.","지위·정치","제주도는 헌법상 독립 가결 상태가 되고 박동철은 도지사에서 임시국가 수반으로 넘어간다.","박동철이 기자들 앞에서 독립국 외교고립 질문을 받는다.","주민투표 승리","독립선언·계엄·국제승인","78퍼센트 독립 가결과 계엄 봉쇄","high"
"636","법보다 주먹(완전판) 636화","제주민국 선언과 전력 차단","78퍼센트 결과 뒤 박동철은 싱가포르형 제주민국을 선포하려 한다.","정전 암흑 속에서도 독립을 입으로 현실화하고 내부 반대세력을 선제 제압하는 행동 보상","제주민국을 공식 선언하고 중앙정부 전력·군사 압박을 버틴다.","박동철이 제주민국 독립을 선언하자 장기출은 전력을 끊고 다음 날 계엄을 예고하며 제주지검장은 내란 체포 지시를 거부한 차장검사를 감금한다.","전력 차단·금수·특전여단 진격과 장기출에게 모든 악역을 맡긴 죄책감이 따른다.","제주 특전여단의 욱일회 부역 강 대령이 여단장을 제압해 군까지 적 세력에 침투했음이 드러난다.","제주지검이 독립 지지 편에 서고 임시발전기로 기자회견 불이 다시 켜진다.","지위·세계","제주민국이 선언되고 제주 사법권은 박동철 편으로 기울지만 군 지휘권은 불안정하다.","어둠 속 기자회견장 불이 켜지며 박동철이 다시 선언을 이어간다.","투표 가결","전력·금수·특전여단 위기","78퍼센트 독립 가결과 계엄 봉쇄","high"
"637","법보다 주먹(완전판) 637화","임시 대통령과 강대국의 축하","정전 뒤 임시발전기가 켜지고 박동철은 자신을 제주민국 임시 대통령이라 바로잡는다.","호칭·국제접촉이 새 나라를 현실로 만드는 지위 보상","일본·미국·중국의 지지를 얻되 자원 강탈 의도는 숨은 채 관리한다.","박동철은 금수 대책을 설명하고 중국 특사를 밤새 기다리게 한 뒤 제중 우호를 말하며 군사동맹 체결을 진행한다.","욱일회는 자위군 비상대기를 명하고 미국은 지지 후 자원을 압박할 계획이며 중국도 아시아 경영을 내세운다.","미국 대통령이 제주 자원만 얻으면 된다고 밝히고 중국은 반서방 영향권 편입 의도를 드러낸다.","중국 특사가 박동철에게 최고 예우로 접근해 국가 대 국가 협상이 성립한다.","지위·세계","제주민국은 국제 플레이어가 되지만 세 강대국 모두 자원을 노리는 포위상태에 놓인다.","중국 특사가 아시아 연합체 구상을 제시한다.","독립 호칭과 기자회견","제중 군사동맹과 해군 대치","78퍼센트 독립 가결과 계엄 봉쇄","high"
