sequence,visible_label,title,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_candidate,confidence
"106","106화","법보다 주먹(완전판)! 106화","깡치는 사장이라며 은 실장 책임을 뒤집어쓰려 한다.","한 명도 놓치면 굶어 죽는다는 시간제한으로 후속 급습의 긴장을 만든다.","하드디스크의 모든 개미굴 주소를 복원해 동시 구조한다.","압수 하드디스크·서버를 분석하고 음향탐지기까지 동원한 수색대를 즉시 이동시킨다.","개미굴 발각 소식이 퍼지면 범죄자들이 버리고 간 숨은 아이들이 감금된 채 죽을 수 있다.","자료 속 여러 촬영·감금 장소가 독립된 개미굴망으로 연결돼 있음이 드러난다.","경찰·수사관은 단 한 명도 놓치지 않겠다는 구조 작전에 들어간다.","세계","한 사무실 사건이 전국 점조직 개미굴 구조전으로 확대된다.","병정개미들이 지키는 각 굴을 동시에 부숴야 한다.","하드디스크 압수","전 개미굴 구조; 깡치·은 실장 연결","음향탐지기까지 동원","high"
"107","107화","법보다 주먹(완전판)! 107화","합동팀은 개미굴 병정개미들을 과잉 진압하며 아이들을 전원 찾는다.","대규모 구조 보상 뒤 내부 배신자 마동우의 가족 잔치라는 감정 비용으로 전환한다.","구조를 마치고 정보 유출 혐의를 정리한다.","경찰과 역할을 나눠 굴을 털고 돌잔치 중인 마동우에게 내사과가 찾아오자 현장으로 달려간다.","마동우 딸 돌잔치 200석이 텅 비고 범죄조직 정보 유출 혐의로 체포될 위기다.","내사과는 마동우가 은 실장에게 정보를 넘긴 증거를 확보했다고 밝힌다.","아이 구조는 성공하고 동철은 마동우 사건의 숨은 진실을 공개할 자리에 도착한다.","관계","동철·명득 공식 공조는 성공하지만 마동우에 대한 신뢰가 공개 시험대에 오른다.","동철이 내사 혐의가 무엇인지 다그치며 돌잔치를 멈춘다.","개미굴 전원 구조","마동우 내사; 작전 정보 유출 진실","텅 빈 돌잔치의 내사과","high"
"108","108화","법보다 주먹(완전판)! 108화","마동우는 정보 유출 증거 앞에서 침묵하고 가족은 체포를 지켜본다.","배신자로 보이던 수사관을 장기 잠입 공신으로 반전시키고 대중 지지까지 지급한다.","마동우 결백과 공로를 인정받고 자기 거취 후폭풍을 감당한다.","은 실장에게 정보를 흘리라 6개월 전 자신이 지시했다고 밝히고 돌잔치 비용·축의금 1천만 원을 남긴다.","지휘 문서가 없는 위장 공작과 과도한 축의금, 총기 사용 논란이 모두 동철 징계 사유가 된다.","마동우 내통은 은 실장 신뢰를 유지하려는 잠입이었고 인터넷 여론은 ‘총은 쏘라고 있는 것’이라 동철을 지지한다.","마동우는 누명을 벗고 울며 공신이 되고 동철은 국민적 ‘총질 검사’가 된다.","지위","마동우는 배신자 혐의자에서 칠승파 검거 핵심 공신으로, 동철은 신입에서 전국 논쟁의 검사로 변한다.","검찰은 여론과 정치 압박 속 동철 거취를 고민하고 일본 외교관 범죄는 면책에 막힌다.","마동우 누명 해소","동철 좌천; 일본인 외교특권 응징","총질 검사를 둘러싼 여론","high"
"109","109화","법보다 주먹(완전판)! 109화","검찰은 칠승파 사건을 유익태에게 넘기고 동철을 군산으로 순환 발령한다.","좌천을 팀 결속·선배의 칼춤·숨은 응징 결심으로 바꾼다.","사건을 후임에게 넘기고 군산에서도 같은 검사로 계속한다.","송별 인사를 하고 마동우·오 수사관·명득의 자원 지방 신청을 받으며 유익태에게 풀 베팅을 부탁한다.","정치권 눈치로 공을 세운 검사가 밀려나고 일본인 대머리는 외교특권으로 처벌받지 않는다.","부장은 군산 복귀를 약속하고 형사8과 팀원들은 표창·특진을 받으며 지검장도 군산 지검장으로 이동한다.","동철은 좌천에도 동료·상사·후임의 신뢰를 얻고 일본인에게 사적 심판을 내릴 결심을 한다.","관계","개인 팀이었던 형사8과가 동철을 따라 지방까지 움직이는 충성 집단으로 굳는다.","일본인 송환차량에 위치추적기를 붙이고 오수정의 복수를 준비한다.","은 실장 사건 인계; 군산 발령","일본 외교관 납치; 유익태 공판","좌천과 따라오는 사람들","high"
"110","110화","법보다 주먹(완전판)! 110화","일본 대사관은 대머리 외교관을 자국 경찰과 김해공항으로 보내려 한다.","국가가 못 한 처벌을 피해 소녀의 요구대로 실행하는 거대한 비밀 작전을 연다.","송환 중 대머리를 빼돌려 오수정의 응징을 대신한다.","위치추적하며 차량을 추월하고 청명회로 말벌·탱크로리·시비조를 밀양에 배치한다.","외교관 납치가 들키면 한일 외교 분쟁과 검사 파면·중형으로 이어진다.","청명회는 최상위조차 동철 정체를 모르는 점조직이며 조명득 자금·동철 설계로 탱크로리를 고의 전복한다.","밀양 고속도로가 막히고 일본 차량은 예정 지점으로 강제 유도된다.","세계","동철의 사적 공작력이 개인 엑스트라 수준에서 경찰·중장비·점조직을 쓰는 비밀망으로 커진다.","목표 차량에 시비 1조가 접근해 단계식 납치를 시작한다.","송환 추적","밀양 납치; 오수정 복수; 외교 후폭풍","탱크로리로 막은 고속도로","high"
"111","111화","법보다 주먹(완전판)! 111화","일본 경찰 차량이 밀양 작전 구간에 진입한다.","합법 교통단속과 사고 연출을 연결해 납치를 도주처럼 보이게 만든다.","경호 경찰을 해치지 않고 목표만 분리한다.","교통경찰이 속도 단속 중 뒷바퀴 공기를 빼고 벌통 트럭이 급정거해 추돌을 일으킨다.","무고한 일본 경찰·운전자에게 사고와 벌침 피해를 주며 공권력까지 청명회 작전에 가담시킨다.","트럭 벌통이 도로에 쏟아져 벌 떼와 교통 혼란이 시야를 완전히 가린다.","안전벨트로 큰 인명 피해를 막은 채 목표 차량을 정지시키는 데 성공한다.","능력","동철·명득은 우연처럼 보이는 교통사고를 여러 팀 시간표로 통제한다.","벌 떼 속에서 대머리를 봉고차로 빼돌리는 3단계가 시작된다.","교통 정체와 차량 펑크","목표 분리; 경찰 안전; 납치 은폐","벌통 트럭 추돌","high"
"112","112화","법보다 주먹(완전판)! 112화","펑크 난 도요타가 회전하고 벌 떼가 일본 경찰을 덮친다.","법망을 빠져나간 가해자가 자신이 만든 공포보다 더한 사적 심판 앞에 선다.","대머리를 야산으로 옮겨 처단한다.","가면 쓴 청명회원이 목표를 봉고차에 태우고 동철·명득이 야산에서 구타한 뒤 독 오른 벌 봉투를 준비한다.","납치·폭행·살인은 선악 수치를 더 악으로 밀고 소녀를 대신한 처벌의 정당성도 동철을 흔든다.","일본 경찰은 목표가 도주했다고 믿고, 동철은 오수정의 ‘죽여 달라’는 말을 떠올려 법보다 주먹을 선택한다.","가해자는 외교특권을 잃은 고립된 상태로 동철 앞에 무릎 꿇는다.","세계","동철은 대한민국 법이 못 닿는 외교관을 비밀조직으로 직접 처형하는 선을 넘는다.","말벌 봉투를 찢으면 가해자의 죽음과 외교 사건이 확정된다.","송환차량 분리","말벌 처형; 외교 은폐; 악 수치","야산의 말벌 봉투","high"
"113","113화","법보다 주먹(완전판)! 113화","동철은 대머리 앞에서 말벌 봉투를 찢어 수천 마리를 풀어놓는다.","가해자의 죽음·은 실장 추가 청부 증거·일본의 사과를 병렬 결산한다.","처형 흔적을 자연사로 만들고 이창명 보복까지 막는다.","대머리를 벌에 쏘여 죽게 한 뒤 은 실장 면회 변호사를 통해 이창명 살해 지시를 조명득에게 전달시킨다.","동철 선악 수치의 악이 더 올라가고 일본 대사관은 외교관 실종·사망 책임을 추궁한다.","은 실장 변호사가 청부 지시를 배신해 청명회에 넘기고 뉴스는 와나타베 우타의 말벌 사망으로 보도한다.","오수정 가해자는 죽고 은 실장 죄목을 늘릴 최태우 검거 포석이 생긴다.","관계","은 실장의 법률 대리인까지 조명득 정보망에 들어와 내부 감시자가 된다.","외교부 박홍식 과장과 검사 유인태가 일본 대사관에 찾아가 역압박한다.","와나타베 처형","은 실장 청부 증거; 일본 사과; 악 수치","말벌 자연사와 외교부 방문","high"
"114","114화","법보다 주먹(완전판)! 114화","일본 대사는 외교부 과장에게 이례적으로 고개를 숙인다.","비밀 처형을 국가 외교 승리처럼 보이게 하고 청명회 자금 기반까지 드러낸다.","일본 측 책임 인정과 범죄자 자진 출두를 끌어낸다.","조명득이 만든 추적 프로그램으로 청부망을 감시하고 박홍식 과장을 통해 일본에 요구사항을 전달한다.","총리와 대사의 체면·외교 거래, 청명회 운영비와 동철 자산의 출처가 장기 노출 위험이다.","동철은 미래 주식 100배 상승을 이용해 전량 매도, 청명회 자금 3천억을 이미 확보했음이 밝혀진다.","일본 대사는 사과하고 관련 인물 쓰시키 노부유키를 한국 법정으로 보내기로 한다.","돈","동철의 100억대 자산이 청명회 운영 가능한 3천억 비밀자금으로 비약한다.","쓰시키 입국·은천재 재판·군산 발령이 동시에 다가온다.","일본 외교 수습","쓰시키 자진출두; 3천억 자금 추적","고개 숙인 일본 대사와 3천억","high"
"115","115화","법보다 주먹(완전판)! 115화","동철은 미래 기억이 만든 3천억의 힘과 명득의 의심 어린 시선을 느낀다.","은 실장 조직을 증인 연쇄와 73개 죄목으로 법정에서 끝낸다.","유익태가 약속한 풀 베팅 판결을 확보하고 군산으로 간다.","쓰시키 입국을 지켜보고 은천재 재판에 이창명·박기춘 증언을 차례로 세워 청부살인까지 입증한다.","박기춘은 조직 배신에 목숨을 걸고 은천재는 법정에서 발광하며 항소한다.","최문탁의 상두가 박기춘을 살려 증언시키고 유익태는 징역 25년+보호감호 15년을 구형한다.","은천재의 꿈과 계파는 73종 범죄 구형으로 산산이 부서진다.","지위","은천재는 칠승파 보스에서 사실상 종신 수감될 피고인으로 추락한다.","1심보다 강한 항소심 판결과 이창명 수감 중 보호가 남는다.","은천재 범죄 입증","항소심; 이창명 보호; 군산 부임","73개 죄목 풀 베팅","high"
"116","116화","법보다 주먹(완전판)! 116화","유익태는 고등법원에서도 같은 최고 구형과 추가 증거를 밀어붙인다.","조직 보스의 종신 격리·내부고발자 감형·주인공 팀의 군산 재결집을 지급한다.","은천재 판결을 확정하고 새 지방 근무 기반을 만든다.","항소심 판결과 대법원 기각을 거쳐 은천재를 장기 수감시키고 이창명에게 감형·어머니 회복 소식을 전한다.","이창명은 교도소 보복 공포를 견디고 동철 팀은 좌천지에서 처음부터 관계를 다시 만들어야 한다.","이창명은 눈물로 개과천선을 약속하고 오·마 수사관과 명득이 군산 순환보직으로 따라온다.","은천재 판결이 확정되고 동철은 군산 형사2과 담당검사가 된다.","지위","서울의 논쟁적 스타 검사가 작은 군산지검 형사2과 검사로 이동하지만 자기 팀은 유지된다.","군산의 첫 ‘말뚝 테러’ 사건과 한적함 속 숨은 범죄를 찾는다.","은천재 항소 확정; 이창명 감형","군산 범죄 탐색; 추성호 사연","은천재 종신 격리와 군산 팀","high"
"117","117화","법보다 주먹(완전판)! 117화","군산 사건이 적다는 말에 동철은 항구 밀수·마약을 찾겠다고 한다.","작은 도시의 술자리 사연에서 국제 밀항 사건을 뽑아낸다.","추성호의 억울한 사랑과 군산 밀항망을 연결한다.","지검장 술자리 뒤 추성호에게 중국 여인과의 밀항·강제추방 사정을 밤새 듣는다.","불법 입국 전력 때문에 연인이 한국으로 못 오고 추성호는 험한 인상 탓에 도움받지 못한다.","추성호는 단순 범죄자가 아니라 사랑하는 사람과 살고 싶은 피해자이며 군산에 밀항 브로커가 있음을 암시한다.","동철은 ‘그냥 사랑하게’ 해달라는 호소를 수사 단서로 받아들인다.","관계","추성호는 술자리 지인에서 군산 밀항망으로 들어가는 제보자·협력자가 된다.","중국 연인을 합법 혹은 수사 미끼로 다시 데려올 방법을 묻는다.","군산 첫 적응","밀항망; 추성호 연인 입국","그냥 사랑하게 해달라","high"
"118","118화","법보다 주먹(완전판)! 118화","추성호는 불법 밀항 전력 때문에 연인이 한국에 올 수 없다고 운다.","개인 재회를 허락하는 척 조직 밀항선을 끌어내는 함정을 만든다.","밀항 루트·선박·브로커를 현행으로 잡는다.","연인에게 다시 오라고 연락시키고 명득과 수사 판을 짠다.","거친 서해와 불법 어창 이동은 밀항자 생명을 위협하고 동철의 유인도 또 범죄를 부를 수 있다.","중국 어선과 한국 어선이 공해상에서 열두 명을 어창으로 옮기는 실제 밀항 루트가 가동된다.","동철의 미끼가 바다 위 조직을 움직여 실체를 드러낸다.","세계","군산의 개인 사랑 문제가 중국 어선·한국 선장·조선족 브로커가 얽힌 국제 밀항망으로 커진다.","풍랑 속 열두 명이 좁은 어창에 들어가 희생 위험이 높아진다.","밀항 유인","어선 추적; 연인 생존; 브로커 검거","공해상 어창의 열두 명","high"
"119","119화","법보다 주먹(완전판)! 119화","풍랑주의보 틈에 밀항선이 군산항에 들어오고 사람들은 흩어진다.","한 구의 익사체가 거대한 밀항망과 국가 자원선의 시작점이 된다.","익사자의 이동 경로와 조직적 밀항 알선을 입증한다.","마 수사관 보고를 받고 갯바위 현장에 출동해 타지인 시신·조류·항구 CCTV를 확인한다.","희생자가 말할 수 없고 해경 순찰도 없던 날이라 선박 특정이 어렵다.","제주 연구소에서는 독도·제주 해역 메탄하이드레이트 가능성이 확인돼 별도 국가 규모 축이 열린다.","동철은 시체가 해외에서 왔다면 군산 조직 밀항선이 있다는 합리적 추정을 세운다.","세계","군산 수사가 국제 밀항과 미래 에너지 자원이라는 두 장기 국면으로 연결된다.","국과수 부검과 CCTV에서 시신의 국적·하선 선박을 찾아야 한다.","밀항자 상륙","익사자 신원; 조직 선박; 메탄하이드레이트","갯바위 익사체와 불타는 얼음","high"
"120","120화","법보다 주먹(완전판)! 120화","추성호가 검찰청에서 밀항 브로커 구조를 설명하고 CCTV팀이 항구 영상을 뒤진다.","작은 단서들을 묶어 섬·어선·밀수까지 뻗는 장기 수사망을 설계한다.","서두르지 않고 조직 전체를 드러낼 증거를 축적한다.","추성호 제보를 기록하고 조명득·오 수사관·지 형사는 영상 분석, 마 수사관은 3일 장기출장을 보낸다.","현장 한 곳을 바로 털면 상선과 섬 거점들이 사라지고 부검도 밀려 있다.","동철은 위협을 느껴 도망치면 구속, 단속하면 꼬리를 잡는 양면 압박을 짜고 지검장은 국과수에 신속 부검을 청탁한다.","군산지검 전체가 ‘50%만 사실이어도 큰 건’인 수사에 자원을 붙인다.","관계","좌천지 지검장도 동철의 촉을 우려하면서 지원하는 상사로 합류한다.","국과수 결과와 섬 연결 증거가 나오면 본격 급습으로 넘어간다.","밀항 진술 확보","국과수 부검; 섬 거점; 마 수사관 출장","과유불급의 큰 건","high"
"121","121화","법보다 주먹(완전판)! 121화","행복한 국제결혼 소개소는 다음 밀항 여성 열세 명을 기다린다.","범죄자에게 일부러 경고를 흘려 도주·단속 반응으로 조직선을 드러낸다.","소개소·포주·항구 밀수선을 서로 움직이게 한다.","지 형사가 증거가 있는 척 방문하고 유 반장은 방석집에서 포주들의 말을 떠본다.","확실한 물증 없이 자극하면 조직이 증거를 없애고 경찰 유 반장도 비리 의심을 받는다.","소개소 표창우는 불안해지고 포주들은 군산항 중국 짝퉁 밀수 핑계로 숨은 움직임을 감춘다.","동철의 헛소문이 범죄망 내부에 위기의식을 퍼뜨린다.","세계","밀항 수사가 국제결혼 소개소·성매매업소·항구파로 구체화된다.","범죄자들이 도망칠지 여성을 더 강하게 단속할지 반응을 기다린다.","경고 심기","표창우 반응; 포주·항구파 연결","행복한 소개소의 불안","high"
"122","122화","법보다 주먹(완전판)! 122화","포주들은 유 반장에게 동철을 접대하자며 수사 구멍을 만들려 한다.","썩은 경찰로 보이던 유 반장을 통제된 정보원으로 재평가한다.","익사체 사인·밀항 루트와 내부 포주 정보를 함께 확보한다.","국과수 부검을 진행하고 CCTV팀을 독려하며 유 반장에게 포주 반응을 보고받는다.","부검과 영상은 시간이 들고 유 반장이 진짜로 배신할 위험도 있다.","유 반장은 접대를 거절하고 사실 동철이 군산 발령 전부터 조명득과 접촉한 관리 대상임이 드러난다.","익사체가 바다에서 죽은 중국인임이 확실해지고 유 반장은 양쪽 정보를 잇는다.","관계","유 반장은 비리 경찰에서 동철이 ‘박멸보다 통제’ 원칙으로 쓰는 현장 자산이 된다.","과거 포장마차에서 맺은 동철·유 반장 거래의 전모가 열린다.","포주 접대 시험; 부검","유 반장 선택; CCTV 선박 특정","비리 경찰을 쓰는 법","high"
"123","123화","법보다 주먹(완전판)! 123화","과거 포장마차에서 동철은 유 반장 비리를 묻지 않겠다고 제안했다.","완벽하지 않은 사람을 악보다 나은 도구로 쓰는 주인공 현실주의를 확립한다.","CCTV의 밀항 봉고차와 창도 섬 현장을 연결한다.","유 반장과 건배해 통제 관계를 맺고 현재 영상에서 의심 차량·인물을 찾아 마 수사관 잠복을 지원한다.","비리 묵인은 검사 원칙을 훼손하고 창도 잠복은 주민 경계에 노출될 수 있다.","조명득·오 수사관이 결정적 CCTV 이동선을 찾고 창도 남성이 낚시꾼 마 수사관을 탐색한다.","수사팀은 육지 차량과 섬 거점을 동시에 좁힌다.","관계","유동근은 돈 받는 형사에서 동철·명득이 관리하는 군산 현장 파트너로 굳어진다.","창도 주민과 마 수사관의 위장 대화가 다음 현장 증거를 가른다.","유 반장 포섭","창도 인신매매 확인; CCTV 차량","창도의 낚시꾼 잠복","high"
"124","124화","법보다 주먹(완전판)! 124화","창도 주민은 낚시꾼 위장 수사팀 체류 기간을 캐묻는다.","섬 가정폭력 장면이 밀항 신부 매매의 실체를 감정적으로 확정한다.","26개 섬 동시 작전 지도를 완성한다.","마 수사관이 섬을 돌아다니며 강압 가정에 동그라미, 정상 관계에 X를 표시해 전화 보고한다.","통신이 약하고 주민들이 수상함을 눈치채면 여성들이 다른 섬으로 옮겨질 수 있다.","독립가옥에서 중국 여성이 폭행당하며 살려 달라고 해 위장 결혼·매매 정황이 확실해진다.","동철은 지검장 지원을 받고 명득에게 작전 개시를 명령한다.","세계","창도 한 섬 정보가 서해 26개 유인도 구출 작전으로 확대된다.","육지 소개소·포주와 26개 섬을 같은 시간에 덮쳐야 한다.","창도 실태 지도","26개 섬 동시 급습; 여성 구조","동그라미 친 독립가옥","high"
"125","125화","법보다 주먹(완전판)! 125화","동철·명득과 형사들이 행복한 국제결혼 소개소로 출동한다.","동시다발 급습으로 범죄망이 서로 경고할 시간을 없앤다.","소개소·포주·감금시설 증거를 한꺼번에 확보한다.","표창우 사무실 문을 박차고 전 과정을 촬영하며 먼지 한 톨도 남기지 말라고 압수한다.","26개 섬까지 병력이 나뉘어 육지 수사 인력이 빠듯하고 증거 훼손 가능성이 있다.","소개소 여직원이 격하게 반응해 범죄 연루를 스스로 드러내고 항구파 포주도 사이렌과 함께 검거된다.","표창우·포주·장부가 동시에 수사망에 들어오고 쪽방 수색이 시작된다.","지위","동철은 군산지검을 중심으로 경찰·해경까지 움직이는 합동작전 지휘자로 선다.","사창가 벽 뒤 숨은 여성들을 음향탐지기로 찾아야 한다.","소개소·포주 검거","비밀 쪽방; 섬 구출","먼지 한 톨도 남기지 마라","high"
"126","126화","법보다 주먹(완전판)! 126화","형사들은 사창가의 평범해 보이는 벽 뒤에서 소리를 듣는다.","벽을 실제로 부숴 감금 여성의 빛 없는 공간을 사회에 노출한다.","숨은 피해자를 전원 구하고 현장 가담자를 체포한다.","고주파 음향 증폭기로 위치를 잡아 블록벽을 깨고 동철이 직접 콩떡 사장 업소로 뛰어간다.","사비 장비·영장 범위와 벽 파손, 현장 인력 누락이 수사 책임이 된다.","비밀방에서 20대 여성이 어린 중국 여성들을 안고 ‘첨밀밀’을 불러 위로하는 장면이 드러난다.","어둠 속 피해자들에게 빛이 들어오고 동철은 전원 체포를 명령한다.","관계","동철은 밀항 여성을 범법자보다 구조해야 할 인신매매 피해자로 분명히 대한다.","단 한 명의 가담자도 도망치지 못하게 전면 봉쇄한다.","비밀방 발견","피해자 신원·보호; 포주 응징","벽을 뚫고 들어온 빛","high"
"127","127화","법보다 주먹(완전판)! 127화","구조된 여성들은 동철·경찰을 아직 믿지 못하고 떤다.","공식 체포 뒤 포주에게는 법 밖의 육체 응징까지 더한다.","피해 진술을 확보하고 포주의 숨은 재산·장부를 내놓게 한다.","한국말 가능한 여성에게 안심시키고 경찰에게 체포를 명령한 뒤 포주를 비공식적으로 난타한다.","과잉 폭행은 수사를 무너뜨릴 수 있어 동철은 자기 몸에 붕대를 감아 맞은 피해자처럼 언론 연출까지 해야 한다.","포주는 경찰 진입보다 동철의 사적 응징을 더 두려워해 모든 것을 불 준비가 된다.","피해자 보호선과 범죄자 공포선이 동시에 구축된다.","지위","동철은 현장 검사이면서 직접 응징자·언론 연출자라는 삼중 역할을 노골화한다.","붕대 차림으로 기자들 앞에 나가 과잉 진압 질문을 역이용한다.","여성 구조","포주 자백·비밀재산; 언론전","미라가 된 검사","high"
"128","128화","법보다 주먹(완전판)! 128화","대규모 검거 소식에 유 반장은 자기 방식이 잘못됐다고 인정한다.","낡은 비리 경찰을 사퇴시켜 청명회 간부라는 새 무기로 전환한다.","군산 경찰 인맥을 공식조직 밖에서 통제한다.","조명득과 사발 소주로 선택을 강요하고 유 반장이 사표를 내 청명회 간부 유동근이 되게 한다.","경찰 배지를 버리면 합법 수사 권한을 잃고 청명회와의 불법 연결이 깊어진다.","강력반 형사들은 유 반장 사퇴를 보고 휴대폰을 꺼 연결을 끊고, 동철은 붕대 언론플레이를 준비한다.","동철에게 군산 암흑가를 관리할 현장 매니저가 생긴다.","지위","경찰 강력반장 유동근이 청명회 간부·군산 신세계 프로젝트 매니저로 재탄생한다.","기자 매수까지 포함한 현장 브리핑이 곧 시작된다.","유 반장 경찰 사퇴","청명회 군산 관리; 언론전","청명회 간부 유동근","high"
"129","129화","법보다 주먹(완전판)! 129화","조명득은 기자들을 모으고 지검장은 대형 사건 브리핑을 연습한다.","과잉 진압 프레임을 피해자 구출 이미지와 검사 부상 연출로 뒤집는다.","국민 지지와 후속 수사 여론을 확보한다.","붕대 차림으로 매수된 기자의 질문을 받아 범죄자 폭력과 피해자 규모를 강조한 뒤 현장을 떠난다.","조작 연출이 들키면 검찰 신뢰가 무너지고 실제 내부자는 봉고차 증거를 없애고 있다.","검거되지 않은 배후가 칠곡에서 증거 봉고차를 버리고 탑승자들을 강제로 내려놓는다.","기자들은 사실상 박수를 보내고 지검장은 정의·명성을 함께 얻을 판을 받는다.","지위","군산 사건은 지역 수사를 넘어 전국 언론이 지켜보는 검사 브랜드가 된다.","칠곡에서 봉고차와 사람들을 지우는 내부 세력을 찾아야 한다.","언론 프레임 선점","증거 봉고차 추적; 내부자 색출","붕대 브리핑과 사라지는 봉고차","high"
"130","130화","법보다 주먹(완전판)! 130화","배후는 칠곡에서 지문을 닦고 봉고차를 불태워 외제차로 사라진다.","증거 소실의 좌절과 26개 섬 대규모 구조 보상을 교차한다.","육지 증거를 추적하면서 섬 피해자들을 모두 구한다.","오 수사관에게 고속도로 CCTV 3일치를 전부 받게 하고 마 수사관·해경은 창도 폭행 가정을 덮친다.","내부 유출로 핵심 차량이 전소되고 방대한 영상을 사람이 일일이 봐야 한다.","서해 26개 섬 중 12곳에서 외국 여성 16명, 새우잡이배에서 노숙자 23명을 구조한다.","하루 만에 섬 인신매매·강제노동망을 싹쓸이하지만 진짜 배후는 증거를 태우고 도망친다.","세계","군산 작전은 육지·26개 섬·새우잡이배까지 덮는 국가 규모 구조전이 된다.","구조 다음에는 검찰청에 몰린 100여 피의자와 국제 외교 결산이 기다린다.","섬·배 피해자 구조","전소 봉고차; 내부 배후; 본격 응징","하루 만의 26개 섬 싹쓸이","high"
"131","131화","법보다 주먹(완전판)! 131화","군산지검에는 육지 72명·섬 28명·항구파 19명 피의자가 몰린다.","숫자로 확인되는 구조 성과를 국가 사과·세계 스타 목격으로 확장한다.","52명 피해자 보호와 중국에 대한 공식 책임 표명을 이끈다.","지검장에게 전수 브리핑하고 외교부에 백배사죄 공문을 보내며 은설 입국·은희 귀국을 병치한다.","성과가 서울 복귀용 쇼로 오해받고 중국 불법 밀항 책임론과 국내 인신매매 책임이 충돌한다.","청명회 간부 박홍식 과장이 외교부 장관에게 정권 이탈·공식 사과를 정치적 기회로 설득한다.","지검장은 동철에게 풀 베팅을 허락하고 은희는 중국 10만 관객 공연을 마친 세계 스타로 귀국한다.","지위","동철 사건은 중국 정부에 사과할 외교 현안이 되고 은희는 아시아급 스타가 된다.","은설 인도와 은희 기자회견이 같은 공항에서 교차한다.","대규모 검거·피해 집계","중국 공식 사과; 은설·추성호 재회","52명 구조와 백배사죄","high"
"132","132화","법보다 주먹(완전판)! 132화","은희는 공항에서 재벌 2세 소문을 일축하고 기자 질문을 받는다.","세계 스타의 사회적 영향력이 피해자 구조 보상으로 환전된다.","은설을 추성호에게 인도하고 사건 피해자 지원을 공개한다.","유본승 사무관이 중국 공안에게 은설 신병을 받아 추성호와 군산으로 보내고 은희는 즉석 기자회견을 연다.","은설은 참고인 신분이라 법적 체류가 불확실하고 은희 돌발 발표는 기획사 계획을 깨뜨린다.","은희는 국제공연 수입·관심을 군산 인신매매 피해자 문제로 돌리려 한다.","추성호는 은설을 다시 보고 눈물로 재회하며 함께 내려갈 수 있게 된다.","관계","동철의 수사가 은희의 대중 영향력과 추성호의 개인 사랑을 동시에 연결한다.","기획사 대표가 은희 기자회견 내용에 경악한다.","은설 인도","피해자 기부; 체류 자격; 은희 돌발 기자회견","공항의 재회와 즉석 회견","high"
"133","133화","법보다 주먹(완전판)! 133화","은희는 군산 피해 여성 복지·재발 방지에 거액을 쓰겠다고 발표한다.","‘펑크의 여신’을 ‘기부의 여신’으로 바꾸고 수사실 심리전으로 전환한다.","표창우 등 주범의 조직 전모를 자술서로 확보한다.","군산으로 내려올 계획을 세우고 동철은 조사실에서 서로 이미 불었다는 식의 군사정권식 분리 심문을 한다.","피의자에게 거짓 정보를 흘리는 수사 사기는 인권·증거 논란을 낳을 수 있다.","표창우는 다른 공범이 배신했다고 믿고 스스로 범죄 내용을 쓰기 시작한다.","전 세계가 보는 사건에서 지검장은 동철의 사기 수사를 참관하며 묵인한다.","지위","은희는 피해자 지원의 대중 얼굴, 동철은 초대형 사건 심문 설계자가 된다.","표창우가 어느 범위까지 자백하고 포주가 숨긴 장부·돈을 내놓을지가 남는다.","은희 피해자 지원 발표","주범 자술서; 포주 비밀장부","기부의 여신과 빨갱이 자술서","high"
"134","134화","법보다 주먹(완전판)! 134화","표창우는 아무 질문도 안 하는 동철 앞에서 공범 배신 공포에 떤다.","침묵·담배·공포만으로 주범들이 서로 더 많이 부는 심리적 응징을 지급한다.","소개소와 포주의 범죄·재산 기록을 전부 확보한다.","사실만 쓰라며 담배를 주고 다른 조사실의 만신창이 포주에게 비밀 장부를 요구한다.","고문처럼 느껴지는 심리전과 앞선 사적 폭행이 자백 임의성을 흔든다.","포주는 살기 위해 비밀장부가 있다고 즉시 인정한다.","두 핵심 피의자가 동료보다 먼저 거래하려 스스로 수사 구멍을 메운다.","돈","숨겨진 성매매 명단과 현금 50억의 위치가 검찰 손에 들어오기 시작한다.","장부 1,260명과 현금 물탱크가 다음 사회적 폭발을 준비한다.","표창우 자술서","1,260명 명단; 포주 50억","질문하지 않는 조사","high"
