sequence,visible_label,arc_id,arc_phase,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,ribbon_rationale,source_lines
380,380,DCA-N33D,N33D·살만 왕위동맹과 OPEC 증산 원유숏,9,9,7,0.15,0.32,0.18,0.08,0.27,OPEC 증산 직후 원유가 110달러에서 105달러로 떨어지고 5배 레버리지 수익률이 25%를 넘는다. 준비기간 자금을 하루 만에 전액 회수했다는 정확한 영수증이 석유전쟁의 첫 큰 봉우리를 만든다.,L66548~L66742
381,381,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,7,7,6,0.30,0.27,0.17,0.08,0.18,"커넥트 자동번역 완성 뒤 로보가 훔친 신약 AI에 효과 저하와 부작용 증가를 심고, 금융사별 유가 하락 수익을 나눈다. 원유 100달러선 붕괴와 셰일주 15퍼센트 하락은 보이지만 ‘스케일이 다른 투자’의 정체는 감춘 채 금융·바이오 두 전선을 함께 연다.",L66743~L66910
382,382,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,7,7,7,0.29,0.24,0.26,0.08,0.13,"체셔피크·헤스 공매도와 500억 달러 이상 인수규모, 헤스의 가이아나 펀드 30%와 태우 목표 60%를 같은 회의에서 맞춘다. 미국 대사의 구조요청까지 오지만 소유권은 아직 없어, 고유 표적과 실행행동을 살리되 인수 완료로 넘기지 않는다.",L66911~L67084
383,383,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,6,7,5,0.27,0.23,0.32,0.09,0.09,오바마에게 두 인수안을 주고 대상 결정권을 얻어 국빈급 관계와 정책협상이 앞선다.,L67085~L67243
384,384,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,5,6,6,0.32,0.20,0.30,0.07,0.11,핀테크 자금과 중국 CNOOC 매각을 한 판에 묶어 정보·외교 관계에 오래 머문다.,L67244~L67404
385,385,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,6,8,7,0.30,0.23,0.19,0.08,0.20,"감산 시점과 반도체단지, 무부채 현금을 제시해 헤스 이사회의 승인을 끌어낸다. 미래 유가논리가 이사회 표와 자산 인수 허가로 바뀌어 첫 관문을 닫는다.",L67405~L67584
386,386,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,6,8,7,0.22,0.22,0.34,0.11,0.11,창업가가 자기 프리미엄을 직원 위로금으로 돌린다. 헤스 인수조건을 맞추는 숫자 협상 속에서 직원에게 남길 몫이 관계의 온도를 바꾼다.,L67585~L67757
387,387,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,7,7,8,0.29,0.24,0.22,0.07,0.18,체셔피크·CNOOC를 정리하고 실제 지분 70%를 숨겨 카노스의 3단계 공격을 유도한다.,L67758~L67939
388,388,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,8,6,8,0.22,0.34,0.25,0.12,0.07,태우는 반응을 숨긴 채 버티고 카노스는 400퍼센트 수익을 외치며 새 펀드 자금을 모은다. 한쪽의 침묵과 다른 쪽의 과신이 맞물려 이후 역포획에 필요한 물량이 스스로 쌓인다.,L67940~L68101
389,389,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,7,6,7,0.25,0.27,0.26,0.11,0.11,사우디 불개입·컨소시엄 균열 소문으로 중소 펀드 쌈짓돈까지 끌어 관계전 압박을 높인다.,L68102~L68274
390,390,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,5,9,6,0.20,0.24,0.18,0.17,0.21,동전던지기로 수십조 원 유전권을 1달러에 얻는 놀람과 물질 보상이 크게 솟는다.,L68275~L68451
391,391,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,8,9,7,0.22,0.30,0.24,0.13,0.11,"살만 즉위와 빈 살만의 국방장관 임명·왕세자 계획을 점검하는 사이, 가이아나 로건팀이 최소 50억 배럴로 추정되는 대형 유전을 발견한다. 헤스 공매도판을 뒤집을 호재가 태어난 것이 지급이며 정밀조사와 시장공개는 아직 다음 단계다.",L68452~L68641
392,392,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,8,7,8,0.28,0.31,0.21,0.08,0.12,헤스 매도물량을 전부 받아 내면서 대출설을 흘린 타워사를 추적해 배신자를 좁힌다. 시장 방어와 내부 색출을 동시에 진행해 주가판의 압박이 조직 신뢰 문제로 번진다.,L68642~L68807
393,393,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,9,8,7,0.18,0.41,0.18,0.11,0.12,합법적으로 매수한 헤스 주가가 폭등하고 공매도에 낀 중소 펀드들이 파산선에 들어간다. 공격하던 물량이 되돌아가 상대 장부를 무너뜨리며 역포획의 결과가 숫자로 보인다.,L68808~L68990
394,394,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,7,7,8,0.20,0.26,0.35,0.10,0.09,"레일·마크 펀드가 요구한 헤스 주식 반환을 거절하고 1억 달러 프리미엄을 매긴 뒤, 버크셔의 매수 이유를 확인하는 데 회차가 오래 머문다. 워런에게는 헤스 지분 3년 임대와 정체를 밝히지 않은 시장 이벤트만 제안하므로 작전명과 참여 확답은 다음 화 몫이다.",L68991~L69182
395,395,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,7,8,8,0.27,0.23,0.32,0.08,0.10,공개매수 후 재상장안을 버핏·미 대사가 묵인해 국가·기업 연합 관계가 완성된다.,L69183~L69348
396,396,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,9,8,7,0.18,0.40,0.20,0.12,0.10,"헤스 공개매수 발표, 퀀텀 3퍼센트의 100퍼센트 프리미엄 이전, 헤지펀드 절반 이상의 카노스 이탈이 실제 시장행동으로 이어진다. 후반 최재석이 4년 중임과 평창재단 요구를 꺼내며 기업전의 속도를 정치적 거래로 낮춘다.",L69349~L69537
397,397,DCA-N34B,N34B·카노스 청소부 전향과 한정훈 지휘권 승계,8,8,7,0.19,0.27,0.37,0.10,0.07,"박만덕의 동남아 퇴직 자리와 한정훈의 인수인계·교육 경로를 정하는 승계 대화가 한 축이다. 다른 축에서는 카노스에게 동료 헤지펀드를 배신하고 자산을 흡수하라고 제안해 전향 약속을 받되, 실제 은퇴·취임과 2주 작전은 아직 앞에 둔다.",L69538~L69724
398,398,DCA-N34B,N34B·카노스 청소부 전향과 한정훈 지휘권 승계,6,8,8,0.23,0.21,0.34,0.11,0.11,"카노스가 약속한 2주 안에 헤지펀드들을 파산시킨 결과를 확인하고 태우 300억 달러·금융타워 총 600억 달러를 중국에 배치한다. 태우건설의 도급 1위와 토지 반등을 짚은 뒤 다음 달 이취임식 날짜를 잡아, 시장 승리를 한정훈의 지위 이전으로 넘긴다.",L69725~L69890
399,399,DCA-N34B,N34B·카노스 청소부 전향과 한정훈 지휘권 승계,7,8,7,0.27,0.23,0.30,0.10,0.10,"박만덕 은퇴·한정훈 부회장 취임과 중국시장 600억 달러 투입, 카노스발 헤지펀드 20곳 파산이 현재 영수증이다. 청와대 200억 원은 분할안을 냈을 뿐 지급 전이고, 마지막 로보 폐기신약 보고가 금융승계 뒤 바이오 표적을 연다.",L69891~L70053
400,400,DCA-N34C,N34C·로보 GLP-1 권리계약과 중국숏 D-DAY,7,5,5,0.31,0.24,0.30,0.08,0.07,폐기 보고·덴마크행·에릭센 매각안은 완성되지만 서명 전이라 정보·관계와 훅이 최고다.,L70054~L70215
401,401,DCA-N34C,N34C·로보 GLP-1 권리계약과 중국숏 D-DAY,7,9,7,0.24,0.16,0.18,0.07,0.35,"10억 달러로 폐기신약 전 권리·연구자료를 받고 인슐린 로열티를 없애는 계약에 당일 서명한다. 귀국 즉시 중국 공매도 D-DAY가 시작되지만 수익은 아직 없어, 바이오 소유권 보상 뒤 행동·정보 리본이 금융전 개시로 이동한다.",L70216~L70406
402,402,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,7,7,8,0.16,0.12,0.34,0.20,0.18,"중국 금융수익 일부를 차명계좌로 수뇌부에 보내는 정치보험 처리 뒤 병원 장면으로 자리가 바뀐다. 오희건이 승계 조언을 청하며 이번 주 태우 지분 이전을 약속하지만 실제 명의이전은 없어, 노인의 부탁과 오용재의 선택이 물질 지급보다 앞선다.",L70407~L70589
403,403,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,7,8,6,0.18,0.15,0.32,0.10,0.25,"삼진 합병과 공장, 인슐린 권리를 놓고 오희건과 승계조건을 맞바꾼다. 회사와 연구자산의 숫자가 가족 후계 선택에 묶이면서 인수협상이 사람의 결단을 기다린다.",L70590~L70762
404,404,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,5,8,7,0.34,0.15,0.10,0.08,0.33,중국 지수 전략과 신약 안전성·출시 가능성을 해석하고 미래 잭팟을 계산하는 회차다,L70763~L70923
405,405,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,9,3,8,0.32,0.28,0.08,0.20,0.12,메르스 첫 환자 정보가 연구 증원과 사스 자료 인수 행동을 촉발해 정보·행동·불안이 솟는다,L70924~L71095
406,406,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,9,6,7,0.20,0.42,0.12,0.18,0.08,R&D센터를 비우고 음압실과 이동식 병실을 설치한다. 메르스 정보를 읽는 즉시 건물과 장비가 움직여 연구거점이 환자를 받을 현장으로 바뀐다.,L71096~L71268
407,407,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,8,6,7,0.27,0.23,0.20,0.08,0.22,"메르스 치료정보를 모으는 24시간 알고리즘을 먼저 돌리고, 리강을 통해 만난 제리 왕에게 공매도 중단의 대가를 묻는다. 10배로 뛴 용선료를 협상 카드로 쥔 채 구체 인하폭은 듣지 못해 정보수집과 협상 대기가 비슷한 길이로 맞물린다.",L71269~L71428
408,408,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,8,9,8,0.16,0.29,0.17,0.15,0.23,용선료 절반 인하와 이탈 금융사 처벌 뒤 메르스 임상 성공이 터져 행동과 보상이 동시에 오른다,L71429~L71612
409,409,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,8,9,7,0.21,0.29,0.18,0.12,0.20,식약처가 공개적으로 비난했던 부담을 되받아 한국 최초 메르스 치료제 긴급사용승인과 출시를 끌어낸다. FDA 방문 때 메르스·당뇨병 자료를 함께 보여 주라는 후반 지시는 국내 지급의 흥분을 연내 미국 승인이라는 새 심사로 낮춘다.,L71613~L71796
410,410,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,5,7,6,0.37,0.08,0.08,0.20,0.27,메르스 치료제는 공식 판매를 시작했고 당뇨 신약 우선심사 약속도 얻지만 미국 FDA 허가는 다음 달 전망이다. 저가정책·부정평가로 주가가 내려간 역풍과 브렉시트 준비가 함께 있어 실제 제품 지급을 살리되 승인·금융수익은 유예한다.,L71797~L71965
411,411,DCA-N36,N36·군산·새만금 투자와 사우디·신약 생산동맹,6,5,7,0.25,0.15,0.22,0.08,0.30,"서울 지지율 30퍼센트를 계산한 뒤 호남 돌파구로 군산 조선소와 새만금에 쓸 10억 달러를 떼어 놓는다. 숫자와 지역정치 설명이 길고 실제 발주 전이라, 마지막에는 장명준이 수주와 탈당을 함께 받아들일지가 사람의 선택으로 남는다.",L71966~L72141
412,412,DCA-N36,N36·군산·새만금 투자와 사우디·신약 생산동맹,7,7,7,0.12,0.27,0.24,0.18,0.19,태우 선박 5억 달러를 군산 조선소에 일시불 발주하고 시위대에 직접 사과한 뒤 최재석의 공로를 공개한다. 현장 반응으로 호남 구제 이미지는 지급되지만 새만금 5억 달러와 타기업 자금을 합쳐 20억 달러로 키우는 계획은 아직 실행 전이다.,L72142~L72298
413,413,DCA-N36,N36·군산·새만금 투자와 사우디·신약 생산동맹,8,6,5,0.27,0.30,0.15,0.13,0.15,범죄정보망과 여론전을 실제 가동하고 트럼프까지 움직이는 정보전 행동이 전면에 선다,L72299~L72490
414,414,DCA-N36,N36·군산·새만금 투자와 사우디·신약 생산동맹,8,7,7,0.26,0.14,0.30,0.16,0.14,"삼진바이오 주가 네 배·흑자와 무상 공장지원 제안, 국민경제당 지지율 1위가 앞부분의 지급이다. 빈 살만은 부왕 동의와 1월 왕세자 교체·숙청계획을 털어놓을 뿐 실행 전이며, 밤새 친구로 이야기하는 관계장면이 후반을 오래 점유한다.",L72491~L72663
415,415,DCA-N36B,N36B·중국폭락·자율주행과 ASML 지분 수확,5,6,7,0.36,0.20,0.11,0.08,0.25,중국 서킷브레이커와 자율주행 실차 데이터의 미래 효용을 설명하고 투자처를 정하는 기획 회차다,L72664~L72834
416,416,DCA-N36B,N36B·중국폭락·자율주행과 ASML 지분 수확,9,9,9,0.18,0.32,0.06,0.19,0.25,중국 장중 7퍼센트 폭락을 견디며 청산을 늦추는 금융 행동과 위험·수익 체감이 높다,L72835~L73014
417,417,DCA-N36B,N36B·중국폭락·자율주행과 ASML 지분 수확,7,8,7,0.24,0.16,0.12,0.11,0.37,400조 예상수익과 100조 재투자 규모가 새만금 갈등보다 강한 물질적 전환점으로 읽힌다,L73015~L73175
418,418,DCA-N36B,N36B·중국폭락·자율주행과 ASML 지분 수확,7,7,6,0.25,0.20,0.17,0.08,0.30,세계 매도세 청산 뒤 해운사·부산항 정책을 설계해 금융수확을 물류자산으로 옮긴다,L73176~L73359
419,419,DCA-N36B,N36B·중국폭락·자율주행과 ASML 지분 수확,4,8,6,0.14,0.11,0.33,0.12,0.30,"오용재 일가의 상속세 신용대출을 약속하고 삼진의 ASML 지분 3퍼센트 매매 합의를 얻은 뒤, 미국·대만 매도물량 추가 매집까지 지시한다. 지분 이전은 실무계약 전이고 마지막 연락은 최재석과 해운업 문제를 논의할 다음 날 약속만 연다.",L73360~L73524
420,420,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,7,7,7,0.20,0.17,0.24,0.08,0.31,"최재석과 새만금 화학단지 안전, 부산 신항, 해운 빅딜을 총선 정책으로 묶고 수도권·광역시 PF 30조 원 모집안을 펼친다. 금융타워가 참여하지 않으면 태우가 대겠다는 결심은 선명하지만 50조 원 실투자는 없어, 회차의 재미는 자금판을 조립하는 데 있다.",L73525~L73689
421,421,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,5,6,7,0.27,0.18,0.14,0.08,0.33,PF 미끼 구조와 해운빅딜 시점을 설명하며 검색 1위 정책을 기업동맹 자산으로 바꾼다,L73690~L73855
422,422,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,8,7,9,0.23,0.15,0.11,0.22,0.29,정부 압박 속 유고빈 이익이 커지고 총선 출구조사를 기다려 보상과 선거 긴장이 함께 높다,L73856~L74020
423,423,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,8,9,7,0.13,0.11,0.22,0.22,0.32,151석 승리 뒤 장명준의 보은과 현재가 지분 협상으로 표가 권력·자산이 되는 지급 회차다,L74021~L74192
424,424,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,9,7,8,0.18,0.35,0.12,0.22,0.13,세무조사 압박에 맞서 범서북파 자료를 언론에 공개한다. 방어 설명보다 증거를 먼저 터뜨려 청와대의 공격을 대중 앞 역공으로 돌린다.,L74193~L74368
425,425,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,9,5,8,0.26,0.15,0.19,0.27,0.13,정권 불법과 지지율을 따져 자진 하야를 압박하는 계산 속 최재석의 결단 긴장이 커진다,L74369~L74533
426,426,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,10,10,10,0.11,0.24,0.17,0.27,0.21,"최재석과 김민재의 하야 압박, 6월 23일 브렉시트 포지션 점검이 교차하다 마지막 TV 담화에서 대통령이 모든 책임을 지고 물러나겠다고 공개 선언한다. 퇴임 절차 전이지만 국가 최고권력의 자진 사퇴 약속이 생중계로 고정되어 세 점수가 함께 드문 절정에 오른다.",L74534~L74703
427,427,DCA-N37,N37·700조 반도체도시와 해운 빅딜,8,8,6,0.23,0.13,0.27,0.10,0.27,"정부가 인허가·기반공사를 맡고 태우가 투자·기업 유치를 책임지는 역할표를 최재석에게 건넨다. 기업인의 구상이 대선 성장서사로 승격되는 관계·지위 보상 뒤, 토지와 고용을 실제 공약 영수증으로 바꾸는 일이 짧게 열린다.",L74704~L74857
428,428,DCA-N37,N37·700조 반도체도시와 해운 빅딜,5,7,7,0.22,0.23,0.14,0.13,0.28,토지 10조 원과 평생 일자리 계획을 부지·채용안으로 내려보낸다. 선거구호에 머물던 개발 약속이 실제 땅과 사람의 배치로 바뀐다.,L74858~L75029
429,429,DCA-N37,N37·700조 반도체도시와 해운 빅딜,8,5,7,0.24,0.12,0.29,0.08,0.27,8조 부채와 손실분담 계산을 놓고 채권단·오너가를 압박하는 숫자 중심 관계 협상이다,L75030~L75208
430,430,DCA-N37,N37·700조 반도체도시와 해운 빅딜,7,9,7,0.15,0.15,0.24,0.11,0.35,"현재해운 부채 20퍼센트인 1조6천억 원 탕감, 매각계약 날인, 잔여부채 일시상환과 현진·현재해운의 태우상사 편입이 한 회차에서 닫힌다. 해운 소유권 결산 뒤 대한타이어 회장의 면담요청이 짧은 다음 훅으로 붙는다.",L75209~L75383
431,431,DCA-N37B,N37B·사우디 왕위·총선·브렉시트 세 권력교체,9,7,8,0.18,0.28,0.25,0.16,0.13,대한타이어 승계를 지원하는 국내 협상과 사우디 왕족 체포 소식이 번갈아 온다. 한쪽에서는 후계자를 세우고 다른 쪽에서는 왕실 반대파가 제거돼 두 동맹의 안전판이 동시에 움직인다.,L75384~L75552
432,432,DCA-N37B,N37B·사우디 왕위·총선·브렉시트 세 권력교체,8,8,7,0.17,0.18,0.24,0.16,0.25,왕족 은닉재산 회수와 빈 살만의 권력 공인이 정보 지원을 신뢰와 자산으로 환산한다,L75553~L75753
433,433,DCA-N37B,N37B·사우디 왕위·총선·브렉시트 세 권력교체,8,9,8,0.15,0.12,0.20,0.23,0.30,최재석 정부 출범의 감정적 승리와 유전자 가위 특허 선점이 지위 보상 뒤 새 판을 연다,L75754~L75944
434,434,DCA-N37B,N37B·사우디 왕위·총선·브렉시트 세 권력교체,8,7,9,0.27,0.15,0.18,0.13,0.27,특허분쟁·노보 맞소송을 설계하는 동안 브렉시트 결과가 나와 정보와 금융 보상이 균형을 이룬다,L75945~L76117
435,435,DCA-N37B,N37B·사우디 왕위·총선·브렉시트 세 권력교체,7,9,5,0.14,0.14,0.25,0.19,0.28,"브렉시트 통과와 빈 살만의 왕세자 등극·500명 이상 숙청·1천억 달러 초과 자산회수가 실제 권력 영수증이다. 파운드 공략 최종수익은 남지만, 옛 친구가 국가권력자로 돌아온 장면이 정치·관계·물질 보상을 동시에 끌어올린다.",L76118~L76286
436,436,DCA-N38,N38·용선료·2M·로보소송과 반도체도시 기반,8,6,7,0.16,0.28,0.26,0.12,0.18,60만 TEU 자가선복을 공개해 선주 20명의 공동전선을 깨는 대면 협상 행동이 강하다,L76287~L76460
437,437,DCA-N38,N38·용선료·2M·로보소송과 반도체도시 기반,8,7,6,0.24,0.20,0.23,0.08,0.25,용선료 계약을 끝낸 직후 2M 배제 구조를 알아내 원가 보상과 새 동맹 문제가 교차한다,L76461~L76628
438,438,DCA-N38,N38·용선료·2M·로보소송과 반도체도시 기반,9,6,7,0.20,0.31,0.15,0.14,0.20,노보 AI 절도 증거로 맞소송을 제기하고 2M 가입도 병행해 양면 반격 행동이 솟는다,L76629~L76807
439,439,DCA-N38,N38·용선료·2M·로보소송과 반도체도시 기반,8,7,7,0.17,0.16,0.35,0.14,0.18,러스의 지분요구를 밀어내고 양측 소송 동시취하를 받아낸다. 누가 먼저 물러서느냐는 힘겨루기가 법적 전선을 닫는 상호양보로 바뀐다.,L76808~L76961
440,440,DCA-N38,N38·용선료·2M·로보소송과 반도체도시 기반,7,7,7,0.32,0.18,0.15,0.08,0.27,"로보와 무조건 소송취하로 유고빈 권리를 지키고 태우해운 약 280만 TEU·세계 4위를 확인한다. 뒤이어 이영한의 1구역 7천억 원 차익, 2·3구역 10조 원 이상 투자와 착공 2년 단축이 숫자로 쌓여 법정승리보다 도시·물류자산에 오래 머문다.",L76962~L77140
441,441,DCA-N38B,N38B·렌터카 실증·바이오 인재와 중국 산업스파이,4,6,6,0.26,0.16,0.34,0.12,0.12,버클리와 브로드 연구진에게 시설을 직접 보여 주고 질문을 받아 준다. 연봉표보다 실험실과 장비를 함께 보는 시간이 길어 낯선 연구자들의 호기심이 신뢰로 바뀐다.,L77141~L77310
442,442,DCA-N38B,N38B·렌터카 실증·바이오 인재와 중국 산업스파이,6,7,8,0.20,0.12,0.40,0.12,0.16,연봉·무제한 연구비·공동특허 조건을 내밀어 원수처럼 맞서던 두 연구팀을 한 표에 앉힌다. 개인 감정을 누를 만큼 구체적인 연구환경이 제시되며 합의가 성립한다.,L77311~L77484
443,443,DCA-N38B,N38B·렌터카 실증·바이오 인재와 중국 산업스파이,4,7,7,0.17,0.13,0.40,0.19,0.11,"최정예 변호인단과 최고 수준 보수·연구비를 한꺼번에 내걸어 김진우와 핵심 연구진의 이탈을 막는다. 팀 보존과 합류는 그 자리에서 지급되지만 누명 해소 판결은 없고, 끝은 사드 불매와 미중 갈등을 버틸 자본 규모로 시야를 넓힌다.",L77485~L77653
444,444,DCA-N38B,N38B·렌터카 실증·바이오 인재와 중국 산업스파이,9,9,8,0.16,0.17,0.19,0.25,0.23,예측을 거슬러 트럼프가 당선되고 먼저 전화하는 선거 긴장·환희·권력 보상이 봉우리다,L77654~L77841
445,445,DCA-N38B,N38B·렌터카 실증·바이오 인재와 중국 산업스파이,9,6,8,0.24,0.23,0.13,0.16,0.24,"미국 해운투자 약속을 공식화하고 중국 측 반도체 기술매각 요구를 거절한 뒤, 천민정의 무단접속 기록을 200명 이중소속 명단과 대조한다. 한 산업스파이 후보를 좁힌 것이 지급이며 이름·계좌·접촉선과 실제 유출증거는 다음 화부터 확인한다.",L77842~L78035
446,446,DCA-N38B,N38B·렌터카 실증·바이오 인재와 중국 산업스파이,8,6,7,0.28,0.30,0.10,0.12,0.20,"정영근의 50억 원 넘는 빚·불법도박·할머니 계좌 6억 원과 좀비폰 문서가 스파이의 얼굴을 구체화한다. 조작정보·악성코드는 지시일 뿐 아직 보내지 않았고, 연말 태우상사 적자와 트럼프 취임이 다음 해운규제전으로 이어진다.",L78036~L78215
447,447,DCA-N38C,N38C·트럼프 해운규제와 선박·북해자산 확보,8,8,7,0.17,0.26,0.29,0.10,0.18,취임한 트럼프에게 미국 고용 논리로 카르텔 조사를 받아내는 정치관계와 실행이 강하다,L78216~L78400
448,448,DCA-N38C,N38C·트럼프 해운규제와 선박·북해자산 확보,7,5,6,0.20,0.18,0.28,0.08,0.26,머스크에 미국 투자 대신 선박·북해 유전을 요구하는 자산 중심 대면 협상이다,L78401~L78568
449,449,DCA-N38C,N38C·트럼프 해운규제와 선박·북해자산 확보,7,8,7,0.14,0.19,0.24,0.10,0.33,70억 달러 투자와 선박·북해 유전·해운동맹 조건이 계약으로 굳어진다. 협상에서 오간 숫자가 실제 자산과 운송권으로 묶여 북유럽 진입의 영수증이 된다.,L78569~L78738
450,450,DCA-N38C,N38C·트럼프 해운규제와 선박·북해자산 확보,3,8,7,0.15,0.06,0.37,0.34,0.08,"완공된 애플 신사옥에서 스티브가 경영복귀와 장기동맹을 확인하고, 태우 주도 미국 해운동맹도 이미 성립한 사실이 나온다. 알트코인은 매집·최소 다섯 배 계획으로만 열려 있어 관계·조직 지급 뒤 금융위험을 훅으로 둔다.",L78739~L78912
451,451,DCA-N39,N39·이더리온·무인공장과 말레이시아 생존 변수,4,7,6,0.28,0.20,0.08,0.05,0.39,8달러 이더리온과 택시 면허를 선점해 시장 지배와 미래 자산의 물질적 기대가 크게 남는다,L78913~L79090
452,452,DCA-N39,N39·이더리온·무인공장과 말레이시아 생존 변수,8,6,7,0.31,0.27,0.10,0.12,0.20,"리사가 요구한 기존 공장 열 배 비용을 승인하고 웨이와 경쟁시키는 팹 투자 판단이 회차의 큰 덩어리다. 소형 코인거래소에 보안을 제공한 뒤 북한의 반복 공격을 더는 두고 보지 않겠다는 결심으로 닫아, 반도체 설계가 사이버 응징으로 급히 전환된다.",L79091~L79276
453,453,DCA-N39,N39·이더리온·무인공장과 말레이시아 생존 변수,9,4,9,0.28,0.22,0.16,0.23,0.11,"북한 장남 암살정보를 강 대위에게 넘기고 말레이시아 현장팀·독살 대응 해독제·의료진을 준비시킨다. 이 화는 생존카드를 남길 목적과 구조 준비를 소유하며, 독극물 종류와 공항에서 벌어질 구체 수법은 아직 독자에게 공개되지 않는다.",L79277~L79459
454,454,DCA-N39,N39·이더리온·무인공장과 말레이시아 생존 변수,10,9,8,0.12,0.48,0.08,0.27,0.05,공항 공격 직후 아트로핀 투여와 의료캠프 처치·철수가 이어지는 물리적 구조 봉우리다,L79460~L79656
455,455,DCA-N39,N39·이더리온·무인공장과 말레이시아 생존 변수,7,8,7,0.24,0.24,0.16,0.18,0.18,"장남 구출 뒤 칭화 부패자료 1천억 원 이상을 중국 언론·SNS에 실제 흘린다. 1초 AI 통역과 레벨3 고속도로 무오류 시험까지 성공해 정치공작과 기술검증이 번갈아 지급되고, 마지막 빈 살만 방한예고가 사우디 관계선을 연다.",L79657~L79845
456,456,DCA-N40,N40·빈 살만·국민연금과 게임·통신망 증명,6,8,6,0.18,0.12,0.37,0.11,0.22,"빈 살만이 2천억 달러 펀드의 절반을 맡기려 하자 김민재는 운용책임을 거절하고 차기 사업 공동투자와 MC소프트를 권한다. 몇 시간 뒤 빈 살만이 MC소프트 지분 10억 달러 계약을 끝내, 왕실 신뢰가 말이 아니라 즉석 투자로 확인된다.",L79846~L80027
457,457,DCA-N40,N40·빈 살만·국민연금과 게임·통신망 증명,7,6,6,0.25,0.10,0.27,0.10,0.28,사우디 입주와 국민연금 외부운용 규모를 논의해 국가·왕실 신뢰와 거대 자금이 균형을 이룬다,L80028~L80200
458,458,DCA-N40,N40·빈 살만·국민연금과 게임·통신망 증명,4,6,6,0.32,0.11,0.12,0.08,0.37,배틀 아레나와 알래스카 유전을 첫 운용 카드로 비교해 저점자산 판단에 독자가 머문다,L80201~L80369
459,459,DCA-N40,N40·빈 살만·국민연금과 게임·통신망 증명,4,9,7,0.18,0.14,0.10,0.10,0.48,"배틀 아레나 출시 반응과 국민연금 수익을 투명하게 공개한 뒤 MCA 레코드와 공연장 부지를 논의한다. 라스베이거스 계획의 두 배인 6조 원 구형 공연장을 꺼내는 순간, 지급된 게임 수익이 아직 규제를 풀어야 할 장기 실물사업으로 커진다.",L80370~L80531
460,460,DCA-N40,N40·빈 살만·국민연금과 게임·통신망 증명,6,7,7,0.22,0.18,0.25,0.08,0.27,"샤를로트의 진동우에게 승계 해법을 조언하는 대화와 미국 IT기업 망사용료를 절반으로 계약하라는 지시가 이어진다. 실제 반값 계약은 아직 없으며, 국부·연금 자본의 다음 전장이 통신 인프라와 재벌 승계라는 선언이 두 사건을 느슨하게 잇는다.",L80532~L80714
461,461,DCA-N40,N40·빈 살만·국민연금과 게임·통신망 증명,7,7,7,0.22,0.19,0.31,0.08,0.20,"망사용료 여론전을 버틴 뒤 손정우에게 엔비디아 지분 담보 35억 달러 무이자 대출과 기존 일본-미국 해저케이블 지분 매매를 맞바꾼다. 귀국 즉시 한국-미국 직통선을 준비시키지만 구글·아마존·페이스북 공동투자는 계약 전이라, 손에 든 담보권과 앞으로 깔 선로가 분리된다.",L80715~L80890
