sequence,visible_label,source_lines,note_status,score_status,ribbon_status,boundary_status,next_source_lines,before_note,after_note,retained_scores,retained_ribbon,source_readback,boundary_readback
398,398,L69725~L69890,EDIT,PASS,PASS,PASS,L69891~L70053,"카노스가 2주 만에 헤지펀드들을 파산시키자 태우 300억 달러·금융타워 총 600억 달러를 중국에 배치하고, 한정훈의 부회장 교육·다음 달 이취임식과 태우건설의 부동산 회복을 점검한다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 공매도 연합 파산과 카노스의 집행력, 태우건설의 도급 1위·토지 가치 상승을 얻고 한정훈의 부회장 취임 일정을 확정한다.","카노스가 약속한 2주 안에 헤지펀드들을 파산시킨 결과를 확인하고 태우 300억 달러·금융타워 총 600억 달러를 중국에 배치한다. 태우건설의 도급 1위와 토지 반등을 짚은 뒤 다음 달 이취임식 날짜를 잡아, 시장 승리를 한정훈의 지위 이전으로 넘긴다.",T6/R8/H8,0.23/0.21/0.34/0.11/0.11,"카노스가 2주 만에 헤지펀드들을 파산시키자 태우 300억 달러·금융타워 총 600억 달러를 중국에 배치하고, 한정훈의 부회장 교육·다음 달 이취임식과 태우건설의 부동산 회복을 점검한다; 지급=공매도 연합 파산과 카노스의 집행력, 태우건설의 도급 1위·토지 가치 상승을 얻고 한정훈의 부회장 취임 일정을 확정한다; 마지막=성대한 이취임식을 실제로 열어 한정훈을 부회장으로 세우고 청와대 만찬에 보낼 수 있는가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
402,402,L70407~L70589,EDIT,PASS,PASS,PASS,L70590~L70762,"금융사 이익 일부를 차명계좌로 중국 수뇌부에 보내고 병원에서 오희건의 후계 부탁을 듣는다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 중국 수익 일부를 차명계좌로 보내 정치보험을 유지하고, 오희건으로부터 승계 조언 대가인 태우 지분을 이번 주 안에 넘기겠다는 약속을 얻는다. 실제 지분 이전은 아직 전이다.","중국 금융수익 일부를 차명계좌로 수뇌부에 보내는 정치보험 처리 뒤 병원 장면으로 자리가 바뀐다. 오희건이 승계 조언을 청하며 이번 주 태우 지분 이전을 약속하지만 실제 명의이전은 없어, 노인의 부탁과 오용재의 선택이 물질 지급보다 앞선다.",T7/R7/H8,0.16/0.12/0.34/0.20/0.18,"금융사 이익 일부를 차명계좌로 중국 수뇌부에 보내고 병원에서 오희건의 후계 부탁을 듣는다; 지급=중국 수익 일부를 차명계좌로 보내 정치보험을 유지하고, 오희건으로부터 승계 조언 대가인 태우 지분을 이번 주 안에 넘기겠다는 약속을 얻는다. 실제 지분 이전은 아직 전이다; 마지막=오용재가 승계 해법을 받아들일지, 오희건이 이번 주 실제로 태우 지분을 이전할지가 남는다",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
407,407,L71269~L71428,EDIT,PASS,PASS,PASS,L71429~L71612,"24시간 알고리즘을 가동하고 중국 리강을 통해 제리 왕을 만나 공매도 중단 대가를 기다린다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 메르스 치료정보 수집망을 가동하고, 제리 왕과 용선료를 카드로 한 협상 주도권을 잡는다. 용선료 인하는 아직 제안·합의 전이다.","메르스 치료정보를 모으는 24시간 알고리즘을 먼저 돌리고, 리강을 통해 만난 제리 왕에게 공매도 중단의 대가를 묻는다. 10배로 뛴 용선료를 협상 카드로 쥔 채 구체 인하폭은 듣지 못해 정보수집과 협상 대기가 비슷한 길이로 맞물린다.",T8/R6/H7,0.27/0.23/0.20/0.08/0.22,"24시간 알고리즘을 가동하고 중국 리강을 통해 제리 왕을 만나 공매도 중단 대가를 기다린다; 지급=메르스 치료정보 수집망을 가동하고, 제리 왕과 용선료를 카드로 한 협상 주도권을 잡는다. 용선료 인하는 아직 제안·합의 전이다; 마지막=제리 왕이 10배 용선료를 얼마나 낮출지 남는다",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
409,409,L71613~L71796,EDIT,PASS,PASS,PASS,L71797~L71965,"식약처의 비난 부담을 이용해 한국 최초 메르스 치료제 긴급사용승인을 받고, FDA가 센트리언을 방문하면 메르스·당뇨병 치료제를 함께 보여 주라고 지시한다. 독자는 현장 실행에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 한국 최초 메르스 치료제 긴급사용승인·출시와 FDA 현장방문 계획을 얻는다. 당뇨병 치료제의 연내 FDA 승인은 목표로 남는다.",식약처가 공개적으로 비난했던 부담을 되받아 한국 최초 메르스 치료제 긴급사용승인과 출시를 끌어낸다. FDA 방문 때 메르스·당뇨병 자료를 함께 보여 주라는 후반 지시는 국내 지급의 흥분을 연내 미국 승인이라는 새 심사로 낮춘다.,T8/R9/H7,0.21/0.29/0.18/0.12/0.20,"식약처의 비난 부담을 이용해 한국 최초 메르스 치료제 긴급사용승인을 받고, FDA가 센트리언을 방문하면 메르스·당뇨병 치료제를 함께 보여 주라고 지시한다; 지급=한국 최초 메르스 치료제 긴급사용승인·출시와 FDA 현장방문 계획을 얻는다. 당뇨병 치료제의 연내 FDA 승인은 목표로 남는다; 마지막=FDA 현장실사에서 메르스 치료제와 당뇨병 치료제 자료를 직접 보여 주면 연내 승인을 앞당길 수 있는가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
411,411,L71966~L72141,EDIT,PASS,PASS,PASS,L72142~L72298,서울 지지율 30퍼센트를 계산하고 호남 공략을 위해 군산 조선소와 새만금에 쓸 10억 달러를 별도 자금으로 빼 두라고 지시한다. 독자는 돈·지분·직책의 지급에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 국민경제당의 지역당 한계를 넘을 군산·새만금 산업투자 예산 10억 달러를 확보한다. 실제 발주·투자는 아직 전이다.,"서울 지지율 30퍼센트를 계산한 뒤 호남 돌파구로 군산 조선소와 새만금에 쓸 10억 달러를 떼어 놓는다. 숫자와 지역정치 설명이 길고 실제 발주 전이라, 마지막에는 장명준이 수주와 탈당을 함께 받아들일지가 사람의 선택으로 남는다.",T6/R5/H7,0.25/0.15/0.22/0.08/0.30,서울 지지율 30퍼센트를 계산하고 호남 공략을 위해 군산 조선소와 새만금에 쓸 10억 달러를 별도 자금으로 빼 두라고 지시한다; 지급=국민경제당의 지역당 한계를 넘을 군산·새만금 산업투자 예산 10억 달러를 확보한다. 실제 발주·투자는 아직 전이다; 마지막=장명준이 군산 수주와 탈당을 받아들일지 남는다,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
412,412,L72142~L72298,EDIT,PASS,PASS,PASS,L72299~L72490,태우 선박 5억 달러를 군산 조선소에 일시불 발주하고 시위대에 사과한 뒤 최재석의 공로를 공개한다. 남은 5억 달러는 새만금 몫으로 두고 다른 기업을 끌어들여 총 20억 달러 이상을 만들 계획을 세운다. 독자는 현장 실행에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 국민경제당이 호남 산업구제 세력으로 재평가된다.,태우 선박 5억 달러를 군산 조선소에 일시불 발주하고 시위대에 직접 사과한 뒤 최재석의 공로를 공개한다. 현장 반응으로 호남 구제 이미지는 지급되지만 새만금 5억 달러와 타기업 자금을 합쳐 20억 달러로 키우는 계획은 아직 실행 전이다.,T7/R7/H7,0.12/0.27/0.24/0.18/0.19,태우 선박 5억 달러를 군산 조선소에 일시불 발주하고 시위대에 사과한 뒤 최재석의 공로를 공개한다. 남은 5억 달러는 새만금 몫으로 두고 다른 기업을 끌어들여 총 20억 달러 이상을 만들 계획을 세운다; 지급=국민경제당이 호남 산업구제 세력으로 재평가된다; 마지막=아직 집행 전인 새만금 5억 달러와 타기업 유치 계획을 실제 20억 달러 이상 투자로 만들 수 있는가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
419,419,L73360~L73524,EDIT,PASS,PASS,PASS,L73525~L73689,"오용재 일가의 상속세 신용대출을 약속하고 삼진이 가진 ASML 지분 3퍼센트를 현재가에 넘기는 매매에 합의한 뒤, 미국·대만 매도물량도 사들이라고 지시한다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 삼진 승계를 결산하고 ASML 지분 3퍼센트 매매 합의와 추가 매집 지시를 얻는다. 지분 이전·장비 우선권은 실무계약 이후다.","오용재 일가의 상속세 신용대출을 약속하고 삼진의 ASML 지분 3퍼센트 매매 합의를 얻은 뒤, 미국·대만 매도물량 추가 매집까지 지시한다. 지분 이전은 실무계약 전이고 마지막 연락은 최재석과 해운업 문제를 논의할 다음 날 약속만 연다.",T4/R8/H6,0.14/0.11/0.33/0.12/0.30,"오용재 일가의 상속세 신용대출을 약속하고 삼진이 가진 ASML 지분 3퍼센트를 현재가에 넘기는 매매에 합의한 뒤, 미국·대만 매도물량도 사들이라고 지시한다; 지급=삼진 승계를 결산하고 ASML 지분 3퍼센트 매매 합의와 추가 매집 지시를 얻는다. 지분 이전·장비 우선권은 실무계약 이후다; 마지막=최재석이 생각을 정리한 해운업 문제를 다음 날 어떤 조건으로 풀지 남는다",현재 화 마지막 연락은 해운업 문제; PF는 다음 화에서 처음 구체화
420,420,L73525~L73689,EDIT,PASS,PASS,PASS,L73690~L73855,"최재석과 새만금 화학단지 안전·해운 빅딜 방향을 합의하고, 수도권·광역시 부동산 PF 30조 원을 금융타워에 권유하되 참여가 없으면 태우 자금으로 하겠다고 정한다. 독자는 돈·지분·직책의 지급에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 새만금·부산 신항·부동산 PF를 묶은 총선 정책과 30조 원 모집 경로를 설계한다. 50조 원 실제 투자나 과반 의석은 아직 지급 전이다.","최재석과 새만금 화학단지 안전, 부산 신항, 해운 빅딜을 총선 정책으로 묶고 수도권·광역시 PF 30조 원 모집안을 펼친다. 금융타워가 참여하지 않으면 태우가 대겠다는 결심은 선명하지만 50조 원 실투자는 없어, 회차의 재미는 자금판을 조립하는 데 있다.",T7/R7/H7,0.20/0.17/0.24/0.08/0.31,"최재석과 새만금 화학단지 안전·해운 빅딜 방향을 합의하고, 수도권·광역시 부동산 PF 30조 원을 금융타워에 권유하되 참여가 없으면 태우 자금으로 하겠다고 정한다; 지급=새만금·부산 신항·부동산 PF를 묶은 총선 정책과 30조 원 모집 경로를 설계한다. 50조 원 실제 투자나 과반 의석은 아직 지급 전이다; 마지막=금융타워 권유만으로 PF 30조 원을 실제 채우고, 새만금·부산 신항과 합친 50조 원 계획을 집행할 수 있는가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
427,427,L74704~L74857,EDIT,PASS,PASS,PASS,L74858~L75029,정부는 인허가와 기반공사를 맡고 태우가 투자·기업 유치를 담당하는 구도를 최재석에게 제안한다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 김민재의 기업 구상이 국가 대선의 핵심 성장서사로 승격된다.,"정부가 인허가·기반공사를 맡고 태우가 투자·기업 유치를 책임지는 역할표를 최재석에게 건넨다. 기업인의 구상이 대선 성장서사로 승격되는 관계·지위 보상 뒤, 토지와 고용을 실제 공약 영수증으로 바꾸는 일이 짧게 열린다.",T8/R8/H6,0.23/0.13/0.27/0.10/0.27,정부는 인허가와 기반공사를 맡고 태우가 투자·기업 유치를 담당하는 구도를 최재석에게 제안한다; 지급=김민재의 기업 구상이 국가 대선의 핵심 성장서사로 승격된다; 마지막=공약을 뒷받침할 토지·자금·고용 실물을 준비한다,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
440,440,L76962~L77140,EDIT_MANAGER_REDTEAM_STAGE,EDIT_MANAGER_REDTEAM_STAGE,PASS,PASS,L77141~L77310,태우해운의 전체 선복량이 약 280만 TEU·세계 4위임을 확인하고 50억 달러를 미국 해운·항만에 쓰는 독자 동맹안을 데이비드에게 맡긴다. 유전자 가위 연구진의 센트리언 방문을 재촉한 뒤 명동과 반도체 도시 토지·인력 확보를 점검한다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 태우해운의 세계 4위 규모와 반도체 도시 1구역의 선매입·7천억 원 차익·빠른 착공 기반을 확인한다. 미국 주도 해운동맹과 연구진 영입은 아직 진행 중이다.,"로보와 무조건 소송취하로 유고빈 권리를 지키고 태우해운 약 280만 TEU·세계 4위를 확인한다. 뒤이어 이영한의 1구역 7천억 원 차익, 2·3구역 10조 원 이상 투자와 착공 2년 단축이 숫자로 쌓여 법정승리보다 도시·물류자산에 오래 머문다.",7/7/7,0.32/0.18/0.15/0.08/0.27,"로보와 조건 없는 상호소송 취하에 합의해 유고빈 권리를 확정한다. 태우해운 선복량 약 280만 TEU·세계 4위를 확인하고 미국 주도 해운동맹은 추진을 맡긴다. 이영한은 반도체도시 1구역을 4조 원에 매입해 7천억 원 차익을 냈고 2·3구역에 10조 원 이상을 투입해 착공을 최소 2년 앞당긴다. | 지급: 로보와의 무조건 상호소송 취하·유고빈 권리확정, 태우해운 약 280만 TEU·세계 4위, 반도체도시 1구역 7천억 원 차익과 2·3구역 10조 원 이상 투자·착공 2년 단축이 지급된다. 미국 해운동맹은 아직 추진 중이다.",현재 화 L76962~L77140 안의 표면만 사용
443,443,L77485~L77653,EDIT,PASS,PASS,PASS,L77654~L77841,최정예 변호인단과 최고 수준 보수·연구비를 약속하고 핵심 연구진이 빠져나가지 못하도록 일괄 영입한다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 김진우와 핵심 연구진이 태우의 법률 방어·최고 보수·연구비 약속을 받아들이고 팀 보존·합류를 결정한다. 누명 해소 판결은 아직 전이다.,"최정예 변호인단과 최고 수준 보수·연구비를 한꺼번에 내걸어 김진우와 핵심 연구진의 이탈을 막는다. 팀 보존과 합류는 그 자리에서 지급되지만 누명 해소 판결은 없고, 끝은 사드 불매와 미중 갈등을 버틸 자본 규모로 시야를 넓힌다.",T4/R7/H7,0.17/0.13/0.40/0.19/0.11,최정예 변호인단과 최고 수준 보수·연구비를 약속하고 핵심 연구진이 빠져나가지 못하도록 일괄 영입한다; 지급=김진우와 핵심 연구진이 태우의 법률 방어·최고 보수·연구비 약속을 받아들이고 팀 보존·합류를 결정한다. 누명 해소 판결은 아직 전이다; 마지막=사드 불매와 곧 닥칠 미중 갈등에서 국가와 동등하게 협상하려면 얼마나 더 큰 자본 카드를 쥐어야 하는가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
452,452,L79091~L79276,EDIT,PASS,PASS,PASS,L79277~L79459,리사가 제안한 기존 공장의 열 배 비용을 승인하고 웨이와 경쟁시키며 북한 해커가 노리는 소형 코인거래소에는 보안을 제공한다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 자동화 팹에 기존 공장의 열 배 비용을 쓰고 리사·웨이 체제를 경쟁시키는 승인을 얻는다. 범용 반도체 원가우위와 독점은 미래 성과다.,"리사가 요구한 기존 공장 열 배 비용을 승인하고 웨이와 경쟁시키는 팹 투자 판단이 회차의 큰 덩어리다. 소형 코인거래소에 보안을 제공한 뒤 북한의 반복 공격을 더는 두고 보지 않겠다는 결심으로 닫아, 반도체 설계가 사이버 응징으로 급히 전환된다.",T8/R6/H7,0.31/0.27/0.10/0.12/0.20,리사가 제안한 기존 공장의 열 배 비용을 승인하고 웨이와 경쟁시키며 북한 해커가 노리는 소형 코인거래소에는 보안을 제공한다; 지급=자동화 팹에 기존 공장의 열 배 비용을 쓰고 리사·웨이 체제를 경쟁시키는 승인을 얻는다. 범용 반도체 원가우위와 독점은 미래 성과다; 마지막=북한이 중소 거래소까지 계속 건드리면 김민재도 가만히 당하지 않겠다고 결심한다,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
460,460,L80532~L80714,EDIT,PASS,PASS,PASS,L80715~L80890,샤를로트의 진동우에게 승계 조언을 주고 미국 IT기업의 망사용료를 태우통신이 절반에 계약하도록 지시한다. 독자는 돈·지분·직책의 지급에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 국부·연금 자본의 장이 통신 인프라와 재벌 승계라는 다음 권력전으로 이동한다.,"샤를로트의 진동우에게 승계 해법을 조언하는 대화와 미국 IT기업 망사용료를 절반으로 계약하라는 지시가 이어진다. 실제 반값 계약은 아직 없으며, 국부·연금 자본의 다음 전장이 통신 인프라와 재벌 승계라는 선언이 두 사건을 느슨하게 잇는다.",T6/R7/H7,0.22/0.18/0.25/0.08/0.27,샤를로트의 진동우에게 승계 조언을 주고 미국 IT기업의 망사용료를 태우통신이 절반에 계약하도록 지시한다; 지급=국부·연금 자본의 장이 통신 인프라와 재벌 승계라는 다음 권력전으로 이동한다; 마지막=태우통신이 미국 IT 기업과 반값 망사용료 계약을 실제 체결한 뒤 다른 통신사·정치권·여론은 어떻게 반응할 것인가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
461,461,L80715~L80890,EDIT,PASS,PASS,PASS,L80891~L81043,망사용료 분쟁을 여론전으로 버티고 손정우에게 엔비디아 지분 담보 35억 달러 무이자 대출과 기존 일본-미국 해저케이블 지분 매매를 제안해 협상 합의를 얻는다. 귀국 뒤 한국-미국 직통 케이블 준비를 지시한다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 쇼프트뱅크의 기존 해저케이블 지분 매매 합의와 엔비디아 지분 담보권을 얻는다. 새 직통 케이블 공동투자 계약은 아직 전이다.,"망사용료 여론전을 버틴 뒤 손정우에게 엔비디아 지분 담보 35억 달러 무이자 대출과 기존 일본-미국 해저케이블 지분 매매를 맞바꾼다. 귀국 즉시 한국-미국 직통선을 준비시키지만 구글·아마존·페이스북 공동투자는 계약 전이라, 손에 든 담보권과 앞으로 깔 선로가 분리된다.",T7/R7/H7,0.22/0.19/0.31/0.08/0.20,망사용료 분쟁을 여론전으로 버티고 손정우에게 엔비디아 지분 담보 35억 달러 무이자 대출과 기존 일본-미국 해저케이블 지분 매매를 제안해 협상 합의를 얻는다. 귀국 뒤 한국-미국 직통 케이블 준비를 지시한다; 지급=쇼프트뱅크의 기존 해저케이블 지분 매매 합의와 엔비디아 지분 담보권을 얻는다. 새 직통 케이블 공동투자 계약은 아직 전이다; 마지막=구글·아마존·페이스북과 한국-미국 직통 해저케이블 공동투자를 실제 계약·착공으로 만들 수 있는가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
467,467,L81720~L81885,EDIT,PASS,PASS,PASS,L81886~L82070,"호남 인재 가산점과 1만 명 고용을 약속하고 중국 내연기관 공장 철수·러시아 재침공 가능성을 설명한 뒤, IIT 대학원생 여섯 명의 AI 사무프로그램에 장학금·특허 매입·태우 취업 조건을 지시한다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 중러 공장 철수의 정치적 방패와 AI 사무프로그램·인재 보상 지시를 얻는다. 새만금 1만 명 채용과 특허권 확보는 실행 전이다.",호남 인재 가산점·1만 명 고용과 중국 내연기관 공장 철수의 정치 방패를 먼저 최재석과 맞춘다. IIT 대학원생 여섯 명의 AI 사무프로그램에 장학금·특허 매입·태우 취업을 지시하는 후반은 실제 채용과 특허 이전 전이라 인재 발견의 기대를 길게 남긴다.,T7/R6/H7,0.28/0.15/0.20/0.11/0.26,"호남 인재 가산점과 1만 명 고용을 약속하고 중국 내연기관 공장 철수·러시아 재침공 가능성을 설명한 뒤, IIT 대학원생 여섯 명의 AI 사무프로그램에 장학금·특허 매입·태우 취업 조건을 지시한다; 지급=중러 공장 철수의 정치적 방패와 AI 사무프로그램·인재 보상 지시를 얻는다. 새만금 1만 명 채용과 특허권 확보는 실행 전이다; 마지막=장학금·태우 취업 조건을 받은 여섯 대학원생과 AI 사무프로그램을 실제 특허·제품으로 묶을 수 있는가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
469,469,L82071~L82248,EDIT,PASS,PASS,PASS,L82249~L82431,한 부회장이 단독협상처럼 보이게 뜸을 들이고 일본업체들의 유럽진출 욕망을 자극해 공장 전체를 묶어 제시한다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 도요타가 러시아 공장 묶음 가격을 합리적이라고 평가하고 일본 기업연합을 꾸릴 시간을 요청한다. 매각 계약·대금은 아직 전이다.,"한 부회장은 단독협상처럼 보이도록 답을 늦추고 일본 업체들의 유럽 진출 욕망을 자극해 러시아 공장 묶음을 내민다. 도요타가 가격을 받아들이고 연합 구성 시간을 요청하는 데서 멈춰, 계약금보다 누가 먼저 동료를 모아 올지가 마지막에 남는다.",T8/R5/H8,0.22/0.17/0.32/0.09/0.20,한 부회장이 단독협상처럼 보이게 뜸을 들이고 일본업체들의 유럽진출 욕망을 자극해 공장 전체를 묶어 제시한다; 지급=도요타가 러시아 공장 묶음 가격을 합리적이라고 평가하고 일본 기업연합을 꾸릴 시간을 요청한다. 매각 계약·대금은 아직 전이다; 마지막=일본 기업연합이 철강 데이터 조작 리콜을 모른 채 최종 매각계약과 대금 지급까지 들어올 것인가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
479,479,L83857~L84015,EDIT,PASS,PASS,PASS,L84016~L84191,핀테크은행을 미국측 인수자로 세워 로비하고 3배 오른 유가를 근거로 글로벌 석유사들에 800억~1천억 달러 차익 규모의 매각 미끼를 뿌린다. 독자는 돈·지분·직책의 지급에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 데이비드의 15일 반독점 해결 약속과 글로벌 석유사들의 유전 지분 인수 의사를 얻는다. 도시바 자산 인수와 유전 매각대금은 아직 확정 전이다.,"핀테크은행을 미국 측 인수자로 세운 데이비드의 로비와 15일 반독점 해결 약속을 확인한다. 이어 3배 오른 유가와 800억~1천억 달러 차익을 미끼로 글로벌 석유사들의 유전 경쟁을 붙이고 연말 비트코인 숏까지 병행해, 여러 거래의 계약 직전 긴장이 빠르게 겹친다.",T7/R7/H8,0.24/0.21/0.17/0.08/0.30,핀테크은행을 미국측 인수자로 세워 로비하고 3배 오른 유가를 근거로 글로벌 석유사들에 800억~1천억 달러 차익 규모의 매각 미끼를 뿌린다; 지급=데이비드의 15일 반독점 해결 약속과 글로벌 석유사들의 유전 지분 인수 의사를 얻는다. 도시바 자산 인수와 유전 매각대금은 아직 확정 전이다; 마지막=연말 비트코인 숏을 집행하는 동안 유전 경쟁입찰과 도시바 최종가격·반독점 협상을 실제 계약으로 닫을 수 있는가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
480,480,L84016~L84191,EDIT,PASS,PASS,PASS,L84192~L84351,금융타워가 코인 매수세를 더 유인하는 동안 웨스팅하우스의 매년 천문학적 적자를 근거로 사모펀드보다 약간 높은 가격만 제시한다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 도시바가 러시아 공장 파기와 즉시 현금 조건 때문에 웨스팅하우스의 낮은 가격 합의를 받아들인다. 실제 소유권 이전과 도시바메모리 가격은 아직 남는다.,"금융타워가 코인 매수세를 더 끌어들이는 장면은 짧게 지나가고, 웨스팅하우스의 천문학적 적자를 근거로 도시바에 낮은 현금가를 밀어 넣는 협상이 중심을 잡는다. 러시아 공장 파기 탓에 가격 합의는 얻지만 소유권은 남고, 분식회계 전력이 도시바메모리의 다음 약점이 된다.",T8/R6/H7,0.27/0.12/0.29/0.08/0.24,금융타워가 코인 매수세를 더 유인하는 동안 웨스팅하우스의 매년 천문학적 적자를 근거로 사모펀드보다 약간 높은 가격만 제시한다; 지급=도시바가 러시아 공장 파기와 즉시 현금 조건 때문에 웨스팅하우스의 낮은 가격 합의를 받아들인다. 실제 소유권 이전과 도시바메모리 가격은 아직 남는다; 마지막=도시바의 분식회계 전과가 더 큰 도시바메모리 협상을 유리하게 만들 약점으로 남는다,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
485,485,L84876~L85064,EDIT,PASS,PASS,PASS,L85065~L85225,"워런에게 비트코인 자체가 아니라 금융 인프라와 세계 자금흐름을 설명해 150억 달러의 금융타워 재투자를 받고, 비트코인 저점에 들어온 국민연금 운용자를 확인해 보복 대신 영입하라고 지시한다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 버크셔의 150억 달러 재투자·공동책임과 국민연금의 뛰어난 운용자를 영입할 단서를 얻는다. 실제 영입은 아직 전이다.",워런에게 비트코인 가격 대신 금융 인프라와 세계 자금흐름을 설명해 버크셔의 150억 달러 재투자를 받아낸다. 저점을 정확히 잡은 국민연금 운용자를 보복하지 말고 영입하라는 마지막 지시가 큰 자금 보상을 한 사람 찾기로 부드럽게 낮춘다.,T4/R8/H7,0.22/0.08/0.42/0.17/0.11,"워런에게 비트코인 자체가 아니라 금융 인프라와 세계 자금흐름을 설명해 150억 달러의 금융타워 재투자를 받고, 비트코인 저점에 들어온 국민연금 운용자를 확인해 보복 대신 영입하라고 지시한다; 지급=버크셔의 150억 달러 재투자·공동책임과 국민연금의 뛰어난 운용자를 영입할 단서를 얻는다. 실제 영입은 아직 전이다; 마지막=비트코인 저점을 정확히 잡은 국민연금 운용자가 누구인지 확인해 태우로 영입할 수 있는가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
492,492,L86108~L86288,EDIT,PASS,PASS,PASS,L86289~L86462,"젝슨 황에게 200억 달러 합작공장과 생산량 70퍼센트의 5년 선납 계약, GPU 설계 200억 달러 투자를 조건으로 유상증자 지분 25퍼센트를 제안한다. 리사와의 5촌 관계를 확인시켜 대주주 회의 지원 약속을 얻는다. 독자는 돈·지분·직책의 지급에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 젝슨 황의 제안 수락과 다음 날 대주주 회의에서 최대 지분 인수를 돕겠다는 약속을 얻는다. 400억 달러 투자·선납과 지분 취득은 아직 계약 전이다.","젝슨 황에게 200억 달러 합작공장, 생산량 70퍼센트 5년 선납, GPU 설계 200억 달러를 한꺼번에 제시하고 유상증자 지분 25퍼센트를 요구한다. 리사와의 5촌 관계까지 확인한 젝슨이 다음 날 대주주 회의를 돕겠다고 약속하지만 실제 400억 달러 계약과 지분 취득은 남는다.",T7/R8/H8,0.21/0.12/0.28/0.08/0.31,"젝슨 황에게 200억 달러 합작공장과 생산량 70퍼센트의 5년 선납 계약, GPU 설계 200억 달러 투자를 조건으로 유상증자 지분 25퍼센트를 제안한다. 리사와의 5촌 관계를 확인시켜 대주주 회의 지원 약속을 얻는다; 지급=젝슨 황의 제안 수락과 다음 날 대주주 회의에서 최대 지분 인수를 돕겠다는 약속을 얻는다. 400억 달러 투자·선납과 지분 취득은 아직 계약 전이다; 마지막=젝슨 황의 지원 약속을 다음 날 대주주 회의에서 실제 지분 인수와 유상증자 계약으로 바꿀 수 있는가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
