sequence,visible_label,arc_id,arc_phase,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,ribbon_rationale,source_lines
439,439,DCA-N38,법정전 결산·독립 확정,8,7,7,0.17,0.16,0.35,0.14,0.18,러스의 지분요구를 밀어내고 양측 소송 동시취하를 받아낸다. 누가 먼저 물러서느냐는 힘겨루기가 법적 전선을 닫는 상호양보로 바뀐다.,L76808~L76961
441,441,DCA-N38,인재 탐색·신뢰 축적,4,6,6,0.26,0.16,0.34,0.12,0.12,버클리와 브로드 연구진에게 시설을 직접 보여 주고 질문을 받아 준다. 연봉표보다 실험실과 장비를 함께 보는 시간이 길어 낯선 연구자들의 호기심이 신뢰로 바뀐다.,L77141~L77310
442,442,DCA-N38,조건 협상·공동체 형성,6,7,8,0.20,0.12,0.40,0.12,0.16,연봉·무제한 연구비·공동특허 조건을 내밀어 원수처럼 맞서던 두 연구팀을 한 표에 앉힌다. 개인 감정을 누를 만큼 구체적인 연구환경이 제시되며 합의가 성립한다.,L77311~L77484
443,443,DCA-N38,인재 결속·미국전 예고,4,7,7,0.17,0.13,0.40,0.19,0.11,"최정예 변호인단과 최고 수준 보수·연구비를 한꺼번에 내걸어 김진우와 핵심 연구진의 이탈을 막는다. 팀 보존과 합류는 그 자리에서 지급되지만 누명 해소 판결은 없고, 끝은 사드 불매와 미중 갈등을 버틸 자본 규모로 시야를 넓힌다.",L77485~L77653
444,444,DCA-N38,선거 봉우리·권력 통로,9,9,8,0.16,0.17,0.19,0.25,0.23,예측을 거슬러 트럼프가 당선되고 먼저 전화하는 선거 긴장·환희·권력 보상이 봉우리다,L77654~L77841
445,445,DCA-N38,동맹 확장·스파이 폭로,9,6,8,0.24,0.23,0.13,0.16,0.24,"미국 해운투자 약속을 공식화하고 중국 측 반도체 기술매각 요구를 거절한 뒤, 천민정의 무단접속 기록을 200명 이중소속 명단과 대조한다. 한 산업스파이 후보를 좁힌 것이 지급이며 이름·계좌·접촉선과 실제 유출증거는 다음 화부터 확인한다.",L77842~L78035
450,450,DCA-N38,관계 결산·다음 투자,3,7,7,0.15,0.06,0.37,0.34,0.08,완공 사옥을 돌며 병든 스티브가 애플을 부탁해 오랜 동업관계의 정서적 결산에 머문다,L78739~L78912
453,453,DCA-N39,비밀 작전 설계·매복,9,4,9,0.28,0.22,0.16,0.23,0.11,"북한 장남 암살정보를 강 대위에게 넘기고 말레이시아 현장팀·독살 대응 해독제·의료진을 준비시킨다. 이 화는 생존카드를 남길 목적과 구조 준비를 소유하며, 독극물 종류와 공항에서 벌어질 구체 수법은 아직 독자에게 공개되지 않는다.",L79277~L79459
454,454,DCA-N39,구조 결전·생존 지급,10,9,8,0.12,0.48,0.08,0.27,0.05,공항 공격 직후 아트로핀 투여와 의료캠프 처치·철수가 이어지는 물리적 구조 봉우리다,L79460~L79656
456,456,DCA-N40,거대자금 진입·신뢰 지급,6,8,6,0.18,0.12,0.37,0.11,0.22,"빈 살만이 2천억 달러 펀드의 절반을 맡기려 하자 김민재는 운용책임을 거절하고 차기 사업 공동투자와 MC소프트를 권한다. 몇 시간 뒤 빈 살만이 MC소프트 지분 10억 달러 계약을 끝내, 왕실 신뢰가 말이 아니라 즉석 투자로 확인된다.",L79846~L80027
459,459,DCA-N40,운용 성과·공연장 확장,4,9,7,0.18,0.14,0.10,0.10,0.48,"배틀 아레나 출시 반응과 국민연금 수익을 투명하게 공개한 뒤 MCA 레코드와 공연장 부지를 논의한다. 라스베이거스 계획의 두 배인 6조 원 구형 공연장을 꺼내는 순간, 지급된 게임 수익이 아직 규제를 풀어야 할 장기 실물사업으로 커진다.",L80370~L80531
461,461,DCA-N40,규제 충돌·동맹 교환,7,7,7,0.22,0.19,0.31,0.08,0.20,"망사용료 여론전을 버틴 뒤 손정우에게 엔비디아 지분 담보 35억 달러 무이자 대출과 기존 일본-미국 해저케이블 지분 매매를 맞바꾼다. 귀국 즉시 한국-미국 직통선을 준비시키지만 구글·아마존·페이스북 공동투자는 계약 전이라, 손에 든 담보권과 앞으로 깔 선로가 분리된다.",L80715~L80890
463,463,DCA-N41,조작 폭로·위험 은폐,9,4,8,0.42,0.23,0.08,0.18,0.09,"연구소 재시험에서 JIS 공개수치와 실제 알루미늄 값이 어긋나자 자동차·항공 부품을 조용히 교체한다. 일본 품질조작이라는 시간우위를 잡은 뒤 데이비드가 알래스카 유전 참여기업이 나타났다고 알려, 실험실의 위험이 미국 자산 미끼로 이어진다.",L81044~L81207
464,464,DCA-N41,유전 협상·장기권 확보,5,7,7,0.23,0.13,0.31,0.08,0.25,알래스카 400억 달러 투자와 미국 측 5퍼센트 참여안을 흥정한다. 거대한 개발비를 누가 내고 어느 만큼 소유할지 숫자를 맞추는 동안 국가정책이 지분표로 바뀐다.,L81208~L81389
469,469,DCA-N41,인수 경쟁·계약 전야,8,5,8,0.22,0.17,0.32,0.09,0.20,"한 부회장은 단독협상처럼 보이도록 답을 늦추고 일본 업체들의 유럽 진출 욕망을 자극해 러시아 공장 묶음을 내민다. 도요타가 가격을 받아들이고 연합 구성 시간을 요청하는 데서 멈춰, 계약금보다 누가 먼저 동료를 모아 올지가 마지막에 남는다.",L82071~L82248
470,470,DCA-N41,공장 매각·위험 전가,8,9,6,0.15,0.22,0.17,0.09,0.37,러시아 공장 매각대금이 입금되고 5년 임차와 리콜 축소 조건이 확정된다. 일본 업체의 급한 선택이 현금·공장 운영권·피해 축소로 돌아와 앞선 협상의 결과를 한꺼번에 보여 준다.,L82249~L82431
471,471,DCA-N41,외교 완충·매집 준비,6,7,7,0.29,0.12,0.34,0.08,0.17,리강에게 중국 공장 축소를 일대일로 재배치로 설명한다. 철수를 모욕이 아니라 중국의 대외사업을 돕는 이동으로 포장해 관계를 깨지 않고 출구를 만든다.,L82432~L82611
472,472,DCA-N41,폭로 결전·세계 확산,10,8,8,0.18,0.37,0.12,0.22,0.11,다국가 언론·소송·선제 리콜을 동시에 터뜨려 일본 품질조작 공개 행동과 충격이 봉우리 친다,L82612~L82783
473,473,DCA-N41,책임 인수·리콜 실행,9,7,7,0.16,0.32,0.22,0.20,0.10,최재석 대신 책임을 떠안고 전국 정비망을 돌려 부품을 바꾸는 행동과 정치 신뢰가 크다,L82784~L82957
475,475,DCA-N41,충돌시험·비리 확대,9,6,9,0.24,0.39,0.08,0.20,0.09,수백억 시험비로 여러 일본차를 분해·충돌시키며 조직적 조작을 물리적으로 드러낸다,L83126~L83318
478,478,DCA-N41,인수 협상·규제 우회,7,5,6,0.21,0.16,0.32,0.08,0.23,러시아 계약 파기와 두 회사 매각을 맞바꾸고 반독점 연합까지 짠다. 한 계약의 손실을 여러 기업의 공동방어선으로 전환하는 협상 속도가 난다.,L83689~L83856
481,481,DCA-N41,도시바 결산·금융전 예고,8,10,7,0.21,0.13,0.18,0.07,0.41,메모리 2조2천억 엔과 대출 2조 엔·웨스팅하우스·카메코를 확보해 자산 지급이 압도한다,L84192~L84351
484,484,DCA-N42,유전 수확·거래소 장악,8,9,6,0.16,0.18,0.09,0.08,0.49,"유전을 1,100억 달러에 매각하고 거래소 유동성까지 장악한다. 매각대금과 시장통제권이 같은 날 지급돼 에너지 자산이 금융 인프라로 환전된다.",L84703~L84875
485,485,DCA-N42,투자자 신뢰·동맹 지급,4,8,7,0.22,0.08,0.42,0.17,0.11,워런에게 비트코인 가격 대신 금융 인프라와 세계 자금흐름을 설명해 버크셔의 150억 달러 재투자를 받아낸다. 저점을 정확히 잡은 국민연금 운용자를 보복하지 말고 영입하라는 마지막 지시가 큰 자금 보상을 한 사람 찾기로 부드럽게 낮춘다.,L84876~L85064
488,488,DCA-N42,약속 이행·대주주 진입,6,9,8,0.19,0.12,0.35,0.10,0.24,손정우가 약속한 35억 달러를 내놓고 대주주 연결까지 제공한다. 과거 신뢰가 현금과 새 지분통로로 되돌아오며 다음 인수를 밀어 준다.,L85415~L85589
490,490,DCA-N42,동맹 점검·사기 예고,6,7,6,0.29,0.13,0.31,0.08,0.19,한정훈·머스크와 중국전과 우주·자율주행을 조율해 동맹관계와 전략정보가 오래 남는다,L85767~L85935
494,494,DCA-N42,외교 결전·채권 소각,9,6,8,0.25,0.28,0.21,0.15,0.11,리강의 편들기 요구를 거절하고 대만 채권소각을 실행해 외교 행동과 정치 긴장이 솟는다,L86463~L86651
495,495,DCA-N42,중국 계약·새 사기 훅,9,9,7,0.18,0.12,0.26,0.08,0.36,5년 뒤 채권 양도 조건으로 중국 금융 무제한 활동을 받아 계약·지위 보상이 크게 남는다,L86652~L86827
496,496,DCA-N43,사기 폭로·산업동맹 전환,7,8,6,0.20,0.17,0.33,0.13,0.17,"김정권에게 영상 각도를 돌려 니콜라 사기방식을 직접 보여 주고 2주 안 지분 매각, 새만금 공장·인력 배치를 조건으로 건다. 아버지 김성윤이 매각대금 전액과 본사 자금까지 새만금에 넣으라고 지시하는 끝에서 후계자의 납득이 그룹 투자 의무로 커진다.",L86828~L87002
497,497,DCA-N43,가족 요청·희토류 돌파구,6,6,7,0.22,0.09,0.39,0.22,0.08,중국 희토류 위협 앞에서 김민재가 처음으로 김태중에게 도움을 청한다. 해결책보다 할아버지에게 약한 모습을 보이는 순간이 두 사람의 신뢰와 염려를 동시에 드러낸다.,L87003~L87178
498,498,DCA-N43,현지 협상·조손 약속,4,8,6,0.17,0.12,0.41,0.20,0.10,베트남의 오래된 인연을 통해 동파오 규제를 풀고 할아버지께 세계 1위를 약속하는 관계 보상이다,L87179~L87338
504,504,DCA-N43,백악관 거래·곡물선 확보,5,7,7,0.18,0.13,0.33,0.07,0.29,트럼프와 골프를 치며 연 220억 달러 곡물 구매를 약속해 정치관계와 거래 규모가 크다,L88182~L88346
507,507,DCA-N43,내부고발 전환·압박 상승,9,6,8,0.18,0.28,0.33,0.17,0.04,이영한은 양진태의 약점을 짚어 내부고발자로 돌아서게 만든다. 위협받던 사람이 증거를 건네는 쪽으로 바뀌며 기술유출 수사의 문이 내부에서 열린다.,L88680~L88865
510,510,DCA-N43,중국 양보·식량전 진입,8,8,7,0.24,0.17,0.34,0.10,0.15,리강의 철회 요구를 증거로 꺾고 기술자 블랙리스트를 협상한다. 중국의 압박을 방어하는 데서 멈추지 않고 인력유출 규칙까지 상대가 논의하게 만든다.,L89194~L89363
511,511,DCA-N43,카르텔 교섭·경쟁 점화,7,5,7,0.25,0.12,0.31,0.07,0.25,카길·와이자타에 연 1천억 달러 구매와 농장 임차를 제시해 카르텔 관계를 가른다,L89364~L89522
520,520,DCA-N44,현지화 계약·산업 덫,5,8,7,0.19,0.16,0.31,0.06,0.28,듀폰과 6천만 달러 한국 포토레지스트 공장에 합의하고 태우가 2천만 달러를 대 지분 30퍼센트를 받는다. 기존 태우 공장을 임시 생산거점으로 내주고 연구팀 이전까지 묶는 구체 계약이 연속 지급되어 일본 규제 역공의 실물감이 높다.,L90883~L91041
526,526,DCA-N44,공매도 개시·미국선 결속,8,6,9,0.21,0.28,0.22,0.09,0.20,트럼프 방한을 일본 숏 개시 신호로 삼고 재선 프로젝트를 반도체 이해와 묶는다,L91879~L92060
527,527,DCA-N44,정치 방패·규제 임박,7,7,8,0.21,0.18,0.32,0.10,0.19,트럼프에게 한국을 버리기 어려운 약속을 받아 일본 공격 전 백악관 관계 방패를 세운다,L92061~L92243
528,528,DCA-N44,수출규제 발화·시간 확보,9,6,8,0.30,0.23,0.18,0.13,0.16,3개 소재 규제가 현실화되자 재고·국산기술을 확인하고 정부 규제완화를 즉시 얻는다,L92244~L92424
530,530,DCA-N44,증거 폭로·기업 포획,9,7,8,0.21,0.35,0.14,0.18,0.12,"일본 대북밀수의 영상·자금증거를 공개하는 강한 행동 뒤 이영한에게 소재기업 부채를 사 한국 이전을 압박하라고 지시한다. 국산 12나인 불화수소의 소량생산까지 확인하지만 대량공급과 실제 이전계약은 남아, 폭로의 즉시성 뒤에 제조 확대의 시간을 붙인다.",L92587~L92760
531,531,DCA-N44,기술 공개·여론 돌파,9,8,7,0.18,0.32,0.14,0.20,0.16,"미국 지지를 확인한 뒤 국산 불화수소 양산을 기자회견으로 공개한다. 구체 순도와 국내 전량대체 범위는 질의응답 전이므로, 이 화의 기술 보상은 양산 성공의 공인에 한정한다.",L92761~L92938
532,532,DCA-N44,첫 전쟁 결산·후속 수확,8,9,7,0.14,0.15,0.11,0.24,0.36,70퍼센트 공급과 6개월 내 전량 대체로 일본 철회·숏 수익이 지급돼 승리감과 보상이 높다,L92939~L93115
536,536,DCA-N44,금융 방어 결전·유동성 유지,9,5,7,0.18,0.35,0.13,0.17,0.17,"일본 금융공격을 가정해 국내 50~60조 원 유동성과 미국 통화스와프 방어선을 숫자로 맞춘다. 태우상사의 손실과 매입 기회까지 점검하지만 공격도 집행도 시작되지 않아, 위기 전 자금배치의 건조한 긴장이 회차를 채운다.",L93620~L93775
538,538,DCA-N44,국가 공조·감염 감시,7,6,8,0.32,0.16,0.30,0.10,0.12,"리강과 오염수 공조, 우한 의료진 파견 근거를 맞바꾼다. 일본을 압박할 자료와 중국이 원하는 방역명분이 교환되며 외교가 서로의 약점을 메우는 거래가 된다.",L93954~L94124
541,541,DCA-N45,감염 발견·전면 대응 개시,9,6,9,0.39,0.29,0.09,0.18,0.05,이동수 의료진의 병원 데이터로 신종 코로나를 알아채고 백신·진단 개발을 즉시 여는 정보 봉우리다,L94487~L94679
542,542,DCA-N45,방역 체계 가동·조직 전환,9,6,8,0.26,0.38,0.11,0.16,0.09,우한 병원을 격리하고 그룹 원격근무와 메타버스 업무체계를 한꺼번에 가동한다. 감염정보가 들어오자 병원·회사·온라인 공간이 동시에 바뀌어 생존준비가 실물로 내려온다.,L94680~L94849
543,543,DCA-N45,다중 충격 대비·물량 확대,9,6,8,0.22,0.40,0.09,0.17,0.12,귀국 의료진 격리·공매도·마스크 원료·무인택시를 최대치로 올리는 전면 대비 행동이다,L94850~L95015
545,545,DCA-N45,정상 압박·생존선 수호,9,7,9,0.24,0.18,0.36,0.17,0.05,리강천의 검역 완화 압박을 최재석이 거부해 경제보다 생존을 택하는 정상관계 장면이다,L95183~L95364
546,546,DCA-N45,공식 발화·첫 환자 포착,9,8,7,0.18,0.33,0.15,0.24,0.10,공식 보도와 동시에 한국이 첫 환자를 잡고 마스크 가격을 통제해 행동·충격이 크게 솟는다,L95365~L95529
547,547,DCA-N45,내부 배신·물량 위기,9,7,7,0.15,0.38,0.13,0.27,0.07,민동규의 마스크 100만 장 빼돌리기를 현장에서 적발해 내부 배신 행동과 분노가 강하다,L95530~L95717
550,550,DCA-N45,IP 방어·일본 카드 준비,8,7,7,0.29,0.13,0.34,0.10,0.14,리강의 기술·IP 요구를 거절하고 백신을 일본 항복 카드로 묶는 국가관계 협상이다,L96066~L96235
551,551,DCA-N45,봉쇄 확대·공급망 장악,9,8,6,0.29,0.27,0.12,0.18,0.14,우한 봉쇄와 WHO 지연을 확인하며 월 10억 장 마스크·KF94 공급망을 실제로 가동한다,L96236~L96405
553,553,DCA-N45,구조 준비·출항 직전,9,5,8,0.23,0.42,0.13,0.17,0.05,"WHO 비상사태 선언을 듣자 다이아 프린스 승객을 데려올 선박·음압텐트·검사팀을 즉시 준비한다. 최재석의 자국민 구조 승인은 얻었지만 출항·접안·이송은 전혀 나오지 않아, 회차는 구조 직전의 물류 행동과 감염 공포에 시간을 쓴다.",L96581~L96746
554,554,DCA-N45,구조 실행·유가전 병렬화,9,6,8,0.21,0.41,0.09,0.18,0.11,구조선을 출항시키는 동시에 사우디·러시아 유가전쟁 숏을 유지해 두 실행선이 빠르게 교차한다,L96747~L96944
555,555,DCA-N45,인명 구조 결산·백신 약속,9,9,7,0.13,0.28,0.24,0.27,0.08,크루즈 승객 300명을 무사히 구하고 최재석과 거리두기·백신을 약속해 안도와 국가 신뢰가 높다,L96945~L97147
556,556,DCA-N45,시장 폭락·포지션 작동,9,6,8,0.26,0.35,0.09,0.16,0.14,AI 예측에 맞춰 금융타워·국민연금 포지션을 조정하고 다우 급락을 저점 기회로 바꾼다,L97148~L97327
558,558,DCA-N45,유가전 격화·숏 우위,9,7,8,0.29,0.31,0.13,0.14,0.13,감산 합의 실패와 빈 살만의 증산 결정을 읽고 유가 붕괴 포지션을 유지한다. 산유국 발언을 따라 돈을 움직이되 실제 폭락 전이라 인내가 수익보다 앞선다.,L97506~L97678
560,560,DCA-N45,저점 수확·정치선 전환,9,7,7,0.25,0.26,0.12,0.17,0.20,서킷브레이커 뒤 자산을 저점매수하고 트럼프·바이든을 비교해 금융 행동과 정치 전환이 맞선다,L97866~L98046
562,562,DCA-N46,현직 회수·차기권력 접촉,6,7,8,0.20,0.16,0.35,0.09,0.20,트럼프에게 400억 달러 원유자산 재매입을 얻고 데이비드에게 바이든 접촉을 맡기는 양면 관계전이다,L98228~L98402
564,564,DCA-N46,석유 협상·백신 의무화 요구,8,6,8,0.21,0.17,0.35,0.10,0.17,엑슨 자산 가격을 흥정하고 바이든·오바마에게 백신 의무화를 요구한다. 에너지 매입과 방역정책을 한 자리의 정치관계로 밀어붙여 서로 다른 보상을 노린다.,L98565~L98760
565,565,DCA-N46,경주마 전환·양면관계 유지,6,8,6,0.18,0.12,0.39,0.17,0.14,바이든에게 조건부 백신 의무화 약속을 받으면서도 트럼프와의 연락선을 끊지 않는다. 한쪽의 정책을 얻고 다른 쪽의 체면을 살려 정권교체 뒤에도 쓸 두 통로를 남긴다.,L98761~L98946
567,567,DCA-N46,일본 압박·G7 조건 설계,6,6,7,0.28,0.12,0.38,0.11,0.11,"최재석과 일본 의료봉쇄, 개발도상국 백신, 한국 G7 진입을 한 거래표에 올린다. 방역물자 지원이 외교적 지위와 연결되지만 실제 일본 조건과 G7 결과는 아직 협상 밖에 있다.",L99105~L99284
568,568,DCA-N46,구조 요청·외교 협상 진입,8,5,7,0.22,0.12,0.36,0.20,0.10,의료붕괴에 몰린 일본이 손정우를 통해 비밀 지원을 요청하자 김민재는 일본행을 거부하고 호주를 회담 장소로 지정한다. 접촉과 장소만 잡힌 상태라 방역물자의 구체 대가와 일본 측 수락은 다음 화에 남는다.,L99285~L99462
569,569,DCA-N46,20조엔 제안·답변 대기,8,5,8,0.18,0.12,0.36,0.08,0.26,"멜버른에서 손정우·다이키요와 마주 앉아 방역물자, G7 비반대, 20조 엔대 자산 인수를 교환조건으로 펼친다. 협상 문답이 회차 대부분을 차지하고 일본 내각의 최종 수락과 센트리언 백신 FDA 결론을 동시에 기다리며 끝난다.",L99463~L99633
570,570,DCA-N46,한일 합의·FDA 결산,8,9,7,0.12,0.14,0.24,0.19,0.31,"일본 내각이 방역물자·G7 비반대·20조 엔 자산거래를 받아들이고 곧이어 센트리언 백신의 FDA 승인까지 도착한다. 두 지급이 겹쳐 보상 밀도가 높지만 자산 인수 집행은 남고, 유일한 대량생산자가 가격·배송·국가별 대가를 정하는 새 부담이 바로 열린다.",L99634~L99819
572,572,DCA-N47,마이너스 유가 결전·수익 지급,8,9,7,0.19,0.37,0.06,0.17,0.21,WTI가 마이너스로 무너질 때 원유와 돈을 받고 곧바로 롱 전환하는 금융 행동 봉우리다,L99994~L100194
573,573,DCA-N47,중국 합작·기술 방어,8,7,7,0.24,0.12,0.36,0.09,0.19,"베이징에서 리강과 80대20 합작비율, 파벌 안전을 맞바꾼다. 기술을 넘기지 않기 위한 지분선과 중국 권력층의 체면을 동시에 조율하는 대화가 길다.",L100195~L100359
575,575,DCA-N47,자원 외교·장기권 지급,7,8,6,0.20,0.15,0.31,0.12,0.22,아프리카연합에 인프라·백신을 주고 장기 광물권을 받는 국가관계와 전략자산 거래다,L100530~L100709
576,576,DCA-N47,EU 봉쇄·여론 역공,9,5,7,0.25,0.30,0.19,0.16,0.10,EU 수출봉쇄에 아프리카 규탄과 충전·독점규제 압박으로 되받아치는 외교 행동이 강하다,L100710~L100879
577,577,DCA-N47,유럽 합의·개미전 예고,7,8,6,0.20,0.13,0.32,0.08,0.27,"EU가 1달러 위탁생산을 받아 생산비를 떠안고 센트리언은 기술소유권과 공공재 이미지를 지킨다. 후반에는 양적완화 지원금에 비해 주식시장 유입이 더딘 현상을 읽고, 망설이는 개인을 살짝 밀 촉매가 필요하다는 생각에서 멈춘다.",L100880~L101041
582,582,DCA-N48,국내동맹 보상·결전 전야,5,7,7,0.20,0.17,0.33,0.08,0.22,오용재에게 불리한 백신 위탁을 맡기고 레거시칩 정보를 보상으로 건넨다. 손해를 감수한 국내 동맹이 다음 반도체 기회를 받는 상호부조로 돌아온다.,L101724~L101897
583,583,DCA-N48,게임스핀 결전·영웅 지급,8,9,6,0.13,0.43,0.08,0.24,0.12,게임스핀 200~370달러 급등과 매수 제한 속 한국 개미까지 합류해 시장전투가 최고조다,L101898~L102092
585,585,DCA-N49,규제 유예·낸드 계약,7,8,7,0.22,0.13,0.31,0.07,0.27,"바이든에게 중국 팹 규제 4년 유예를 받아낸 뒤 밥 스웬과 인텔 NAND 75억 달러 매입에 합의한다. 연속 협상의 관계·자산 보상은 크지만 소유권 이전과 통합은 남아, NAND를 어떤 성장자산으로 바꿀지가 마지막 실무 질문이다.",L102273~L102428
586,586,DCA-N49,전기차 동맹·표준 확장,5,7,7,0.24,0.16,0.34,0.07,0.19,"머스크와 T 충전표준 및 전기차 동맹의 기본구조를 맞추는 대화가 중심을 잡는다. 두 사람의 합의 뒤 EU·미국·한국 완성차 설득 명단을 펼치므로, 단일 관계의 지급이 다국적 가입이라는 느린 확장 과제로 이어진다.",L102429~L102578
589,589,DCA-N49,북한 변수 재점화·비밀 요청,8,4,8,0.30,0.13,0.31,0.19,0.07,"CIA가 북한 백신 100만~2천만 회분을 요청하고 에이든이 이유를 말하지 않자 김민재가 지원 결정을 보류한다. 물량 숫자보다 침묵과 의심이 오래 남고, 장남 관련 권력정보를 확인하기 전에는 백신도 개입도 지급하지 않는 긴장 회차다.",L102919~L103092
592,592,DCA-N50,산업동맹 결성·가입권 지급,7,8,8,0.24,0.13,0.36,0.07,0.20,유럽·미국·한국 완성차사를 GDC로 묶고 차량용 칩·배터리·충전망을 조건부로 나누기로 한다. 공급부족을 겪던 경쟁사들이 같은 규칙표를 받아들이며 동맹이 조직 이름과 회원사를 얻는다.,L103427~L103586
593,593,DCA-N50,G7플러스 결산·국가 승격,7,9,6,0.18,0.12,0.25,0.19,0.26,G7 화상회의에서 한국과 호주의 G7+ 가입이 확정된다. 앞선 차량용 반도체 카드가 국가 지위로 돌아와 국제회의의 표와 발표로 지급된다.,L103587~L103760
594,594,DCA-N50,재선 결산·관계 휴식,3,9,6,0.12,0.08,0.37,0.30,0.13,최재석 재선과 G7+를 가족 식사처럼 축하하며 원전·연금의 다음 부탁을 나누는 정서적 휴식이다,L103761~L103927
597,597,DCA-N50,환자 여론전·협회 굴복,9,5,7,0.19,0.28,0.22,0.25,0.06,SNS·환자 가족 여론이 미국 제약협회를 역풍에 몰아넣고 협회장이 직접 한국을 찾아 센트리언에 정회원 자격을 제안하기로 한다. 상대는 아직 주도권이 자기들에게 있다고 믿으므로 실제 방한·협상·계약은 다음 화 몫이다.,L104261~L104422
598,598,DCA-N50,제도권 계약·미국대선 예고,7,5,7,0.23,0.11,0.36,0.07,0.23,"스티븐 허블과 해외 백신공장, 필수의약품 아시아 생산권, 무료약 지원을 한 항목씩 흥정한다. 미 제약협회 가입의 큰 틀은 잡지만 최종계약을 미국 대선 때로 미뤄 두 사람의 관계 협상이 실물 권리 지급보다 오래 간다.",L104423~L104592
599,599,DCA-N51,정권이양 위기·패자 진정,9,7,7,0.17,0.15,0.37,0.25,0.06,바이든의 58대42 승리 직후 트럼프를 찾아 부정선거 소송과 지지층 폭주를 접고 4년 뒤를 보라고 설득한다. 소송 취하와 순조로운 정권이양 보도가 실제 지급으로 돌아온 뒤 다이먼과 새 행정부 협력이라는 다음 관계선이 열린다.,L104593~L104768
600,600,DCA-N51,새 정부 협상·전쟁 대비 개방,8,5,7,0.30,0.14,0.31,0.08,0.17,바이든에게 가이아나 무기·유전·100억 달러 금융을 제안하고 반도체·러시아 감시를 연다,L104769~L104942
602,602,DCA-N51,동맹 교환·원전 확대,6,5,7,0.20,0.13,0.32,0.08,0.27,"현재 장 회장에게 가이아나 전차수출 지원과 원전 동맹을 묶어 제안한다. 가이아나 계약이 성사되면 돕겠다는 조건부 답만 얻었으므로, 오래된 재벌 관계의 온도는 올라가도 로템 수출과 원전 참여는 전혀 결산되지 않는다.",L105102~L105272
604,604,DCA-N51,해킹 급습·생존기술 방어,9,4,8,0.29,0.25,0.10,0.26,0.10,북한이 센트리언 백신·치료제 기술을 노린 해킹을 벌여 정보 추적과 생존 불안이 급상승한다,L105448~L105609
607,607,DCA-N51,호주 협상·석탄 선점,7,5,7,0.18,0.14,0.31,0.08,0.29,중국 수입중단으로 막힌 호주 석탄을 태우가 사들이겠다고 모리슨에게 공식 제안한다. 가격·물량·기간을 확정하지 않은 채 한 부회장이 숨은 카드를 꺼낼 차례에서 끊어 거래의 실물보다 협상 수읽기가 회차를 붙든다.,L105926~L106110
608,608,DCA-N51,가이아나 패키지·거점 확보,6,9,6,0.19,0.12,0.27,0.07,0.35,가이아나에 IIT·한국대학과 유전지분·방산을 묶어 광산·해운·에너지 거점을 계약으로 확보한다,L106111~L106261
610,610,DCA-N51,부패증거 공개·정부 수습선,8,7,8,0.30,0.17,0.31,0.08,0.14,가이아나 30억 달러 군수계약과 스테이블코인 공격 준비를 보고받은 뒤 베트남의 40조 원 불법대출·10조 원 비자금 보고서를 공개한다. 압수·계좌동결·구속·정유회사 인수는 아직 없어 자료 공개와 정부 수습통로 확인에서 멈춘다.,L106420~L106590
611,611,DCA-N52,귀환·가족의 새 목표,6,9,7,0.12,0.22,0.29,0.18,0.19,미아인 구속·정유회사 인수 보고로 앞 사건을 닫은 뒤 부산 축구장의 김태중으로 이동한다. 실물 지급과 조손 관계 전환을 함께 담은 혼합 회차다.,L106591~L106781
612,612,DCA-N52,지원 설계·명예회복 약속,6,7,7,0.22,0.11,0.37,0.17,0.13,김민재가 김태중의 축구협회장 출마 지원을 받아들이고 연 90억 원 기부·후원사 확대 방침을 정한다. 후반의 메타버스 글로벌 지분교환도 방침만 확정된 상태여서 조손 대화와 두 설계가 다음 득표·계약을 기다린다.,L106782~L106960
614,614,DCA-N52,협회장 당선·플랫폼 지급,7,9,8,0.15,0.18,0.33,0.17,0.17,김태중이 17표로 축구협회장에 당선되고 메타버스 지분 대가로 MS 주식까지 받아 가족 역할과 투자보상이 함께 확정된다,L107162~L107325
615,615,DCA-N53,미국 공급망 협상·예외권 확보,7,8,7,0.28,0.12,0.31,0.07,0.22,바이든에게 미국 반도체공장을 양보하고 중국 팹 자유와 미 국채 협력을 받아 태우의 미중 선택권을 지킨다,L107326~L107501
616,616,DCA-N53,일본 차량용칩 협상·표준 강제,7,9,8,0.23,0.14,0.27,0.06,0.30,르네사스 화재 뒤 일본 완성차에 칩을 주되 T충전망과 전기차 10년 계약을 묶어 태우 표준을 받아내게 한다,L107502~L107680
620,620,DCA-N53,코인 위험 제압·기후위기 전환,8,9,8,0.29,0.27,0.12,0.18,0.14,"수에즈를 나흘 만에 열어 우선 통항권과 확장공사 약속을 받은 장면에서 앞 회차의 투입이 크게 결산된다. 곧바로 로나 스테이블코인의 구조적 허점을 공개하고 공매도를 시작해, 물류 보상을 금융 붕괴의 새 긴장으로 급전환한다.",L108187~L108349
624,624,DCA-N54,정치 동맹·후계 약속,6,7,7,0.22,0.20,0.32,0.13,0.13,최재석에게 제주 자율주행 실증과 기업농을 요구하고 국민경제당 후계자 선정까지 돕겠다고 약속한다,L108859~L109020
