sequence,visible_label,arc_id,field,source_lines,next_source_lines,candidate_status,result,before_provenance,before,after,boundary_evidence
321,321,DCA-N30,turn_or_reveal,L56458~L56631,L56632~L56797,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,사우디 국부펀드 관계자들이 예상보다 빨리 본사에 도착한다.,사우디 국부펀드 관계자들이 예상보다 빨리 본사에 도착한다.,현재 화 하드 경계와 일치
321,321,DCA-N30,paid_reward,L56458~L56631,L56632~L56797,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,테슬라 상장 성공이 금융전의 표적이 되고 빈 살만 인맥이 실전 우군 시험대에 오른다.,테슬라 상장 성공이 금융전의 표적이 되고 빈 살만 인맥이 실전 우군 시험대에 오른다.,현재 화 하드 경계와 일치
321,321,DCA-N30,state_change,L56458~L56631,L56632~L56797,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,40% 급등의 쾌감 직후 자금 부족과 공매도 위협을 붙여 다음 아크를 연다.,40% 급등의 쾌감 직후 자금 부족과 공매도 위협을 붙여 다음 아크를 연다.,현재 화 하드 경계와 일치
321,321,DCA-N30,ending_hook,L56458~L56631,L56632~L56797,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,파이드 왕자를 어떻게 구워삶을지 협상이 시작된다.,파이드 왕자를 어떻게 구워삶을지 협상이 시작된다.,현재 화 하드 경계와 일치
321,321,DCA-N30,closed_loops,L56458~L56631,L56632~L56797,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,테슬라 IPO,테슬라 IPO,현재 화 하드 경계와 일치
321,321,DCA-N30,opened_loops,L56458~L56631,L56632~L56797,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,테슬라 공매도 방어·국부펀드 계약,테슬라 공매도 방어·국부펀드 계약,현재 화 하드 경계와 일치
322,322,DCA-N30,entry_state,L56632~L56797,L56798~L56981,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,사우디 국부펀드가 태우와 협업하러 온다.,사우디 국부펀드가 태우와 협업하러 온다.,현재 화 하드 경계와 일치
322,322,DCA-N30,reader_promise,L56632~L56797,L56798~L56981,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,국가급 자금으로 테슬라를 지키며 전기차를 무료 홍보한다.,국가급 자금으로 테슬라를 지키며 전기차를 무료 홍보한다.,현재 화 하드 경계와 일치
322,322,DCA-N30,protagonist_goal,L56632~L56797,L56798~L56981,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,파이드에게 손실 보증을 주고 장기 공매도전을 연다.,파이드에게 손실 보증을 주고 장기 공매도전을 연다.,현재 화 하드 경계와 일치
322,322,DCA-N30,action,L56632~L56797,L56798~L56981,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,3년 뒤 주가가 낮으면 현재가로 전량 매수하겠다고 보증해 펀드를 참전시킨다.,3년 뒤 주가가 낮으면 현재가로 전량 매수하겠다고 보증해 펀드를 참전시킨다.,현재 화 하드 경계와 일치
322,322,DCA-N30,resistance_or_cost,L56632~L56797,L56798~L56981,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,카노스 연합이 동시다발 물량을 던진다.,카노스 연합이 동시다발 물량을 던진다.,현재 화 하드 경계와 일치
322,322,DCA-N30,turn_or_reveal,L56632~L56797,L56798~L56981,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,사우디가 매물을 받아 내며 경제뉴스 1면을 전기차가 점령한다.,사우디가 매물을 받아 내며 경제뉴스 1면을 전기차가 점령한다.,현재 화 하드 경계와 일치
322,322,DCA-N30,paid_reward,L56632~L56797,L56798~L56981,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,국부펀드 참전으로 금융전 규모가 커진다.,국부펀드 참전으로 금융전 규모가 커진다.,현재 화 하드 경계와 일치
322,322,DCA-N30,state_change,L56632~L56797,L56798~L56981,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,국부펀드 참전으로 금융전 규모가 커진다.,국부펀드 참전으로 금융전 규모가 커진다.,현재 화 하드 경계와 일치
322,322,DCA-N30,ending_hook,L56632~L56797,L56798~L56981,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,공매도 총력전이 시작된다.,공매도 총력전이 시작된다.,현재 화 하드 경계와 일치
322,322,DCA-N30,closed_loops,L56632~L56797,L56798~L56981,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,사우디 자금 확보,사우디 자금 확보,현재 화 하드 경계와 일치
322,322,DCA-N30,opened_loops,L56632~L56797,L56798~L56981,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,테슬라 공방,테슬라 공방,현재 화 하드 경계와 일치
323,323,DCA-N30,entry_state,L56798~L56981,L56982~L57144,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,카노스 진영은 사우디 참전을 예상하지 못한다.,카노스 진영은 사우디 참전을 예상하지 못한다.,현재 화 하드 경계와 일치
323,323,DCA-N30,reader_promise,L56798~L56981,L56982~L57144,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,버티는 동안 애플카 흥행과 보안 위기를 함께 넘긴다.,버티는 동안 애플카 흥행과 보안 위기를 함께 넘긴다.,현재 화 하드 경계와 일치
323,323,DCA-N30,protagonist_goal,L56798~L56981,L56982~L57144,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,공매도전의 시간을 전기차 수요 증명으로 바꾼다.,공매도전의 시간을 전기차 수요 증명으로 바꾼다.,현재 화 하드 경계와 일치
323,323,DCA-N30,action,L56798~L56981,L56982~L57144,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,할 핀니가 해킹을 막는 사이 전 세계 매장 앞 대기줄과 예약권 되팔이를 확인한다.,할 핀니가 해킹을 막는 사이 전 세계 매장 앞 대기줄과 예약권 되팔이를 확인한다.,현재 화 하드 경계와 일치
323,323,DCA-N30,resistance_or_cost,L56798~L56981,L56982~L57144,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,월가는 장기 적자를 근거로 버티고 해커들이 고객정보를 노린다.,월가는 장기 적자를 근거로 버티고 해커들이 고객정보를 노린다.,현재 화 하드 경계와 일치
323,323,DCA-N30,turn_or_reveal,L56798~L56981,L56982~L57144,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,출시 전부터 100명 이상 줄이 서며 수요가 과열된다.,출시 전부터 100명 이상 줄이 서며 수요가 과열된다.,현재 화 하드 경계와 일치
323,323,DCA-N30,paid_reward,L56798~L56981,L56982~L57144,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,테슬라 방어 논리가 애플카 실물 인기로 보강된다.,테슬라 방어 논리가 애플카 실물 인기로 보강된다.,현재 화 하드 경계와 일치
323,323,DCA-N30,state_change,L56798~L56981,L56982~L57144,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,테슬라 방어 논리가 애플카 실물 인기로 보강된다.,테슬라 방어 논리가 애플카 실물 인기로 보강된다.,현재 화 하드 경계와 일치
323,323,DCA-N30,ending_hook,L56798~L56981,L56982~L57144,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,이틀 뒤 세계 동시 출시가 열린다.,이틀 뒤 세계 동시 출시가 열린다.,현재 화 하드 경계와 일치
323,323,DCA-N30,closed_loops,L56798~L56981,L56982~L57144,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,출시 준비,출시 준비,현재 화 하드 경계와 일치
323,323,DCA-N30,opened_loops,L56798~L56981,L56982~L57144,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,첫날 판매량,첫날 판매량,현재 화 하드 경계와 일치
324,324화,DCA-N30,entry_state,L56982~L57144,L57145~L57322,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,애플카가 아시아부터 세계 동시 판매된다.,애플카가 아시아부터 세계 동시 판매된다.,현재 화 하드 경계와 일치
324,324화,DCA-N30,reader_promise,L56982~L57144,L57145~L57322,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,실물 판매로 공매도의 적자 논리를 꺾는다.,실물 판매로 공매도의 적자 논리를 꺾는다.,현재 화 하드 경계와 일치
324,324화,DCA-N30,protagonist_goal,L56982~L57144,L57145~L57322,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,판매 모멘텀과 투자 동맹을 확대한다.,판매 모멘텀과 투자 동맹을 확대한다.,현재 화 하드 경계와 일치
324,324화,DCA-N30,action,L56982~L57144,L57145~L57322,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,국가별 판매량을 확인하고 퀀텀펀드 조지에게 테슬라 매수·인터뷰를 맡긴다.,국가별 판매량을 확인하고 퀀텀펀드 조지에게 테슬라 매수·인터뷰를 맡긴다.,현재 화 하드 경계와 일치
324,324화,DCA-N30,resistance_or_cost,L56982~L57144,L57145~L57322,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,일본 판매가 약하고 초기 팬 수요가 꺼질 수 있다.,일본 판매가 약하고 초기 팬 수요가 꺼질 수 있다.,현재 화 하드 경계와 일치
324,324화,DCA-N30,turn_or_reveal,L56982~L57144,L57145~L57322,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,중국 중심 판매가 강하고 사우디에 퀀텀펀드까지 합류한다.,중국 중심 판매가 강하고 사우디에 퀀텀펀드까지 합류한다.,현재 화 하드 경계와 일치
324,324화,DCA-N30,paid_reward,L56982~L57144,L57145~L57322,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,전기차 진영이 금융·소비 양쪽에서 우세해진다.,전기차 진영이 금융·소비 양쪽에서 우세해진다.,현재 화 하드 경계와 일치
324,324화,DCA-N30,state_change,L56982~L57144,L57145~L57322,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,전기차 진영이 금융·소비 양쪽에서 우세해진다.,전기차 진영이 금융·소비 양쪽에서 우세해진다.,현재 화 하드 경계와 일치
324,324화,DCA-N30,ending_hook,L56982~L57144,L57145~L57322,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,조지가 언론전까지 준비한다.,조지가 언론전까지 준비한다.,현재 화 하드 경계와 일치
324,324화,DCA-N30,closed_loops,L56982~L57144,L57145~L57322,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,애플카 출시,애플카 출시,현재 화 하드 경계와 일치
324,324화,DCA-N30,opened_loops,L56982~L57144,L57145~L57322,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,퀀텀펀드 참전,퀀텀펀드 참전,현재 화 하드 경계와 일치
325,325화,DCA-N30,entry_state,L57145~L57322,L57323~L57487,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,애플카는 일주일 만에 10만 대를 판다.,애플카는 일주일 만에 10만 대를 판다.,현재 화 하드 경계와 일치
325,325화,DCA-N30,reader_promise,L57145~L57322,L57323~L57487,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,공매도 동맹을 내부 배신으로 무너뜨린다.,공매도 동맹을 내부 배신으로 무너뜨린다.,현재 화 하드 경계와 일치
325,325화,DCA-N30,protagonist_goal,L57145~L57322,L57323~L57487,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,카노스 주변 펀드의 항복을 받아낸다.,카노스 주변 펀드의 항복을 받아낸다.,현재 화 하드 경계와 일치
325,325화,DCA-N30,action,L57145~L57322,L57323~L57487,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,사우디가 싼 테슬라 주식을 주는 조건으로 이탈 세력을 회유하고 강 대위에게 승부조작 수사도 맡긴다.,사우디가 싼 테슬라 주식을 주는 조건으로 이탈 세력을 회유하고 강 대위에게 승부조작 수사도 맡긴다.,현재 화 하드 경계와 일치
325,325화,DCA-N30,resistance_or_cost,L57145~L57322,L57323~L57487,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,카노스의 불법 대응 가능성과 e스포츠 승부조작이 겹친다.,카노스의 불법 대응 가능성과 e스포츠 승부조작이 겹친다.,현재 화 하드 경계와 일치
325,325화,DCA-N30,turn_or_reveal,L57145~L57322,L57323~L57487,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,헤지펀드들이 다음 날 공개 철회를 약속한다.,헤지펀드들이 다음 날 공개 철회를 약속한다.,현재 화 하드 경계와 일치
325,325화,DCA-N30,paid_reward,L57145~L57322,L57323~L57487,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,전기차 전쟁은 승리 직전이고 낡은 스타크 리그는 퇴장한다.,전기차 전쟁은 승리 직전이고 낡은 스타크 리그는 퇴장한다.,현재 화 하드 경계와 일치
325,325화,DCA-N30,state_change,L57145~L57322,L57323~L57487,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,전기차 전쟁은 승리 직전이고 낡은 스타크 리그는 퇴장한다.,전기차 전쟁은 승리 직전이고 낡은 스타크 리그는 퇴장한다.,현재 화 하드 경계와 일치
325,325화,DCA-N30,ending_hook,L57145~L57322,L57323~L57487,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,배신당한 카노스의 대응이 남는다.,배신당한 카노스의 대응이 남는다.,현재 화 하드 경계와 일치
325,325화,DCA-N30,closed_loops,L57145~L57322,L57323~L57487,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,애플카 10만 대,애플카 10만 대,현재 화 하드 경계와 일치
325,325화,DCA-N30,opened_loops,L57145~L57322,L57323~L57487,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,공매도 항복,공매도 항복,현재 화 하드 경계와 일치
326,326화,DCA-N30,entry_state,L57323~L57487,L57488~L57633,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,공매도 세력이 사우디 앞에 무조건 항복한다.,공매도 세력이 사우디 앞에 무조건 항복한다.,현재 화 하드 경계와 일치
326,326화,DCA-N30,reader_promise,L57323~L57487,L57488~L57633,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,테슬라 주가를 정상 성장 궤도로 올리고 패자의 원한을 남긴다.,테슬라 주가를 정상 성장 궤도로 올리고 패자의 원한을 남긴다.,현재 화 하드 경계와 일치
326,326화,DCA-N30,protagonist_goal,L57323~L57487,L57488~L57633,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,방어전 수익·지분·홍보를 확정한다.,방어전 수익·지분·홍보를 확정한다.,현재 화 하드 경계와 일치
326,326화,DCA-N30,action,L57323~L57487,L57488~L57633,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,사우디가 항복 사진을 1면에 싣고 태우는 카드·펀드 고객을 모은다.,사우디가 항복 사진을 1면에 싣고 태우는 카드·펀드 고객을 모은다.,현재 화 하드 경계와 일치
326,326화,DCA-N30,resistance_or_cost,L57323~L57487,L57488~L57633,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,카노스는 태우 전체를 거품으로 규정한다.,카노스는 태우 전체를 거품으로 규정한다.,현재 화 하드 경계와 일치
326,326화,DCA-N30,turn_or_reveal,L57323~L57487,L57488~L57633,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,테슬라는 역사보다 일찍 공매도 족쇄를 벗는다.,테슬라는 역사보다 일찍 공매도 족쇄를 벗는다.,현재 화 하드 경계와 일치
326,326화,DCA-N30,paid_reward,L57323~L57487,L57488~L57633,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,전기차 동맹이 완승하고 카노스가 장기 적으로 남는다.,전기차 동맹이 완승하고 카노스가 장기 적으로 남는다.,현재 화 하드 경계와 일치
326,326화,DCA-N30,state_change,L57323~L57487,L57488~L57633,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,전기차 동맹이 완승하고 카노스가 장기 적으로 남는다.,전기차 동맹이 완승하고 카노스가 장기 적으로 남는다.,현재 화 하드 경계와 일치
326,326화,DCA-N30,ending_hook,L57323~L57487,L57488~L57633,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,카노스가 태우 폭락을 기다린다.,카노스가 태우 폭락을 기다린다.,현재 화 하드 경계와 일치
326,326화,DCA-N30,closed_loops,L57323~L57487,L57488~L57633,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,테슬라 공매도전,테슬라 공매도전,현재 화 하드 경계와 일치
326,326화,DCA-N30,opened_loops,L57323~L57487,L57488~L57633,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,태우그룹 공매도 원한,태우그룹 공매도 원한,현재 화 하드 경계와 일치
327,327화,DCA-N31,entry_state,L57488~L57633,L57634~L57794,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,후쿠다 소장이 적자 계열사 누적 위험을 경고한다.,후쿠다 소장이 적자 계열사 누적 위험을 경고한다.,현재 화 하드 경계와 일치
327,327화,DCA-N31,reader_promise,L57488~L57633,L57634~L57794,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,다음 위기 전에 현금 방벽을 만든다.,다음 위기 전에 현금 방벽을 만든다.,현재 화 하드 경계와 일치
327,327화,DCA-N31,protagonist_goal,L57488~L57633,L57634~L57794,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,일본 대지진과 유럽 재정위기를 이중 수익원으로 삼는다.,일본 대지진과 유럽 재정위기를 이중 수익원으로 삼는다.,현재 화 하드 경계와 일치
327,327화,DCA-N31,action,L57488~L57633,L57634~L57794,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,비상회의에서 일본 제조업 KIKO·공매도와 남유럽 위기 투자를 승인한다.,비상회의에서 일본 제조업 KIKO·공매도와 남유럽 위기 투자를 승인한다.,현재 화 하드 경계와 일치
327,327화,DCA-N31,resistance_or_cost,L57488~L57633,L57634~L57794,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,두 프로젝트가 함께 실패하면 재정이 더 악화된다.,두 프로젝트가 함께 실패하면 재정이 더 악화된다.,현재 화 하드 경계와 일치
327,327화,DCA-N31,turn_or_reveal,L57488~L57633,L57634~L57794,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,성공 시 다시는 자금 악화를 걱정하지 않을 규모라는 계산이 선다.,성공 시 다시는 자금 악화를 걱정하지 않을 규모라는 계산이 선다.,현재 화 하드 경계와 일치
327,327화,DCA-N31,paid_reward,L57488~L57633,L57634~L57794,CANDIDATE,EDIT,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,태우가 공격적 확장기에서 현금 축적기로 전환한다.,"일본 KIKO·공매도와 남유럽 디폴트 포지션, 퀀텀·사우디 자금의 참여 방향을 비상회의에서 승인한다. 실제 수익은 아직 전이다.",현재 화 끝선과 다음 화 첫선을 양방향 대조
327,327화,DCA-N31,state_change,L57488~L57633,L57634~L57794,CANDIDATE,EDIT,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,태우가 공격적 확장기에서 현금 축적기로 전환한다.,태우가 공격적 확장기에서 대형 위기에 대비한 현금 축적기로 전환한다.,현재 화 끝선과 다음 화 첫선을 양방향 대조
327,327화,DCA-N31,ending_hook,L57488~L57633,L57634~L57794,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,일본에 유리해 보이는 상품을 팔아야 한다.,일본에 유리해 보이는 상품을 팔아야 한다.,현재 화 하드 경계와 일치
327,327화,DCA-N31,closed_loops,L57488~L57633,L57634~L57794,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,테슬라 방어,테슬라 방어,현재 화 하드 경계와 일치
327,327화,DCA-N31,opened_loops,L57488~L57633,L57634~L57794,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,일본·유럽 곳간 프로젝트,일본·유럽 곳간 프로젝트,현재 화 하드 경계와 일치
328,328,DCA-N31,entry_state,L57634~L57794,L57795~L57962,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,2010년 새해에 곳간 프로젝트와 지방선거 준비가 병행된다.,2010년 새해에 곳간 프로젝트와 지방선거 준비가 병행된다.,현재 화 하드 경계와 일치
328,328,DCA-N31,reader_promise,L57634~L57794,L57795~L57962,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,금융 수익과 정치 방어막을 동시에 축적한다.,금융 수익과 정치 방어막을 동시에 축적한다.,현재 화 하드 경계와 일치
328,328,DCA-N31,protagonist_goal,L57634~L57794,L57795~L57962,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,일본 상품을 깔고 유럽 공격 동맹을 짠다.,일본 상품을 깔고 유럽 공격 동맹을 짠다.,현재 화 하드 경계와 일치
328,328,DCA-N31,action,L57634~L57794,L57795~L57962,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,국민경제당 온라인 홍보를 지시하고 조지와 그리스 디폴트·유로 하락 작전을 설계한다.,국민경제당 온라인 홍보를 지시하고 조지와 그리스 디폴트·유로 하락 작전을 설계한다.,현재 화 하드 경계와 일치
328,328,DCA-N31,resistance_or_cost,L57634~L57794,L57795~L57962,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,판돈과 1년 사전작업이 필요하다.,판돈과 1년 사전작업이 필요하다.,현재 화 하드 경계와 일치
328,328,DCA-N31,turn_or_reveal,L57634~L57794,L57795~L57962,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,조지가 유럽의 악마가 될 계획을 즉석에서 완성한다.,조지가 유럽의 악마가 될 계획을 즉석에서 완성한다.,현재 화 하드 경계와 일치
328,328,DCA-N31,paid_reward,L57634~L57794,L57795~L57962,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,일본·유럽·정치 세 축이 준비 단계에 들어간다.,일본·유럽·정치 세 축이 준비 단계에 들어간다.,현재 화 하드 경계와 일치
328,328,DCA-N31,state_change,L57634~L57794,L57795~L57962,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,일본·유럽·정치 세 축이 준비 단계에 들어간다.,일본·유럽·정치 세 축이 준비 단계에 들어간다.,현재 화 하드 경계와 일치
328,328,DCA-N31,ending_hook,L57634~L57794,L57795~L57962,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,한정훈이 미국에서 세부작전을 만든다.,한정훈이 미국에서 세부작전을 만든다.,현재 화 하드 경계와 일치
328,328,DCA-N31,closed_loops,L57634~L57794,L57795~L57962,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,프로젝트 기획,프로젝트 기획,현재 화 하드 경계와 일치
328,328,DCA-N31,opened_loops,L57634~L57794,L57795~L57962,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,유럽 재정위기 포지션,유럽 재정위기 포지션,현재 화 하드 경계와 일치
329,329화,DCA-N31,entry_state,L57795~L57962,L57963~L58138,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,한정훈이 유럽 계획을 세우러 떠나고 천민정은 승부조작에 상심한다.,한정훈이 유럽 계획을 세우러 떠나고 천민정은 승부조작에 상심한다.,현재 화 하드 경계와 일치
329,329화,DCA-N31,reader_promise,L57795~L57962,L57963~L58138,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,인프라를 선거 여론전과 게임문화 기반으로 재활용한다.,인프라를 선거 여론전과 게임문화 기반으로 재활용한다.,현재 화 하드 경계와 일치
