sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
381,381,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,"천민정에게 훔친 AI의 신약효과를 줄이고 부작용을 늘리게 하며 금융사별 수익을 배분한다; 원유 100달러가 붕괴하고 셰일기업 주가가 15% 넘게 빠진다; 커넥트 자동번역 완성, 로보가 훔친 신약 AI 오염, 금융사별 유가 하락 수익 배분을 실행하고 원유 100달러선 붕괴·셰일주 15퍼센트 하락을 확인한다",7,7,6,0.30,0.27,0.17,0.08,0.18,"커넥트 자동번역 완성 뒤 로보가 훔친 신약 AI에 효과 저하와 부작용 증가를 심고, 금융사별 유가 하락 수익을 나눈다. 원유 100달러선 붕괴와 셰일주 15퍼센트 하락은 보이지만 ‘스케일이 다른 투자’의 정체는 감춘 채 금융·바이오 두 전선을 함께 연다."
382,382,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,"체셔피크·헤스 공매도를 늘려 주가를 낮추고, 헤스가 가진 가이아나 펀드 30%와 태우 목표 60%를 확인한다. 미국 대사가 셰일업체 구조를 요청하자 두 회사를 고유 표적으로 제시한다.; 헤스의 가이아나 펀드 지분 30%가 드러나 태우의 목표가 60%로 구체화되고, 미국 대사가 셰일업체 구조를 공식 요청한다.; 체셔피크·헤스라는 고유 인수표적, 500억 달러 이상 자금규모, 가이아나 펀드 30%와 목표 60%, 두 회사 공매도 실행, 미국 정부 구조요청을 확보한다. 인수·지분취득은 미지급이다.",7,7,7,0.29,0.24,0.26,0.08,0.13,"체셔피크·헤스 공매도와 500억 달러 이상 인수규모, 헤스의 가이아나 펀드 30%와 태우 목표 60%를 같은 회의에서 맞춘다. 미국 대사의 구조요청까지 오지만 소유권은 아직 없어, 고유 표적과 실행행동을 살리되 인수 완료로 넘기지 않는다."
383,383,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,오바마에게 태우 단독 소형인수와 정부주도 대형컨소시엄 두 안을 제시해 후자를 택하게 한다; 오바마가 기업 참여를 설득하고 태우는 인수대상 결정권을 가진다; 태우 존재감이 국빈급 1시간 비공식 독대로 격상된다,6,7,5,0.27,0.23,0.32,0.09,0.09,오바마에게 두 인수안을 주고 대상 결정권을 얻어 국빈급 관계와 정책협상이 앞선다.
384,384,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,핀테크 100~200억 달러 참여를 받고 중국 고위층에게 CNOOC 매각을 선의처럼 제안한다; 중국 쪽이 리강과의 친분을 위해 검토에 들어간다; 미국·중국 양쪽 자본을 같은 유전판에 묶을 준비가 된다,5,6,6,0.32,0.20,0.30,0.07,0.11,핀테크 자금과 중국 CNOOC 매각을 한 판에 묶어 정보·외교 관계에 오래 머문다.
385,385,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,반년 뒤 감산 기류를 예측해 원유 재매수 타이밍을 잡고 대형 반도체단지를 완공하며 헤스 매각협상을 압박한다; 태우 무부채·현금 수백억 달러가 알려져 이사회가 최종협상을 승인한다; 태우는 돈·반도체·유전 세 기반을 동시에 키운다,6,8,7,0.30,0.23,0.19,0.08,0.20,"감산 시점과 반도체단지, 무부채 현금을 제시해 헤스 이사회의 승인을 끌어낸다. 미래 유가논리가 이사회 표와 자산 인수 허가로 바뀌어 첫 관문을 닫는다."
386,386,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,미국 긴급항공 지원까지 약속받고 이사회에 고용승계·적정 프리미엄을 제안한다; 창업가가 자기 프리미엄을 직원 위로금으로 돌려 합의가 정리된다; 헤스가 태우 품으로 들어올 실무단계에 선다,6,8,7,0.22,0.22,0.34,0.11,0.11,창업가가 자기 프리미엄을 직원 위로금으로 돌린다. 헤스 인수조건을 맞추는 숫자 협상 속에서 직원에게 남길 몫이 관계의 온도를 바꾼다.
387,387,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,체셔피크 협상을 맡기고 중국에서 CNOOC 지분을 산 뒤 금융타워 석유포지션을 정리한다; 태우상사 실제 지분이 70% 이상이라 공매도 공격을 역포획할 수 있다; 석유 인수전이 카노스 재대결의 함정으로 변한다,7,7,8,0.29,0.24,0.22,0.07,0.18,체셔피크·CNOOC를 정리하고 실제 지분 70%를 숨겨 카노스의 3단계 공격을 유도한다.
388,388,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,태우는 대비한 채 무대응하고 카노스는 헤스 적자에서 태우상사·그룹 도미노를 홍보한다; 카노스가 400% 수익을 약속해 헤지펀드를 대거 끌어모은다; 태우가 의도한 거대한 어망에 월가 세력이 들어온다,8,6,8,0.22,0.34,0.25,0.12,0.07,태우는 반응을 숨긴 채 버티고 카노스는 400퍼센트 수익을 외치며 새 펀드 자금을 모은다. 한쪽의 침묵과 다른 쪽의 과신이 맞물려 이후 역포획에 필요한 물량이 스스로 쌓인다.
389,389,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,사우디 개입이 없다는 확신과 컨소시엄 분열 소문을 흘리고 가이아나 지분에 자금을 쓴 척한다; 중소 헤지펀드들이 뒤늦게 합류하며 카노스가 부활을 확신한다; 공매도 세력의 쌈짓돈까지 모일 조건이 갖춰진다,7,6,7,0.25,0.27,0.26,0.11,0.11,사우디 불개입·컨소시엄 균열 소문으로 중소 펀드 쌈짓돈까지 끌어 관계전 압박을 높인다.
390,390,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,쉘에서 동전던지기로 태우·엑슨 지분을 1달러씩 사고 핀테크 명의 공매도 수익도 챙긴다; 수십조 가치 권리를 1달러에 얻고 엑슨이 탐사에 총력을 약속한다; 태우는 공매도 세력에게 숨긴 초대형 호재를 장전한다,5,9,6,0.20,0.24,0.18,0.17,0.21,동전던지기로 수십조 원 유전권을 1달러에 얻는 놀람과 물질 보상이 크게 솟는다.
391,391,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,유가 상승에 헤스 매물을 흡수하고 사우디에서 빈 살만의 국방장관 임명·왕세자 계획을 점검한다; 가이아나 로건팀이 10년 만에 대형 유전을 발견한다; 헤스 주가를 뒤집을 초대형 호재와 사우디 우군이 동시에 선다,8,9,7,0.22,0.30,0.24,0.13,0.11,"살만 즉위와 빈 살만의 국방장관 임명·왕세자 계획을 점검하는 사이, 가이아나 로건팀이 최소 50억 배럴로 추정되는 대형 유전을 발견한다. 헤스 공매도판을 뒤집을 호재가 태어난 것이 지급이며 정밀조사와 시장공개는 아직 다음 단계다."
392,392,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,전량을 받아 주가를 고정하고 핀테크 대출설을 흘리며 행동주의 펀드와 타워 배신사를 색출한다; 배신한 타워 헤지펀드 두 곳이 확인되고 유전 정밀조사가 끝난다; 반격은 가격상승뿐 아니라 카르텔 정화 기회가 된다,8,7,8,0.28,0.31,0.21,0.08,0.12,헤스 매도물량을 전부 받아 내면서 대출설을 흘린 타워사를 추적해 배신자를 좁힌다. 시장 방어와 내부 색출을 동시에 진행해 주가판의 압박이 조직 신뢰 문제로 번진다.
393,393,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,태우·핀테크가 지분을 사고 한정훈이 합법 매매로 상승 압력을 더한다; 헤스가 폭등해 중소 펀드가 파산권에 들어간다; 공매도 연합이 손실 앞에서 깨지기 시작한다,9,8,7,0.18,0.41,0.18,0.11,0.12,합법적으로 매수한 헤스 주가가 폭등하고 공매도에 낀 중소 펀드들이 파산선에 들어간다. 공격하던 물량이 되돌아가 상대 장부를 무너뜨리며 역포획의 결과가 숫자로 보인다.
394,394,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,"금융타워의 레일·마크 펀드에 1억 달러 프리미엄을 요구해 내보낸 뒤, 버크셔가 헤스 지분 7퍼센트 이상을 모은 이유를 확인하고 워런에게 3년 임대를 제안한다; 버크셔의 매수 목적은 가치투자였고 워런은 민재를 지지하지만 헤스 지분 매각은 거절한다; 배신 펀드 두 곳에 1억 달러 프리미엄 규율을 적용하고, 워런에게 헤스 지분 3년 임대와 정체를 밝히지 않은 시장 이벤트를 제안한다. 지분 임대와 참여 확답은 아직 전이다",7,7,8,0.20,0.26,0.35,0.10,0.09,"레일·마크 펀드가 요구한 헤스 주식 반환을 거절하고 1억 달러 프리미엄을 매긴 뒤, 버크셔의 매수 이유를 확인하는 데 회차가 오래 머문다. 워런에게는 헤스 지분 3년 임대와 정체를 밝히지 않은 시장 이벤트만 제안하므로 작전명과 참여 확답은 다음 화 몫이다."
395,395,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,가이아나 투자와 공개매수 후 재상장 계획을 제시해 워런·미 대사의 묵인을 얻는다; 미국 정부가 석유산업 방어로 보아 모른 척하고 워런이 참여한다; 공매도 제왕을 갖고 놀 국가·기업 연합이 완성된다,7,8,8,0.27,0.23,0.32,0.08,0.10,공개매수 후 재상장안을 버핏·미 대사가 묵인해 국가·기업 연합 관계가 완성된다.
396,396,DCA-N34,N34·헤스·체셔피크·가이아나와 카노스 공개매수 함정,퀀텀·버크셔 지분 공개와 100% 프리미엄 공개매수를 발표해 카노스 회의를 붕괴시킨다; 절반 이상 펀드가 카노스를 버리고 강제청산 위기에 든다; 헤스 방어가 월가자산 흡수 단계로 넘어간다,9,9,7,0.18,0.40,0.20,0.12,0.10,"헤스의 상장폐지와 100퍼센트 프리미엄 공개매수가 공시되자 카노스 진영의 절반 이상이 이탈하고 강제청산 위험이 번진다. 금융 역포획을 지급한 뒤 최재석과 중임제·평창재단 요구를 논의해, 월가 전쟁이 국내 정치의 오염 위험으로 넘어간다."
397,397,DCA-N34B,N34B·카노스 청소부 전향과 한정훈 지휘권 승계,"박만득 은퇴·인수인계를 지시하고 카노스에게 동료 펀드 배신과 자산 흡수를 제안한다; 선택지가 없는 카노스가 손을 잡고 의사결정을 태우에 위임한다; 박만덕의 동남아 퇴직 후 자리와 한정훈의 부회장 인수인계·교육 경로, 카노스의 전향 약속을 얻는다. 박만덕 은퇴와 한정훈 취임은 아직 전이다",8,8,7,0.19,0.27,0.37,0.10,0.07,"박만덕의 동남아 퇴직 자리와 한정훈의 인수인계·교육 경로를 정하는 승계 대화가 한 축이다. 다른 축에서는 카노스에게 동료 헤지펀드를 배신하고 자산을 흡수하라고 제안해 전향 약속을 받되, 실제 은퇴·취임과 2주 작전은 아직 앞에 둔다."
398,398,DCA-N34B,N34B·카노스 청소부 전향과 한정훈 지휘권 승계,"카노스가 2주 만에 헤지펀드들을 파산시키자 태우 300억 달러·금융타워 총 600억 달러를 중국에 배치하고, 한정훈의 부회장 교육·다음 달 이취임식과 태우건설의 부동산 회복을 점검한다; 카노스는 월가의 사신으로 명성을 회복하고 한정훈은 부회장 교육과 이취임식 일정을 받지만, 실제 취임식은 아직 열리지 않았다; 공매도 연합 파산과 카노스의 집행력, 태우건설의 도급 1위·토지 가치 상승을 얻고 한정훈의 부회장 취임 일정을 확정한다",6,8,8,0.23,0.21,0.34,0.11,0.11,"카노스가 약속한 2주 안에 헤지펀드들을 파산시킨 결과를 확인하고 태우 300억 달러·금융타워 총 600억 달러를 중국에 배치한다. 태우건설의 도급 1위와 토지 반등을 짚은 뒤 다음 달 이취임식 날짜를 잡아, 시장 승리를 한정훈의 지위 이전으로 넘긴다."
399,399,DCA-N34B,N34B·카노스 청소부 전향과 한정훈 지휘권 승계,한정훈이 만찬에서 갈취 의도를 파악해 절반만 내고 나머지는 늦추며 카노스를 기업청소부로 훈련한다; 천민정이 로보가 신약을 폐기한다는 내부정보를 들고 뛰어온다; 정권·중국·바이오 세 갈취판 중 가장 큰 신약 기회가 열린다,7,7,7,0.27,0.23,0.30,0.10,0.10,한정훈이 만찬의 재단 갈취를 읽고 절반만 낸 뒤 카노스를 경쟁 펀드 청소부로 돌리는 장면이 승계자의 판단을 보여 준다. 끝에서는 천민정이 로보가 폐기하려는 신약 정보를 들고 뛰어올 뿐 약 이름·권리계약은 아직 없다.
400,400,DCA-N34C,N34C·로보 GLP-1 권리계약과 중국숏 D-DAY,천민정의 시스템 정보로 선점하고 데이비드가 포섭한 에릭센을 통해 이사회 매각안을 통과시킨다; 에릭센이 로보 이사회가 태우를 속여 손실을 회수한다고 믿게 만들며 신약 매각안과 자신의 협상 담당 지위를 통과시킨다; 태우는 경쟁자보다 먼저 신약 권리를 협상할 독점 창구와 로보 내부의 포섭된 협상 담당자를 얻는다,7,5,5,0.31,0.24,0.30,0.08,0.07,폐기 보고·덴마크행·에릭센 매각안은 완성되지만 서명 전이라 정보·관계와 훅이 최고다.
401,401,DCA-N34C,N34C·로보 GLP-1 권리계약과 중국숏 D-DAY,14억 달러 개발비를 깎고 로열티 포함 조건으로 태우에 유리한 계약을 체결한 뒤 위장 소속으로 중국 공매도를 시작한다; 이사회가 손실 회수라 믿는 계약으로 태우가 미래 잭팟을 확보한다; 바이오 독점과 국가급 금융작전이 동시에 실행된다,7,9,7,0.24,0.16,0.18,0.07,0.35,폐기 신약 계약조건과 중국 숏 실행보다 독점권·개발비라는 물질 보상에 독자가 오래 머문다
402,402,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,"금융사 이익 일부를 차명계좌로 중국 수뇌부에 보내고 병원에서 오희건의 후계 부탁을 듣는다; 오희건이 도움 대가로 태우그룹 지분을 넘기겠다고 한다; 중국 수익 일부를 차명계좌로 보내 정치보험을 유지하고, 오희건으로부터 승계 조언 대가인 태우 지분을 이번 주 안에 넘기겠다는 약속을 얻는다. 실제 지분 이전은 아직 전이다",7,7,8,0.16,0.12,0.34,0.20,0.18,"중국 금융수익 일부를 차명계좌로 수뇌부에 보내는 정치보험 처리 뒤 병원 장면으로 자리가 바뀐다. 오희건이 승계 조언을 청하며 이번 주 태우 지분 이전을 약속하지만 실제 명의이전은 없어, 노인의 부탁과 오용재의 선택이 물질 지급보다 앞선다."
403,403,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,"삼진바이오·물산 합병과 평창재단 출연 감액을 제안하고 센트리언 1공장·인슐린 생산권을 교환한다; 오용재가 공장부지와 추후 보상까지 약속해 거래를 받는다; 삼진은 승계 길을, 태우는 경쟁그룹 우군과 바이오 생산망을 얻는다",7,8,6,0.18,0.15,0.32,0.10,0.25,"삼진 합병과 공장, 인슐린 권리를 놓고 오희건과 승계조건을 맞바꾼다. 회사와 연구자산의 숫자가 가족 후계 선택에 묶이면서 인수협상이 사람의 결단을 기다린다."
404,404,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,삼진 존속 이유를 설명하고 중국 2800선까지 공매도·머오타이 매수를 지시하며 서정준에게 신약 임상을 재촉한다; 천민정은 폐기신약에 치명적 부작용이 없고 올해 하반기 출시 가능하다고 판정한다; 라이벌 협력과 다이어트 잭팟이 장기 생존축으로 결합한다,5,8,7,0.34,0.15,0.10,0.08,0.33,중국 지수 전략과 신약 안전성·출시 가능성을 해석하고 미래 잭팟을 계산하는 회차다
405,405,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,연구원 대폭 증원·신축을 지시하고 위안화 절하 투자 중 국내 메르스 첫 환자를 확인해 사스 자료 인수까지 결정한다; 정부가 정보 은닉 중이라 태우의 선제 대응이 사회공헌으로 보일 기회가 된다; 비만치료제 잭팟이 코로나계열 연구 재원과 명분으로 전환된다,9,3,8,0.32,0.28,0.08,0.20,0.12,메르스 첫 환자 정보가 연구 증원과 사스 자료 인수 행동을 촉발해 정보·행동·불안이 솟는다
406,406,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,R&D센터를 비우고 음압실 20곳·이동식 병실을 자비로 설치해 정부의 메르스 전담 요청을 받는다; 정부가 대학병원 인력을 강제 파견해 감염자·시설 준비가 끝난다; 태우는 국가 방역 중심과 코로나 연구현장을 동시에 얻는다,9,6,7,0.20,0.42,0.12,0.18,0.08,R&D센터를 비우고 음압실과 이동식 병실을 설치한다. 메르스 정보를 읽는 즉시 건물과 장비가 움직여 연구거점이 환자를 받을 현장으로 바뀐다.
407,407,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,"24시간 알고리즘을 가동하고 중국 리강을 통해 제리 왕을 만나 공매도 중단 대가를 기다린다; 제리 왕이 주도권을 잃고 자신의 용선료 카드를 스스로 찾기 시작한다; 메르스 치료정보 수집망을 가동하고, 제리 왕과 용선료를 카드로 한 협상 주도권을 잡는다. 용선료 인하는 아직 제안·합의 전이다",8,6,7,0.27,0.23,0.20,0.08,0.22,"메르스 치료정보를 모으는 24시간 알고리즘을 먼저 돌리고, 리강을 통해 만난 제리 왕에게 공매도 중단의 대가를 묻는다. 10배로 뛴 용선료를 협상 카드로 쥔 채 구체 인하폭은 듣지 못해 정보수집과 협상 대기가 비슷한 길이로 맞물린다."
408,408,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,10% 제안을 거절해 절반 인하를 받아내고 귀국 후 독단 중단 금융사를 처벌하며 위안화 절하 수익을 이어간다; 센트리언이 메르스 치료제 1차 임상에 성공한다; 해운 생존비용과 감염병 기술이 동시에 큰 전환점을 맞는다,8,9,8,0.16,0.29,0.17,0.15,0.23,용선료 절반 인하와 이탈 금융사 처벌 뒤 메르스 임상 성공이 터져 행동과 보상이 동시에 오른다
409,409,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,"식약처의 비난 부담을 이용해 한국 최초 메르스 치료제 긴급사용승인을 받고, FDA가 센트리언을 방문하면 메르스·당뇨병 치료제를 함께 보여 주라고 지시한다; 메르스 치료제가 긴급사용승인으로 즉시 출시되고 FDA 현장방문 계획이 잡히지만, 당뇨병 치료제의 FDA 승인은 아직 심사 전이다; 한국 최초 메르스 치료제 긴급사용승인·출시와 FDA 현장방문 계획을 얻는다. 당뇨병 치료제의 연내 FDA 승인은 목표로 남는다",8,9,7,0.21,0.29,0.18,0.12,0.20,식약처가 공개적으로 비난했던 부담을 되받아 한국 최초 메르스 치료제 긴급사용승인과 출시를 끌어낸다. FDA 방문 때 메르스·당뇨병 자료를 함께 보여 주라는 후반 지시는 국내 지급의 흥분을 연내 미국 승인이라는 새 심사로 낮춘다.
410,410,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,악성 애널리스트 리포트에 무대응하고 로보의 권리주장을 대비하며 영국 과반정권·국민투표 통과를 예측한다; 치료제 실효는 확인되고 브렉시트가 새 군자금 기회로 확정된다; 태우는 단기 주가 대신 팬데믹 기술·거시수익을 선택한다,5,6,6,0.37,0.08,0.08,0.20,0.27,낮은 매출과 악성 리포트를 감수할 이유를 코로나와 브렉시트 미래가치로 해석하는 숨 고르기다
411,411,DCA-N36,N36·군산·새만금 투자와 사우디·신약 생산동맹,서울 지지율 30퍼센트를 계산하고 호남 공략을 위해 군산 조선소와 새만금에 쓸 10억 달러를 별도 자금으로 빼 두라고 지시한다; 10억 달러가 말 한마디로 집행될 태우의 규모가 선거판을 바꿀 카드가 된다; 국민경제당의 지역당 한계를 넘을 군산·새만금 산업투자 예산 10억 달러를 확보한다. 실제 발주·투자는 아직 전이다,6,5,7,0.25,0.15,0.22,0.08,0.30,"서울 지지율 30퍼센트를 계산한 뒤 호남 돌파구로 군산 조선소와 새만금에 쓸 10억 달러를 떼어 놓는다. 숫자와 지역정치 설명이 길고 실제 발주 전이라, 마지막에는 장명준이 수주와 탈당을 함께 받아들일지가 사람의 선택으로 남는다."
412,412,DCA-N36,N36·군산·새만금 투자와 사우디·신약 생산동맹,태우 선박 5억 달러를 군산 조선소에 일시불 발주하고 시위대에 사과한 뒤 최재석의 공로를 공개한다. 남은 5억 달러는 새만금 몫으로 두고 다른 기업을 끌어들여 총 20억 달러 이상을 만들 계획을 세운다; 그가 시위대에 사과하고 최재석 공로를 공개해 민심을 돌린다; 국민경제당이 호남 산업구제 세력으로 재평가된다,7,7,7,0.12,0.27,0.24,0.18,0.19,태우 선박 5억 달러를 군산 조선소에 일시불 발주하고 시위대에 직접 사과한 뒤 최재석의 공로를 공개한다. 현장 반응으로 호남 구제 이미지는 지급되지만 새만금 5억 달러와 타기업 자금을 합쳐 20억 달러로 키우는 계획은 아직 실행 전이다.
413,413,DCA-N36,N36·군산·새만금 투자와 사우디·신약 생산동맹,당선 가능성을 재확인하고 강 대위·천민정의 범죄정보망으로 가짜뉴스 없이 양당 악행을 과대포장한다; 트럼프가 김민재 말을 무게 있게 받아들이고 북한 정보전 인력이 작전에 붙는다; 미국 대선·한국 총선 두 여론전이 태우 우군 쪽으로 정렬된다,8,6,5,0.27,0.30,0.15,0.13,0.15,범죄정보망과 여론전을 실제 가동하고 트럼프까지 움직이는 정보전 행동이 전면에 선다
414,414,DCA-N36,N36·군산·새만금 투자와 사우디·신약 생산동맹,삼진바이오의 공장 지원을 받고 빈 살만에게 1월 나예프 축출·부패자산 환수 계획을 최종 브리핑한다; 왕실 자금난이 숙청 명분을 강화하고 빈 살만은 실행 의지를 되찾는다; 태우는 글로벌 신약 생산동맹과 사우디 차기권력을 확보한다,8,7,7,0.26,0.14,0.30,0.16,0.14,오용재 생산동맹과 빈 살만 숙청 브리핑 모두 신뢰를 걸고 사람을 움직이는 관계 협상이다
415,415,DCA-N36B,N36B·중국폭락·자율주행과 ASML 지분 수확,중국 서킷브레이커를 점검하며 사장단회의에서 범캣 AI·자동차 데이터를 렌터카와 협업시킨다; 렌터카 업체와 미국 화물망이 원격조종·자율주행 실험대상이 될 수 있다; 바이오 잭팟이 이동기술의 다음 수확 씨앗으로 이어진다,5,6,7,0.36,0.20,0.11,0.08,0.25,중국 서킷브레이커와 자율주행 실차 데이터의 미래 효용을 설명하고 투자처를 정하는 기획 회차다
416,416,DCA-N36B,N36B·중국폭락·자율주행과 ASML 지분 수확,미국 화물사까지 협업을 확대하고 중국 개장 한 시간 7%·700조 원 증발에도 주말까지 청산을 미룬다; 중국이 한 시간 만에 장을 닫아 공매도 수익이 폭발한다; 태우는 미래 이동기술 데이터와 국가급 군자금을 얻는다,9,9,9,0.18,0.32,0.06,0.19,0.25,중국 장중 7퍼센트 폭락을 견디며 청산을 늦추는 금융 행동과 위험·수익 체감이 높다
417,417,DCA-N36B,N36B·중국폭락·자율주행과 ASML 지분 수확,태우·핀테크 예상수익 400조를 확인하고 고위층 로비를 유지하며 200조 중 100조를 새 먹거리에 쓰겠다고 한다; 지역주민이 외부단체와 직접 합의하지 않으면 철수한다는 협상구조가 선다; 금융 수확이 지역 산업·정치 대전환 자금으로 바뀐다,7,8,7,0.24,0.16,0.12,0.11,0.37,400조 예상수익과 100조 재투자 규모가 새만금 갈등보다 강한 물질적 전환점으로 읽힌다
418,418,DCA-N36B,N36B·중국폭락·자율주행과 ASML 지분 수확,전세계 매도세를 이용해 청산하고 두 해운사 채권단 차이를 분석해 최재석에게 부산항 공약을 제시한다; 최재석 측이 해운·항구 정책을 국민경제당 공약으로 만들기로 한다; 태우의 성장동력이 금융수익에서 세계물류 주권으로 이동한다,7,7,6,0.25,0.20,0.17,0.08,0.30,세계 매도세 청산 뒤 해운사·부산항 정책을 설계해 금융수확을 물류자산으로 옮긴다
419,419,DCA-N36B,N36B·중국폭락·자율주행과 ASML 지분 수확,"오용재 일가의 상속세 신용대출을 약속하고 삼진이 가진 ASML 지분 3퍼센트를 현재가에 넘기는 매매에 합의한 뒤, 미국·대만 매도물량도 사들이라고 지시한다; 오용재가 은혜를 갚아 ASML 지분 매매를 받아들이고 이번 주 실무진을 보내기로 하지만, 지분 이전과 장비 우선권의 실제 귀속은 아직 전이다; 삼진 승계를 결산하고 ASML 지분 3퍼센트 매매 합의와 추가 매집 지시를 얻는다. 지분 이전·장비 우선권은 실무계약 이후다",4,8,6,0.14,0.11,0.33,0.12,0.30,"오용재 일가의 상속세 신용대출을 약속하고 삼진의 ASML 지분 3퍼센트 매매 합의를 얻은 뒤, 미국·대만 매도물량 추가 매집까지 지시한다. 지분 이전은 실무계약 전이고 마지막 연락은 최재석과 해운업 문제를 논의할 다음 날 약속만 연다."
420,420,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,"최재석과 새만금 화학단지 안전·해운 빅딜 방향을 합의하고, 수도권·광역시 부동산 PF 30조 원을 금융타워에 권유하되 참여가 없으면 태우 자금으로 하겠다고 정한다; 태우증권이 움직이면 30조 원을 하루에도 채울 수 있다는 자금력은 확인되지만, 금융사 모집과 PF 투자는 아직 실행 전이다; 새만금·부산 신항·부동산 PF를 묶은 총선 정책과 30조 원 모집 경로를 설계한다. 50조 원 실제 투자나 과반 의석은 아직 지급 전이다",7,7,7,0.20,0.17,0.24,0.08,0.31,"최재석과 새만금 화학단지 안전, 부산 신항, 해운 빅딜을 총선 정책으로 묶고 수도권·광역시 PF 30조 원 모집안을 펼친다. 금융타워가 참여하지 않으면 태우가 대겠다는 결심은 선명하지만 50조 원 실투자는 없어, 회차의 재미는 자금판을 조립하는 데 있다."
421,421,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,태우건설이 일단 수주한 뒤 타건설사에 나눌 구조를 숨기고 채권단 해운빅딜은 총선까지 기다린다; 국민경제당 정책이 검색 1위를 장악하고 건설사들이 태우 미끼에 몰릴 판이 선다; 총선 산업투자가 기업동맹 모집 플랫폼으로 변한다,5,6,7,0.27,0.18,0.14,0.08,0.33,PF 미끼 구조와 해운빅딜 시점을 설명하며 검색 1위 정책을 기업동맹 자산으로 바꾼다
422,422,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,정부의 태우 압박을 버티며 현재·현진 측에 채권단 정보를 흘리고 미국이 유고빈 전량을 소화하도록 생산량을 늘린다; 유고빈은 증산할수록 영업이익률이 30%에서 45%로 오르는 현금창출원이 된다; 정책 지지와 바이오 수익이라는 두 미끼가 모두 실적을 낸다,8,7,9,0.23,0.15,0.11,0.22,0.29,정부 압박 속 유고빈 이익이 커지고 총선 출구조사를 기다려 보상과 선거 긴장이 함께 높다
423,423,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,최재석에게 긴장을 늦추지 말라고 한 뒤 장명준에게 군산 지원의 대가로 현재가 보유 지분과 건설계열 연결을 요구한다; 장명준이 과거 도움을 갚겠다며 현재가 설득과 지분 매각에 협력한다; 국민경제당의 표가 재벌가·해운사 협상을 움직이는 권력으로 변한다,8,9,7,0.13,0.11,0.22,0.22,0.32,151석 승리 뒤 장명준의 보은과 현재가 지분 협상으로 표가 권력·자산이 되는 지급 회차다
424,424,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,산업은행장 이명걸과 자연스러운 접촉을 만든 뒤 국세청 라인을 보호하려 범서북파 자료를 강대위와 명동을 통해 언론에 흘린다; 보복성 세무조사라는 압박이 오히려 청와대 불법 권력의 증거를 폭로할 명분이 된다; 기업 방어전이 대통령 책임을 묻는 정국 전환으로 확대된다,9,7,8,0.18,0.35,0.12,0.22,0.13,세무조사 압박에 맞서 범서북파 자료를 언론에 공개한다. 방어 설명보다 증거를 먼저 터뜨려 청와대의 공격을 대중 앞 역공으로 돌린다.
425,425,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,국민경제당이 보복성 세무조사를 공개 비판하게 하고 최재석과 60일 이내 조기대선 시나리오를 계산한다; 정권의 불법 조직과 지지율 추락이 자진 사퇴 요구를 현실적 선택으로 만든다; 총선 승리 국면이 곧 대통령 교체 국면으로 넘어간다,9,5,8,0.26,0.15,0.19,0.27,0.13,정권 불법과 지지율을 따져 자진 하야를 압박하는 계산 속 최재석의 결단 긴장이 커진다
