sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_candidate,confidence
1,"ⓚ남자의 길 1화","1. 좌절",1,125,"공채 탈락·미란의 결별·부모의 빚을 한꺼번에 맞은 강혁이 취업 출구를 찾는다","밑바닥 청년이 자기 길을 고른다","빚과 실연을 견딜 출구 찾기","재성과 소주를 마시고 구인란을 뒤진다","연속 취업 실패·미란의 배신·한솔은행 1천만원 독촉","원양어선 선원 모집 광고를 붙든다","무기력 대신 떠날 선택지를 얻는다","진로","취업 낙오자→대성 6호 지원자","바다로 나갈 결심","미란과의 연애·평범한 취업 기대","부모의 빚·원양어선 생존","E01","high"
72,"ⓚ남자의 길 72화","19. 불타는 마이애미의 밤",8524,8665,"보복 계획자→마이애미 참수전 돌입자; 강혁은 크리먼을 안가 안에서 제거라는 당면 과제에 들어선다","정면 미끼 뒤 벽을 뚫고 크리먼 방까지 달린다","크리먼을 안가 안에서 제거","모랄레스가 정면을 붙드는 동안 C4로 좌측 담을 열고 본관을 돌파해 최루탄·방독면으로 크리먼과 로겔을 덮친다","RPG·총격·강혁 어깨 관통상·크리먼의 마지막 사격","강혁이 크리먼 관자놀이를 쏘고 살아 있는 키웰을 확보한다","매복을 지시한 보스에게 직접 피값을 받는다","대결·권력","매복 피해자→플로리다 보스를 죽인 정복자","키웰을 이용한 중간 간부 소집","크리먼 개인 복수","플로리다 조직 승계·평의회 심판","E10","high"
73,"ⓚ남자의 길 73화","19. 불타는 마이애미의 밤",8666,8792,"매복 피해자→플로리다 보스를 죽인 정복자; 강혁은 키웰을 굴복시켜 플로리다 조직을 넘겨받기라는 당면 과제에 들어선다","크리먼의 시체 뒤에 남은 금고와 사람까지 접수한다","키웰을 굴복시켜 플로리다 조직을 넘겨받기","안가를 태우고 부상자를 치료한 뒤 CIA 드론의 10분 43초 감시 기록을 듣고 키웰에게 협력·은퇴 중 하나를 고르게 한다","관통상·CIA 감시·죽은 보스에 대한 키웰의 충성심","키웰이 협력하고 플로리다 중간 간부들을 한곳으로 소집한다","크리먼 조직 내부로 들어갈 살아 있는 열쇠를 얻는다","권력·정보","크리먼 살해자→후계 조직을 설계하는 점령자","무장한 중간 간부들이 소집 장소에 도착한다","크리먼 안가 이탈","간부 숙청·재산 회수·평의회 승인","E10","high"
74,"ⓚ남자의 길 74화","19. 불타는 마이애미의 밤",8793,8910,"크리먼 살해자→후계 조직을 설계하는 점령자; 강혁은 충성파를 제거하고 협력자만 남겨 플로리다 장악라는 당면 과제에 들어선다","하루 만에 크리먼의 조직과 10억 달러 자산을 갈아 끼운다","충성파를 제거하고 협력자만 남겨 플로리다 장악","키웰이 간부들의 총을 거두자 강혁 측이 약 스무 명을 사살하고 세 명만 살려 지부 숙청과 자산 추적을 맡긴다","수십 개 지부의 충성 판별·보복 가능성·불법 자산의 복잡한 명의","살려 둔 세 간부가 협력하고 크리먼 개인 자산과 사업체 장부가 드러난다","10억 달러가 넘는 재산과 현지 지휘망을 하루 만에 확보한다","권력·물질","침투자→플로리다 조직의 사실상 지배자","뉴욕 마피아 평의회가 강혁의 처분을 심의한다","크리먼 충성파 숙청","평의회 정식 승인·콘델로의 반대","E10","high"
75,"ⓚ남자의 길 75화","19. 불타는 마이애미의 밤",8911,9011,"침투자→플로리다 조직의 사실상 지배자; 강혁은 평의회에서 크리먼 제거와 플로리다 승계를 승인받기라는 당면 과제에 들어선다","플라자 호텔의 말싸움으로 총격전의 승리를 합법화한다","평의회에서 크리먼 제거와 플로리다 승계를 승인받기","맥그리거의 지지를 업고 콘델로에게 멕시코 청부와 고속도로 매복의 자위권을 제시하며 반대하면 플로리다를 맥그리거에게 주겠다고 압박한다","콘델로의 공개 반대·마피아 규율·승인 실패 시 사방의 도전","승계 이익이 맥그리거에게 갈 수 있음을 깨달은 콘델로가 반대를 거둔다","사적 복수를 평의회가 수용할 수 있는 권력 거래로 바꾼다","정치·권력","플로리다 실력자→평의회 입성을 앞둔 후보","최종 표결이 남는다","크리먼 사살의 정당성 논쟁","정식 보스 선출·기존 보스들과의 공존","E10","high"
76,"ⓚ남자의 길 76화","20. 백민용",9012,9129,"플로리다 실력자→평의회 입성을 앞둔 후보; 강혁은 평의회 의석을 얻고 전후 약속을 결산하기라는 당면 과제에 들어선다","만장일치 한 표로 플로리다의 새 보스가 된다","평의회 의석을 얻고 전후 약속을 결산하기","평의회 표결을 통과한 뒤 콘델로의 경고를 받아들이고 모랄레스·키웰 등 협력자에게 약속한 몫을 배분해 지부를 안정시킨다","신참 동양인 보스에 대한 견제·전후 분배·콘델로의 적의","전원이 찬성해 강혁이 정식 평의회원이자 플로리다 보스로 확정된다","마이애미 참수전이 제도권 지위와 안정된 현금 흐름으로 결산된다","신분·권력","콜롬비아 조직 수장→미국 마피아 평의회원","한국의 미리내가 100호점 이후 더 큰 자본을 요구한다","플로리다 전쟁·평의회 승인","미리내 증자·백민용과의 커피 전쟁","E10","medium"
77,"ⓚ남자의 길 77화","20. 백민용",9130,9239,"콜롬비아 조직 수장→미국 마피아 평의회원; 강혁은 수영과 관계를 회복하고 미리내 확장 규모를 정하기라는 당면 과제에 들어선다","피 냄새를 지우고 수영과 일상에 복귀하지만 사업은 다음 전쟁을 부른다","수영과 관계를 회복하고 미리내 확장 규모를 정하기","수영의 친구들과 만나 데이트하고 볼에 입맞춤한 뒤 100호점을 넘긴 미리내 보고를 받고 직원 40~50명 충원과 추가 투자를 지시한다","장기 해외 체류가 만든 거리·급성장 조직의 인력·자본 부족","수영이 먼저 애정을 확인하고 미리내의 월 성장률 10퍼센트가 새 경쟁 국면을 연다","연애의 온기와 전국 체인 확장이라는 이중 보상을 얻는다","관계·사업","전쟁에서 돌아온 연인→수영과 미래를 생각하는 투자자","미리내가 1천억 원 자본으로 커지자 한소그룹 백민용이 반응한다","수영과 재회","대규모 증자·대기업 계열 커피점의 견제","E11","high"
78,"ⓚ남자의 길 78화","21. 커피전쟁 (1)",9240,9359,"전쟁에서 돌아온 연인→수영과 미래를 생각하는 투자자; 강혁은 미리내를 압도적 자본과 상품으로 선두권에 올리기라는 당면 과제에 들어선다","미리내의 증자가 재벌 3세 백민용의 가격 전쟁을 깨운다","미리내를 압도적 자본과 상품으로 선두권에 올리기","300억 원을 추가해 자본금을 1천억 원으로 만들고 본부를 확충하는 한편 필립 몽블랑과의 비밀 상품 계약을 준비한다","한소그룹 3남 백민용의 자존심·베로나 매출 하락·대기업 자금력","백민용이 할인과 경품으로 미리내를 눌러 버리겠다고 결정한다","성장에 필요한 실탄을 확보하고 경쟁자의 얼굴이 선명해진다","물질·대결","성장 체인→재벌 커피 브랜드의 표적","베로나가 동종 업체들과 공동 가격 인하를 모의한다","미리내 증자","백민용의 담합·필립 몽블랑 신상품","E11","high"
79,"ⓚ남자의 길 79화","21. 커피전쟁 (1)",9360,9443,"성장 체인→재벌 커피 브랜드의 표적; 강혁은 가격이 아닌 상품 차별화와 경호 사업 확장으로 버티기라는 당면 과제에 들어선다","10년 독점 디저트 계약으로 값싼 커피 공세에 맞설 칼을 숨긴다","가격이 아닌 상품 차별화와 경호 사업 확장으로 버티기","필립 몽블랑 아시아 10년 독점권을 100만 달러에 확보해 태스크포스를 꾸리고 대호가드의 미래마트 경비 계약과 20명 제빵 연수도 추진한다","동시 확장에 따른 인력 부담·플로리다 조직 안정화·경쟁사의 선제 할인","세계적 파티시에의 케이크를 미리내 전용으로 내놓을 준비가 끝난다","커피점에 모방하기 어려운 상품 우위를 장착한다","능력·사업","자본 투자자→독점 콘텐츠를 가진 브랜드 설계자","한국 귀국 전 발크와 조직원 영주권 문제를 거래한다","필립 계약 체결","경쟁사 가격 담합·디저트 출시 효과","E11","high"
80,"ⓚ남자의 길 80화","21. 커피전쟁 (1)",9444,9542,"자본 투자자→독점 콘텐츠를 가진 브랜드 설계자; 강혁은 피케 조직원의 신분을 보장하고 신상품 흥행을 확인하기라는 당면 과제에 들어선다","링컨센터 밀담과 필립 케이크 흥행으로 사람과 브랜드를 함께 지킨다","피케 조직원의 신분을 보장하고 신상품 흥행을 확인하기","오페라 관람을 가장해 발크와 만나 수십 명의 영주권을 약속받고 귀국해 필립 디저트 출시와 폭발적 주문을 점검한다","CIA 협상 노출 위험·동시 생산 한계·경쟁사의 연합 필요","미리내의 신상품이 매장을 채우자 백민용이 피렌체코리아·로만유통을 담합에 끌어들인다","부하들에게 미국 정착권을 주고 미리내의 상품성을 증명한다","의리·사업","보스→부하의 생활 기반까지 책임지는 고용주","세 회사가 함께 가격을 30퍼센트 내리는 공세를 준비한다","영주권 협상·필립 출시","3사 담합·전면 가격전","E11","high"
81,"ⓚ남자의 길 81화","21. 커피전쟁 (1)",9543,9657,"보스→부하의 생활 기반까지 책임지는 고용주; 강혁은 성급히 맞할인하지 않고 상대의 출혈을 견디기라는 당면 과제에 들어선다","30퍼센트 할인에 관청·언론·공급망까지 붙은 포위가 시작된다","성급히 맞할인하지 않고 상대의 출혈을 견디기","백민용·피터 김·이만국의 공동 할인을 지켜보며 대기시키지만 매장에는 위생 점검·기물 파손·납품 중단·청부 기사가 연달아 닥친다","매출 절반 하락·가맹점 불안·공권력과 언론을 이용한 비가격 공격","가족의 걱정까지 듣던 강혁이 단순 버티기를 끝내고 반격을 결심한다","상대가 쓸 수 있는 불법 수단과 자신의 인내 한계를 모두 확인한다","사업·감정","관망자→전면 반격을 명령한 전쟁 지휘자","신문사 소송·공급망 대체·관청 압박 차단이 동시에 시작된다","경쟁사 담합의 실체 확인","언론 여론전·가격전 장기화","E11","high"
82,"ⓚ남자의 길 82화","21. 커피전쟁 (1)",9658,9777,"관망자→전면 반격을 명령한 전쟁 지휘자; 강혁은 미리내 영업 방해를 멈추고 역공 증거를 모으기라는 당면 과제에 들어선다","CIA 정보망까지 동원해 행정 괴롭힘을 끊고 언론전의 판을 짠다","미리내 영업 방해를 멈추고 역공 증거를 모으기","허위 기사에는 손해배상 소송을 걸고 직거래 공급처를 확보하며 차기훈에게 관청 단속을 멈추게 한 뒤 경쟁 언론의 약점을 캐낸다","거대 언론사의 영향력·행정기관 유착·가맹점 이탈 시간표","강혁이 상대 신문들의 금품 수수 자료를 확보해 한우리신문과 여론전을 설계한다","포위망의 행정·공급 축을 끊고 공격할 증거를 손에 넣는다","정보·권력","피해 기업주→국가·정보 인맥을 쓰는 반격자","한우리신문이 돈과 증거를 받고 대형 폭로를 준비한다","관청 단속·공급 중단 대응","언론 폭로·방송 토론","E11","high"
83,"ⓚ남자의 길 83화","22. 커피 전쟁 (2)",9778,9879,"피해 기업주→국가·정보 인맥을 쓰는 반격자; 강혁은 담합 세력의 여론전을 공개 추문으로 만들기라는 당면 과제에 들어선다","신문 한 면과 온라인 백 명으로 상대 언론의 매수 구조를 뒤집는다","담합 세력의 여론전을 공개 추문으로 만들기","한우리신문에 3개월 전면광고 5억 원을 계약하고 보수 언론 금품 자료를 넘긴 뒤 온라인 홍보 인력 백 명으로 폭로를 확산시킨다","폭로 신문의 낮은 체급·대형 언론의 반격·유료 여론전이라는 도덕 비용","한우리 보도가 검색 1위를 차지하고 공중파 토론 의제로 올라간다","숨은 방해 공작을 전국이 보는 공개 사건으로 전환한다","정보·대결","방어자→여론 의제를 만든 공격자","공중파 토론에서 대형 신문들이 증거와 맞닥뜨린다","언론 반격 준비","방송 토론·중재 협상","E11","high"
84,"ⓚ남자의 길 84화","22. 커피 전쟁 (2)",9880,9979,"방어자→여론 의제를 만든 공격자; 강혁은 언론·관청 공격을 종결하고 가격전만 남기기라는 당면 과제에 들어선다","생방송 토론으로 거대 신문의 명분을 무너뜨리고 방해 세력을 떼어 낸다","언론·관청 공격을 종결하고 가격전만 남기기","증거가 공개된 방송 토론을 밀어붙이고 차기훈의 중재를 받아들여 신문사와 기관들이 미리내에서 손을 떼게 한다","3개월째 이어진 반값 경쟁·미리내 손실·타협 뒤 재공격 가능성","비가격 공격이 멈추자 강혁이 경쟁사들의 은행 잔고와 손실 자료를 읽는다","전장을 불법 압박에서 자본 체력 싸움으로 좁힌다","권력·정보","포위된 사업가→상대 재무를 쥔 장기전 지휘자","세 업체가 80억 원 넘는 손실과 잔고 3분의 2 감소를 감춘다","언론·행정 괴롭힘","가맹점 빼오기·재무 붕괴","E11","high"
85,"ⓚ남자의 길 85화","22. 커피 전쟁 (2)",9980,10069,"포위된 사업가→상대 재무를 쥔 장기전 지휘자; 강혁은 가격 동맹의 점포망을 미리내 편으로 돌리기라는 당면 과제에 들어선다","적자의 약한 고리인 경쟁사 가맹점주들을 통째로 빼온다","가격 동맹의 점포망을 미리내 편으로 돌리기","더 나은 수익 배분·최저수입 보장·위약금과 소송 대납 조건을 비밀리에 제시해 베로나 등 가맹점주들을 설득한다","계약 위반 위약금·가맹본부 보복·미리내가 떠안을 보장 비용","점주들이 개인 탈출이 아니라 집단 이동으로 응답하기 시작한다","상대의 확장 자산을 미리내의 신규 점포 후보로 바꾼다","관계·물질","체력전 우위→경쟁사 점주들의 대안 본부","2주 만에 70명이 계약하고 집단소송이 준비된다","상대 손실 규모 확인","70개 점포 전환·가맹 분쟁 폭로","E11","high"
86,"ⓚ남자의 길 86화","22. 커피 전쟁 (2)",10070,10180,"체력전 우위→경쟁사 점주들의 대안 본부; 강혁은 경쟁 본부들을 법적·평판 위기에 동시에 넣기라는 당면 과제에 들어선다","70개 가맹점 계약과 집단소송으로 가격 동맹의 뿌리를 뽑는다","경쟁 본부들을 법적·평판 위기에 동시에 넣기","2주간 70명을 미리내로 계약시키고 정의법무법인의 집단소송과 불공정 가맹 조건 폭로 기사를 같은 시점에 터뜨린다","막대한 위약금 대납·소송 장기화·담합 3사의 공동 대응","백민용 일행이 점주 이탈과 폭로의 배후가 강혁임을 알아챈다","경쟁사의 매장망과 명분을 동시에 붕괴시키기 시작한다","사업·대결","비밀 공작자→상대가 특정한 전면전의 주체","강혁이 피터 김의 버진아일랜드 비밀계좌를 직접 거론한다","가맹점 포섭","피터 김 이탈·담합 해체","E11","high"
87,"ⓚ남자의 길 87화","22. 커피 전쟁 (2)",10181,10304,"비밀 공작자→상대가 특정한 전면전의 주체; 강혁은 피터 김을 담합에서 이탈시키고 전쟁의 균열을 만들기라는 당면 과제에 들어선다","비밀계좌 한마디로 연합의 첫 축을 빼내고 수영과 평온을 되찾는다","피터 김을 담합에서 이탈시키고 전쟁의 균열을 만들기","버진아일랜드 은닉계좌 자료를 제시해 피터 김에게 손을 떼라고 강요한 뒤 수영과 식사하며 거친 사업 세계와 일상을 분리한다","정보 사용이 낳는 협박 비용·수영에게 숨긴 삶·백민용의 남은 자금","피터 김이 생존을 택해 연합 탈퇴를 결정한다","총 한 발 없이 담합의 상호 신뢰를 깨고 연애의 휴식도 얻는다","정보·관계","연합 상대→비밀을 쥔 해체자이자 수영의 연인","피렌체코리아 이탈이 로만유통과 베로나의 연쇄 붕괴를 부른다","피터 김 압박","나머지 동맹 이탈·미리내 1위 결산","E11","high"
88,"ⓚ남자의 길 88화","22. 커피 전쟁 (2)",10305,10412,"연합 상대→비밀을 쥔 해체자이자 수영의 연인; 강혁은 커피 전쟁을 압도적 점유와 수익으로 끝내기라는 당면 과제에 들어선다","담합 붕괴 뒤 250개 점포와 월별 명품 케이크로 시장을 접수한다","커피 전쟁을 압도적 점유와 수익으로 끝내기","피터 김에 이어 로만유통을 이탈시키고 세계 제빵사 12명의 월별 특선 케이크를 내며 전환 점포를 포함해 250개 매장으로 넓힌다","급격한 점포 전환 관리·상품 희소성 유지·한소의 최종 법정 저항","분기 순이익 30억 원을 올린 가운데 대법원이 한소 측에 320억 원 배상을 확정한다","가격전의 출혈을 전국 250점과 법정 배상으로 되돌려 받는다","지위·물질","도전자 브랜드→업계 선두를 확정한 전국 체인","백민용의 집안과 한소그룹이 320억 원 부담을 결산한다","3사 가격 동맹","백민용 실각·콜롬비아 송유관 완공","E11","high"
89,"ⓚ남자의 길 89화","23. 미쓰비시 상사",10413,10531,"도전자 브랜드→업계 선두를 확정한 전국 체인; 강혁은 커피 전쟁의 사람값을 끝내고 석유 사업의 첫 수익을 확인하기라는 당면 과제에 들어선다","백민용은 자리에서 밀려나고 콜롬비아 송유관은 연 20억 달러를 연다","커피 전쟁의 사람값을 끝내고 석유 사업의 첫 수익을 확인하기","백민용의 형과 아버지가 배상금을 메우되 그를 경영에서 쫓는 결말을 확인하고 콜롬비아로 가서 마리오 대통령과 송유관 준공식에 선다","재벌가의 체면 손실·마리오의 유전 이익 질투·인접 광구의 거대한 매장량","연 20억 달러 수출과 25억 배럴 매장량이 공개되자 마리오가 인접 3~5광구를 탐낸다","미리내 업계 1위와 독자 송유관이라는 두 사업 결산을 얻는다","지위·물질","커피전 승자→산유 인프라를 가진 국제 사업가","마리오가 구두 약속을 깨고 미쓰비시의 30억 달러 제안을 검토한다","커피 전쟁·백민용 퇴장","미쓰비시 광구 계약·마리오의 배신","E11","medium"
90,"ⓚ남자의 길 90화","23. 미쓰비시 상사",10532,10642,"커피전 승자→산유 인프라를 가진 국제 사업가; 강혁은 3~5광구를 빼앗기지 않도록 대통령을 설득하기라는 당면 과제에 들어선다","마리오가 30억 달러에 약속한 광구를 미쓰비시에 넘긴다","3~5광구를 빼앗기지 않도록 대통령을 설득하기","페레스에게 계약 소식을 듣고 대통령궁에서 마리오와 산토스에게 구두 약속과 장기 신뢰를 들이밀지만 겉으로는 결과를 수용한다","국가 재정에 즉시 들어오는 30억 달러·이미 기운 대통령·법적 우선권 부재","설득이 실패하자 강혁이 감정을 감추고 직접 계약을 깨는 쪽으로 돌아선다","정치적 호소가 통하지 않는 경계를 확인하고 비공식 전쟁의 명분을 얻는다","배신·전략","대통령의 우군→국가 계약을 우회해 되찾을 공작자","강혁이 리오스에게 미쓰비시를 몰아내 달라고 제안한다","마리오와의 신뢰","FARC 공격 계약·광구 탈환","E12","high"
91,"ⓚ남자의 길 91화","23. 미쓰비시 상사",10643,10761,"대통령의 우군→국가 계약을 우회해 되찾을 공작자; 강혁은 리오스에게 광구 축출전을 맡기고 콜롬비아 기반을 지키기라는 당면 과제에 들어선다","FARC와 20퍼센트 계약을 맺는 밤 마리아의 오래된 사랑도 선을 넘는다","리오스에게 광구 축출전을 맡기고 콜롬비아 기반을 지키기","순이익 50퍼센트를 요구한 리오스와 20퍼센트로 협상한 뒤 귀가해 사랑을 고백하며 다가오는 마리아를 받아들인다","FARC의 과도한 몫·정부와의 관계 파탄 위험·수영을 배신한다는 죄책감","마리아가 먼저 관계를 선택하고 강혁이 거절하지 못해 두 사람이 잠자리를 함께한다","미쓰비시를 칠 무장세력과 가장 가까운 동료의 사랑을 동시에 얻지만 도덕 부채가 생긴다","관계·동맹","수영의 연인·마리아의 보호자→두 관계 사이에 선 남자","아침이 된 뒤 마리아가 관계의 이름과 대가를 말한다","FARC 공격 조건","마리아와의 비밀 관계·미쓰비시 현장 공격","E12","high"
92,"ⓚ남자의 길 92화","23. 미쓰비시 상사",10762,10874,"수영의 연인·마리아의 보호자→두 관계 사이에 선 남자; 강혁은 마리아의 안전과 새 관계를 정리하고 광구 공격을 준비하기라는 당면 과제에 들어선다","마리아는 곁에 있는 것만 요구하고 강혁은 집과 경호로 책임을 대신한다","마리아의 안전과 새 관계를 정리하고 광구 공격을 준비하기","마리아의 조건 없는 곁자리를 받아들이며 전담 경호·차량·새집을 마련하고 호텔·카지노를 묶은 자본금 3억 달러 미리내레저를 세운다","수영에게 숨기는 죄책감·공개할 수 없는 관계·미쓰비시 현장의 경계","마리아가 정식 연인 지위를 요구하지 않아 불안정한 삼각관계가 지속된다","마리아의 생활 기반과 새 관광 사업체를 마련한다","관계·물질","보호자→마리아의 비밀 연인이자 생활 책임자","경비가 약한 미쓰비시 야영장을 FARC 400명이 노린다","마리아의 관계 조건","FARC 기습·미리내레저 사업","E12","high"
93,"ⓚ남자의 길 93화","24. 미쓰비시 상사 (2)",10875,10985,"보호자→마리아의 비밀 연인이자 생활 책임자; 강혁은 미쓰비시의 철수를 강제하면서 손해까지 회수할 계약 만들기라는 당면 과제에 들어선다","송유관 사용 계약에 10배 위약금을 심고 FARC의 첫 기습을 지켜본다","미쓰비시의 철수를 강제하면서 손해까지 회수할 계약 만들기","다카하시에게 송유관 사용료 5천만 달러와 첫해 1천만 달러·해지 시 10배 배상을 서명시키고 드론 화면으로 FARC 400명의 야영장 공격을 관찰한다","일본 기업의 법무 검토·정부군 개입·강혁과 FARC의 연결 노출 위험","FARC가 병력을 유인해 30명 넘는 일본인을 생포하고 장비는 강혁 몫으로 남긴다","법적 덫과 인질 사태라는 두 겹의 철수 압력을 만든다","정보·물질","송유관 소유주→계약과 무장세력을 함께 쓰는 함정 설계자","리오스가 3천만 달러와 콜롬비아 철수를 인질 조건으로 건다","송유관 사용 계약","인질 협상·미쓰비시 철수 여부","E12","high"
94,"ⓚ남자의 길 94화","24. 미쓰비시 상사 (2)",10986,11096,"송유관 소유주→계약과 무장세력을 함께 쓰는 함정 설계자; 강혁은 몸값과 공포로 미쓰비시 현장을 멈추기라는 당면 과제에 들어선다","400명 기습대가 다카하시를 포함한 일본인들을 인질로 잡는다","몸값과 공포로 미쓰비시 현장을 멈추기","FARC가 제3사단 절반을 미끼 쪽으로 빼고 야영장을 습격해 일본인 30여 명을 생포한 뒤 3천만 달러와 철수를 통보하게 한다","처형 시한·일본 정부 압력·미쓰비시 주가 30퍼센트 급락·회장 이치로의 체면","미쓰비시는 목숨을 살리기 위해 3천만 달러를 지급하지만 철수 대신 미국 용병 투입을 택한다","첫 몸값과 국제적 공포를 얻지만 적이 더 강한 경비로 돌아온다","대결·물질","공포 공작자→미쓰비시 본사까지 흔든 보이지 않는 적","미국 용병대가 광구로 들어와 FARC의 재공격을 기다린다","첫 야영장 기습·인질 석방","용병전·장기 철수 압박","E12","high"
95,"ⓚ남자의 길 95화","24. 미쓰비시 상사 (2)",11097,11213,"공포 공작자→미쓰비시 본사까지 흔든 보이지 않는 적; 강혁은 용병 방어를 무력화하고 외국 투자자들을 겁주기라는 당면 과제에 들어선다","몸값을 낸 미쓰비시가 용병으로 버티자 도시와 자기 현장까지 전쟁터로 꾸민다","용병 방어를 무력화하고 외국 투자자들을 겁주기","FARC의 보고타 미쓰비시 사무실 자폭 공격을 이용하고 자기 광구에도 위장 공격을 꾸민 뒤 용병과 FARC의 교전 결과를 분석해 보급·박격포 괴롭힘으로 전술을 바꾼다","용병의 화력으로 FARC 40명 사망·자기 사업 피해·민간인 공포와 테러 책임","정면 재공격이 실패하자 강혁이 점령 대신 노동자 이탈과 비용 누적을 노린다","적의 강점을 확인하고 더 싼 소모전으로 전환한다","전략·대결","기습 의뢰인→장기 소모전을 설계하는 전장 관리자","드론 좌표를 받은 FARC 박격포가 매일 야영장을 두드린다","인질 몸값","노동자 이탈·이치로 개인 압박","E12","high"
96,"ⓚ남자의 길 96화","24. 미쓰비시 상사 (2)",11214,11339,"기습 의뢰인→장기 소모전을 설계하는 전장 관리자; 강혁은 매몰비용에 버티는 이치로 개인을 꺾기라는 당면 과제에 들어선다","드론 유도 박격포와 보급로 습격이 광구 노동자를 모두 떠나게 한다","매몰비용에 버티는 이치로 개인을 꺾기","FARC에 야영장 좌표를 넘겨 박격포를 쏘고 보급차를 계속 끊어 작업을 마비시키며 도쿄 내부 협조자에게 이치로 동선을 받는다","용병 경계·이치로의 사장직 집착·해외 공작 노출 위험","전화 경고 직후 이치로의 차량이 폭발해 공격이 콜롬비아 밖까지 닿음을 보여 준다","채굴 인력을 없애고 최고 결정권자의 공포를 직접 깨운다","공포·정보","현장 소모전 지휘자→도쿄의 회장까지 겨눈 추적자","강혁이 맞은편 옥상에서 살아남은 이치로의 결정을 지켜본다","미쓰비시 현장 가동","도쿄 차량 폭발·철수 결단","E12","high"
97,"ⓚ남자의 길 97화","24. 미쓰비시 상사 (2)",11340,11436,"현장 소모전 지휘자→도쿄의 회장까지 겨눈 추적자; 강혁은 미쓰비시의 전면 철수와 자신의 무관함을 함께 확정하기라는 당면 과제에 들어선다","이치로는 차량 폭발을 보고 철수를 결심하고 강혁은 수영과 도쿄 데이트를 알리바이로 삼는다","미쓰비시의 전면 철수와 자신의 무관함을 함께 확정하기","맞은편 건물에서 이치로의 반응을 확인한 뒤 수영과 도쿄 관광을 하며 정상 여행처럼 행동하고 콜롬비아의 공포가 다른 입찰사에도 퍼지게 둔다","수영에게 숨기는 공작·일본 수사 가능성·대체 인수자 등장 위험","이치로가 콜롬비아 전면 철수를 지시하고 페트로차이나 등 잠재 매수자도 물러난다","미쓰비시뿐 아니라 후속 경쟁자까지 광구에서 밀어낸다","전략·관계","보이지 않는 공격자→연인과 알리바이를 공유하는 승자","송유관 계약의 10배 위약금 5억 달러 청구서가 발송된다","이치로의 버티기·대체 매수자","위약금 협상·광구 헐값 인수","E12","high"
98,"ⓚ남자의 길 98화","24. 미쓰비시 상사 (2)",11437,11540,"보이지 않는 공격자→연인과 알리바이를 공유하는 승자; 강혁은 위약금을 지렛대로 미쓰비시 광구 지분을 헐값에 사기라는 당면 과제에 들어선다","유일하게 정상 출하하는 사업자가 된 강혁이 5억 달러 청구서로 철수 대가를 거둔다","위약금을 지렛대로 미쓰비시 광구 지분을 헐값에 사기","데이비드 김을 통해 5억 달러 손배를 청구하고 사격장에서 요시모토를 위협해 책임을 인정시킨 뒤 신임 사장 노다에게 지분 1억 달러 매입안을 제시한다","미쓰비시 법무팀·지급 지연·강압 협상의 외교적 위험","미쓰비시가 위약 책임을 인정하고 이치로는 해임되며 노다가 자산 일괄 매각을 역제안한다","적의 패배를 현금 청구권과 광구 인수 기회로 바꾼다","물질·권력","광구 탈환 공작자→매도 조건을 정하는 유일한 구매자","노다가 콜롬비아 전 자산을 5억 달러 상계로 넘기겠다고 한다","미쓰비시 철수·위약 책임","3~5광구·금광 일괄 인수","E12","high"
99,"ⓚ남자의 길 99화","25. 광성회",11541,11661,"광구 탈환 공작자→매도 조건을 정하는 유일한 구매자; 강혁은 미쓰비시 자산 인수를 끝내고 한국의 삶으로 돌아가기라는 당면 과제에 들어선다","5억 달러 손배를 없애 주고 3~5광구와 톨리마 금광을 통째로 얻는다","미쓰비시 자산 인수를 끝내고 한국의 삶으로 돌아가기","노다의 콜롬비아 전 자산 5억 달러 상계안을 받아들여 광구와 금광을 이전받고 분노하는 마리오를 뒤로한 채 귀국한다","마리오 대통령의 체면과 적의·사업권 이전 절차·FARC와의 이익 배분","합법 계약으로 마리오가 넘긴 광구를 되찾고 예상 밖 금광까지 확보한다","무력 공작의 비용을 핵심 자원과 법적 소유권으로 결산한다","지위·물질","배신당한 사업가→3개 유전과 금광의 소유주","수영 친구들과의 모임에서 강혁의 직업과 체면이 시험받는다","미쓰비시 광구전","수영의 체면·남대문을 넘보는 광성회","E12","medium"
