sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_candidate,confidence
"262","262화","","32056","32186","코브라 지원으로 알파팀이 착륙지점에 도착하고 첫 치누크에 인질과 부상병을 태운다.","부하보다 먼저 떠나지 않겠다는 선택을 지키면서 두 번째 수송편으로 전원을 철수시킨다.","남은 대원들을 치누크에 태워 보사소 포위망을 벗어난다.","강혁은 남는 자리가 있어도 부상병부터 보내고 최광철 등과 두 번째 헬기를 기다린다.","로체 측 RPG가 눈앞의 두 번째 치누크를 격추해 미군 승무원 세 명이 전사하고 예비 시호크에는 공격헬기 호위가 없다.","CIA는 HEU를 이미 확보했다는 이유로 위험을 더 지지 않으려 하고 멀래리 함장은 코브라 재무장까지 최소 30분을 요구한다.","고동현이 깁스 멱살을 잡고 배신을 규탄하지만 강혁과 대원들은 해적 포위 속에 고립된다.","의리/위기","부하와 함께 남은 강혁의 의리는 가장 위험한 대가를 치르고 미국 지원 관계의 냉정한 거래성이 드러난다.","호위 없는 시호크 투입이 거부되어 알파팀이 30분을 버티거나 다른 탈출로를 찾아야 한다.","인질 선행 철수","치누크 격추·알파팀 고립","L14-I 보사소 야간 동시구출전","high"
"263","263화","","32187","32310","구출헬기 재투입이 30분 뒤로 밀리자 강혁은 포위된 착륙지점에서 플랜 B를 발동한다.","앉아 죽기를 기다리지 않고 구축함 함포가 만드는 화력터널을 대원들과 직접 달려 통과한다.","그리들리함 5인치 함포 사격을 길로 삼아 북서쪽 해안 탈출지점까지 이동한다.","강혁은 3분 뒤 움직일 좌표를 불러주고 대원 한 명씩 눈을 맞춰 결의를 다진 뒤 포격 개시 2분에 선두로 돌진한다.","10초마다 바뀌는 탄착 좌표가 어긋나면 아군이 몰살하며 완전군장·부상병·해적 추격이 행군 속도를 깎는다.","대원들은 공포를 농담과 군대 기백으로 눌러 대열을 유지하고 로체 추격대는 함포 포격에 절반 이상을 잃는다.","민간 피해를 줄이기 위한 경계선을 통과하자 함포 지원이 멎고 지친 대원들이 마지막 해안 구간으로 들어선다.","행동/결속","강혁과 대원들은 돈으로 묶인 용병이 아니라 서로의 부상과 군장을 나눠 지는 전우 공동체로 선명해진다.","화력터널 밖에서 살아남은 로체가 추격을 재개해 마지막 교전 가능성이 열린다.","함포 화력터널 돌파","지원 종료 뒤 해안까지 자력 돌파","L14-I 보사소 야간 동시구출전","high"
"264","264화","","32311","32464","해안을 앞둔 강혁 일행이 로체의 잔여 해적 스무 명과 정면으로 맞닥뜨린다.","탄약과 체력이 바닥난 상태에서도 부상자를 버리지 않고 마지막 차단선을 뚫는다.","유탄·수류탄 돌격으로 술집 진지를 제압하고 시호크 두 대에 전 대원을 태운다.","강혁은 M203 유탄과 남은 수류탄을 한꺼번에 투사한 뒤 선두에서 돌격하고 총상자의 지혈을 직접 확인해 일으켜 세운다.","부상병이 다섯이고 탄약이 거의 없으며 로체 잔당이 다시 몰려오면 버틸 수 없다.","코브라 두 대가 재등장해 해안을 엄호하고 강혁은 부상병을 먼저 태운 뒤 마지막으로 시호크에 올라 술 약속을 재확인한다.","폐허가 된 보사소에 남은 로체는 복수를 맹세하지만 알쿠타지가 돈 반환을 거부한 그와 로메로를 사살해 추격선까지 닫는다.","행동/결산","강혁은 인질·핵물질·대원을 함께 회수하고 그의 현장 의리가 탈출 순서와 부상자 돌봄이라는 행동으로 결산된다.","아덴 귀환과 미·일 의뢰 결산 뒤 한소 지분 매각·개인 관계 진로가 다시 기다린다.","인질·HEU·대원 전원 탈출·로체 사망","작전 사후 보상과 다음 삶의 선택","L14-I 보사소 야간 동시구출전","high"
"265","265화","","32465","32595","보사소 작전 부상자들이 아덴 시립병원에 입원하고 한국에서는 한소 경영권전으로 주가가 치솟는다.","전우의 치료·보상을 끝까지 책임지는 동시에 골드원 지분을 백민용에게 최고가로 떠넘길 순간을 잡는다.","부상자 후송을 준비하고 한소 양 진영의 자금 경쟁을 이용해 골드원 지분 매각을 성사시킨다.","강혁은 부상자 전세기·치료비와 1인당 2억원 보너스를 지시하고 귀국한 뒤 수영과 영화 데이트 중 요세프의 협상 개시 보고를 받는다.","백문수·박미경 측이 오성그룹 자금까지 끌어오자 백민용은 주가 고점에서 자기 주식을 담보로 최대 대출을 받아야 한다.","강혁의 주주권 언론전이 양측을 지분 매입 경쟁으로 몰고 윤석원이 마침내 요세프에게 먼저 면담을 청한다.","평범한 영화관에서 수영과 팝콘을 고르는 강혁에게 요세프가 백민용이 백기를 들었다고 전화한다.","결산/관계","전투 책임은 부상자 보상으로 닫히고 강혁은 연인과 일상을 보내면서도 한 통의 전화로 재벌 전쟁을 지휘한다.","요세프가 백민용의 돈가방을 얼마나 털어올지가 다음 협상 쟁점이 된다.","소말리아 부상자 보상·후송 준비","골드원 지분 최종 매각 협상","L14-J 골드원 엑시트와 한소 삼분","high"
"266","266화","","32596","32741","윤석원과 이승렬이 기존 26억달러 제안을 받아들이러 호텔로 오지만 요세프는 오른 주가를 반영해 30억달러를 요구한다.","백민용의 재기 자금까지 소진시키며 골드원 투자 차익을 확정하고 다음 함정을 작동시킨다.","각 7% 한소 지분을 30억달러에 팔아 백민용에게 부채와 고점 주식만 남긴다.","요세프는 한 푼도 깎지 않고 협상을 버티며 30억달러 계약을 체결하고 강혁은 수영과 데이트 뒤 회장실에서 결과를 받아 축배를 약속한다.","백민용은 대출만으로 돈이 부족해 선대의 내부거래 비자금까지 털어야 하고 매각 뒤에도 한소그룹이라는 실물 권력이 남는다.","강혁은 단순 해임보다 재기 기반을 말리는 편이 효율적이라고 피케에게 설명하며 며칠 뒤의 주가 붕괴를 예고한다.","대금 송금과 지분 이전 직후 골드원 매각 소식이 증권가에 퍼져 한소 주가가 20분 만에 8% 이상 폭락한다.","금융/복수","강혁은 원금 외 20억달러 차익을 얻고 백민용은 승리했다고 믿는 순간 현금 없는 고점 차입자로 바뀐다.","매물이 10만 주 넘게 쌓이며 한소의 주가·채무 함정이 본격화한다.","골드원 30억달러 엑시트","한소 주가 폭락과 숨은 후속 타격","L14-J 골드원 엑시트와 한소 삼분","high"
"267","267화","","32742","32844","골드원 지분을 떠안은 직후 한소 주가가 이틀 연속 급락하고 UAE 42억달러 석유터미널 입찰 자격까지 박탈된다.","백민용이 빚으로 산 지분의 가치를 무너뜨리고 반대파가 계열사를 떼어낼 수 있는 자금·명분의 창을 연다.","채권 실패와 현금출자로 한소의 유동성을 고갈시킨 뒤 백문수·박미경의 계열분리를 성사시킨다.","강혁은 실제 뇌물 수사 발표 시점만 조절해 주가 충격을 키우고 요세프는 반대파에 저가 매수 시점을 미리 알려준다.","주가가 최고가 대비 40% 빠지고 1조원 채권은 10%도 팔리지 않아 백민용은 한소건설에 계열사 현금 1조5000억원을 억지 출자한다.","백문수·박미경은 그 부당 출자를 명분으로 임시주총을 통과시켜 금융·유통 계열을 각각 가져가고 한소를 실질적으로 세 그룹으로 분해한다.","백민용은 골드원을 배후로 의심해 최수혁에게 뒷조사를 명하고 강혁은 20억달러 차익을 들고 가족과 블라디보스토크로 떠난다.","권력/결산","백민용의 한소 독점은 금융·유통·잔여 산업군으로 갈라지고 가족 간 정은 복수심만 남긴 채 철천지원수 관계가 된다.","골드원 실소유주 추적과 강혁의 러시아 가족여행·현지 조직 점검이 동시에 열린다.","한소 3분할·골드원 투자 결산","백민용의 배후 추적·러시아 현지 문제","L14-J 골드원 엑시트와 한소 삼분","high"
"268","268화","","32845","32955","강혁은 부모·여동생·수영을 데리고 블라디보스토크 중앙광장과 관광지를 돌며 첫 가족 해외여행을 보낸다.","사업 때문에 미뤄온 가족 시간을 되찾는 동시에 자신이 세운 연해주 질서의 균열을 바로잡는다.","가족에게는 아들·연인으로 머물고 카지노 현장에서는 삼합회 재침투를 막을 조직 책임자로 복귀한다.","부모와 산책하며 앞으로 가족 시간을 늘리겠다고 다짐한 뒤 수영에게 가족을 맡기고 카지노에서 박종석·톨레바의 사업 보고를 받는다.","중국 노동자 유입을 타고 삼합회가 소규모 작업장의 조합 통제를 깨며 세를 다시 불리고 현지 간부들은 문제를 안이하게 다뤘다.","강혁은 임금의 10%만 받으라는 착취 금지 원칙과 연해주에서 삼합회를 쓸어내라는 폭력적 영토 원칙을 한 자리에서 동시에 선언한다.","톨레바가 행동대장 고르비를 빈민촌으로 불러 강혁의 축출 명령을 실행하기 시작한다.","가족/조직","관광지의 다정한 아들과 카지노에서 모두를 얼어붙게 하는 보스라는 강혁의 두 얼굴이 같은 도시에서 선명하게 교대한다.","톨레바의 삼합회 소탕 방식과 이에 대한 중국 조직의 반격이 다음 국면을 연다.","한소 경영권전 종료·가족여행 시작","연해주 삼합회 축출 작전","L15-A 블라디보스토크 가족여행과 삼합회 축출령","high"
"269","269화","","32956","33122","톨레바·박종석의 행동대가 블라디보스토크 삼합회 거점들을 동시에 기습한다.","가족을 현지 조직전에서 떼어놓고 자신이 세운 연해주 통제권을 단숨에 복구한다.","용천단 기반을 파괴하고 가족 여행을 안전한 유럽 일정으로 전환한다.","고르비가 상하이 술집을 전멸시켜 시신과 건물을 불태우고 부두 목재창고 등 여러 거점을 같은 밤 공격한다.","용천단 보스 홍레이는 별장에 있어 살아남고 벌목장으로 병력을 모아 반격을 준비한다.","강혁은 전쟁을 명령했지만 가족이 휘말리지 않도록 이튿날 모스크바를 거쳐 유럽으로 떠나는 보호 선택을 한다.","새 장 ‘탐욕과 열등감’에서 백민용이 필리핀의 노철기로부터 10억원 추가 요구를 받고 반복 협박의 위험을 깨닫는다.","영토/가족","연해주 조직전은 강혁의 질서 회복으로 시작되지만 그는 가족 앞에서는 전쟁보다 거리 확보를 먼저 택한다.","백민용이 자신을 협박하는 부친·형 살해 공범 노철기를 없애기로 마음먹는다.","삼합회 거점 기습·가족 안전 이동","홍레이 반격·노철기 입막음","L15-A 블라디보스토크 가족여행과 삼합회 축출령","high"
"270","270화","","33123","33267","백민용은 계속 돈을 요구할 노철기를 시한폭탄으로 보고 최수혁에게 살해를 지시한다.","강혁이 백건호 부자 죽음의 직접 증인을 잃고도 백민용의 아킬레스건을 계속 추적할 근거를 얻는다.","노철기 제거의 배후를 확신하고 살인 교사 증거 수집을 중단하지 않는다.","최수혁은 세부에서 스페츠나츠 출신 해결사 니콜라이를 고용하고 니콜라이는 리조트 방갈로의 노철기와 부하 셋을 5분 만에 사살한다.","현금·귀중품이 남은 원한 살인이라 필리핀 경찰이 수사하지만 노철기라는 증인은 영원히 입을 닫고 국내 사건도 단순 교통사고로 종결될 가능성이 크다.","파리 가족여행 중 보고를 받은 강혁은 증인 제거 자체가 백민용 개입의 강한 정황이라고 읽고 피케에게 물증을 찾을 때까지 파고들라 한다.","명품 쇼핑 뒤 지친 강혁은 팩소주를 혼자 사 온 아버지에게 한 모금도 얻지 못하는 가족 일상으로 돌아간다.","범죄/관계","백민용은 공범까지 죽여 가족살해의 선을 넘고 강혁은 사적 의심을 장기 정보전으로 전환한다.","귀국 뒤 두 달 남은 대통령 선거와 백민용의 정치권 베팅이 새 대결장이 된다.","노철기 패거리 전원 사망","백건호 부자 살인 물증 추적·대선 정국","L15-B 노철기 입막음과 5000억 대선 비자금","high"
"271","271화","","33268","33371","가족여행을 마치고 귀국한 강혁은 여당 경선과 야권 단일화가 맞붙은 대선 판세를 차문호와 점검한다.","정치권 어느 쪽에도 휘둘리지 않을 최소한의 보험을 들고 백민용의 위험한 단일 베팅을 감시한다.","각 정당에 균형 후원하되 기존 인연인 차기훈에게 힘을 더하고 한소가 선택한 후보와 거래 배경을 파악한다.","강혁은 각 정당에 30억원씩, 차기훈에게 20억원을 추가 후원하고 차문호에게 백민용이 김상진과 자주 접촉한다는 보고를 받는다.","여당은 차기훈 30%·김상진 21%, 야권 목진원 34%, 부동층 15%의 혼전이고 현 대통령 전노민이 친형 비리 갈등 때문에 차기훈 대신 김상진을 밀고 있다.","강혁은 불이익을 피할 분산 전략을 택하지만 백민용은 청와대의 파격 특혜 약속을 받고 김상진 한 사람에게 그룹 운명을 건다.","애락원에서 청와대와 거래한 백민용이 임원들 앞에서 김상진 지지를 확정하고 이승렬에게 선거자금 준비를 지시한다.","정치/선택","강혁의 신중한 보험과 백민용의 탐욕 섞인 올인 선택이 같은 대선 판에서 대비된다.","한소가 감당하기 어려운 규모의 비자금을 얼마·어떻게 조성할지가 비밀 지시로 넘어간다.","가족여행 귀국·대선 후원 방향 설정","한소의 김상진 올인과 불법 선거자금","L15-B 노철기 입막음과 5000억 대선 비자금","high"
"272","272화","","33372","33500","백민용은 유동성이 마른 한소에 일주일 안에 현금 5000억원의 김상진 선거자금을 만들라고 지시한다.","상대가 스스로 회사를 말아먹는 선택에는 개입하지 않되 자신을 다시 겨냥하는지 감시한다.","한소 내부 정보망으로 자금 조성과 청와대 거래를 추적하고 직접 공격 여부를 결정한다.","대호가드 첩자 문홍성이 어음 할인·결제대금 부풀리기 계획을 차문호에게 넘기고 강혁은 감시 지속만 명한 채 선제 타격을 보류한다.","백민용은 청와대 압력으로 한도 초과 신용대출 1조원을 받고 박석빈 비서실장에게 사외이사 자리·현금 가방을 주며 금융 질서와 계열사 존립을 함께 위태롭게 한다.","애락원 술상에서 박석빈이 미리내·백문수·박미경 회사에 국세청 세무조사를 넣겠다고 약속해 백민용의 정치 베팅이 강혁을 직접 건드리는 복수로 바뀐다.","차문호가 1조원 대출 배후가 박석빈이라고 밝힌 뒤 강혁에게 추가 악재를 보고하려 한다.","정보/경계","강혁의 ‘건드리지 않으면 놔둔다’는 선이 백민용의 권력 청탁 때문에 무너지기 직전이 된다.","국세청 세무조사 통보가 오면 강혁이 대선 비자금과 청와대 비리를 역공 카드로 쓸 수 있다.","5000억원 비자금 조성 포착","박석빈의 세무조사 청탁·강혁 재개입","L15-B 노철기 입막음과 5000억 대선 비자금","high"
"273","273화","","33501","33647","박석빈 압력으로 미리내와 한소 분리 계열사들에 특별 세무조사가 예고된다.","정치권의 보복성 조사에서 회사를 지키고 백민용이 건드린 만큼 직접 보상받는다.","회계상 약점을 선제 점검해 조사 피해를 막고 이틀 뒤 이동할 5000억원 비자금 수송을 노린다.","차문호의 국세청 정보로 임원회를 소집하고 조사에 대비한 뒤 피케에게 입 무거운 대호가드 대원 열 명을 준비시키라 한다.","국세청 직원들이 점령군처럼 본사를 뒤지며 임직원을 장시간 압박하고 백문수·박미경 계열사는 백민용이 넘긴 내부자료로 탈세가 대거 적발된다.","이중장부 없이 운영한 미리내에서는 사소한 지적밖에 나오지 않아 백민용의 권력 공격이 실질 피해 없이 실패한다.","강혁은 세무조사 영업방해의 보상금으로 백민용의 대선 비자금 자체를 빼앗겠다고 결심한다.","대결/명분","강혁의 방어적 중립은 자신과 직원들이 직접 공격받자 행동적 보복으로 전환된다.","도시은행 금고에서 현금 5000억원을 꺼내는 한소 TF의 주말 수송이 시작된다.","미리내 세무조사 방어","5000억원 현금 트럭 탈취 계획","L15-C 강변북로 5000억 탈취전","high"
"274","274화","","33648","33804","사과상자 백 개가 넘는 현금 5000억원을 실은 5톤 트럭이 호위 차량과 강변북로를 달린다.","백민용·청와대의 불법 선거자금을 공개 증거 없이 가로채며 김상진의 경선 자금줄을 끊는다.","3~4분 안에 무장 호위를 제압해 현금 트럭을 통째로 탈취한다.","문홍성의 위치 정보에 맞춰 덤프트럭 두 대로 호위차를 들이받고 강혁·피케가 직접 권총 사격으로 무장 경비를 제압한 뒤 트럭을 몰고 달아난다.","사설 경비 책임자가 러시아제 권총을 발사하고 서울 한복판 사고·총성으로 경찰 신고가 즉시 들어가며 한소 직원 사상자가 생긴다.","안전벨트를 미리 맨 문홍성은 살아남고 강혁 측은 현금 트럭을 확보해 백민용의 권력 거래를 물리적 강탈로 되갚는다.","백민용은 박석빈에게 사고를 고백하고 청와대는 언론·경찰을 막는 대신 국정원장 서수호를 추적에 투입한다.","행동/복수","기업인 강혁이 국내 도심에서도 직접 총을 드는 강탈 지휘관으로 돌아오며 백민용과의 싸움이 국가기관까지 끌어들인다.","국정원이 프로들의 흔적을 좇는 동안 현금 환적·증거 소각이 남는다.","5000억원 트럭 확보","현금 은닉·국정원 추적","L15-C 강변북로 5000억 탈취전","high"
"275","275화","","33805","33940","강혁 일행은 버려진 공장에서 5000억원을 택배 봉고 여섯 대로 환적한다.","탈취금을 안전하게 숨기고 직접 가담한 대원과 흔적을 모두 국정원 수사망 밖으로 빼낸다.","트럭·공장을 태운 뒤 여러 차례 차량을 바꿔 현금을 양평 별장에 은닉한다.","컨베이어까지 준비해 10분 안에 돈을 옮기고 경찰 무전을 도청하며 공장에 휘발유를 뿌려 불태운다.","현금 수취 실패를 숨기려는 청와대도 경찰을 통제하지만 서수호의 국정원 정예팀은 CCTV 봉고를 좇아 과천까지 추격한다.","서수호는 백민용에게 뺏긴 돈을 찾아주겠다고 약속하는 동시에 대통령 지시라며 남은 1조원 대출금으로 즉시 선거자금을 다시 채우라 강제한다.","강혁은 가담자 열 명을 1인당 5억원과 함께 마이애미 지사로 내보내며 내부 입단속을 시작한다.","은닉/압박","강혁은 탈취에 성공하지만 백민용과 청와대의 결탁은 국정원 수사와 두 번째 자금 수송으로 더 깊어진다.","병원에 남은 내부정보원 문홍성을 빼내야 하고 국정원보다 먼저 꼬리를 끊어야 한다.","5000억원 양평 은닉","문홍성 탈출·두 번째 선거자금 수송","L15-C 강변북로 5000억 탈취전","high"
"276","276화","","33941","34055","청와대는 강탈 사건을 5000만달러 반도체 트럭 강도로 위장 보도하고 한소·경찰은 병원 환자들을 감시한다.","작전에 결정적이었던 내부정보원을 약속대로 가족과 함께 살려 보내고 두 번째 비자금 흐름을 확인한다.","문홍성의 신분을 지워 중국으로 탈출시키고 청와대가 확보한 경선 자금의 다음 대응을 정한다.","차문호는 병원 뒷문에서 문홍성을 빼내 가짜 여권·해외계좌·치료비를 주고 중국 톈진행 배에 태운다.","문홍성 실종은 내부 배신을 드러낼 수 있고 백민용은 남은 대출금을 국정원 호위로 다시 청와대에 전달한다.","국정원 수배 전 문홍성과 가족이 국외로 빠져나가 강혁의 사람을 쓰고 책임지는 거래 원칙이 지켜진다.","새벽 러닝을 마친 강혁은 두 번째 자금 전달로 탈취작전이 절반의 성공에 그쳤고 김상진 당선 시 보복이 계속될 것이라 판단한다.","의리/정치","강혁은 첩자를 소모품으로 버리지 않지만 불법자금의 정치적 목적을 막지 못해 싸움이 경선 개입으로 확대된다.","차기훈과 김상진의 여당 경선에서 누구를 밀어야 할지 선택해야 한다.","문홍성·가족 국외 탈출","김상진 경선자금 확보와 강혁의 후보 선택","L15-C 강변북로 5000억 탈취전","high"
"277","277화","","34056","34180","한소 자금을 받은 김상진이 강원·제주 경선에서 돈봉투와 조직 동원으로 차기훈을 앞선다.","마음에 들지 않는 비리 정치인이라도 백민용과 손잡은 후보가 권력을 잡는 최악을 막는다.","김상진의 이미지를 훼손하고 자금난에 빠진 차기훈에게 직접 힘을 보탠다.","강혁은 해외 경로로 김상진 비리 자료를 인터넷에 뿌리라 한 뒤 부산 호텔에서 차기훈에게 현금 50억원을 건넨다.","김상진 자료는 의혹·정황 수준이라 결정타가 아니고 청와대·국정원이 추적하면 미리내까지 위험해진다.","선제 개입을 꺼리던 강혁은 여당 후보 확정 전 마지막 창을 택해 돈·정보 양쪽에서 차기훈의 숨통을 튼다.","강혁은 차기훈에게 김상진 캠프 자금의 출처가 한소라는 사실까지 밝힐 준비를 한다.","정치/선택","강혁은 좋은 후보를 고른 것이 아니라 자신과 조직의 생존을 위해 덜 위험한 권력과 동맹하는 현실적 선택을 한다.","차기훈에게 백민용의 배신을 알려 둘 사이를 원수로 만들 공작이 이어진다.","경선 개입 결심·50억원 지원","한소 자금 폭로·김상진 비리 확산","L15-D 김상진 낙마 공작과 결혼 결단","high"
"278","278화","","34181","34296","강혁은 차기훈에게 김상진 캠프의 거액이 백민용에게서 나왔다고 흘린다.","차기훈·백민용의 오랜 정경 유착을 적대 관계로 바꾸고 경선 판을 흔든 뒤 흔적을 지운다.","김상진의 상승세를 꺾고 청와대와 한소가 서로 다른 적을 의심하게 만든다.","50억원을 받은 차기훈의 배신감을 자극해 백민용과 등을 돌리게 하고 필리핀에서 김상진 의혹 자료를 올려 삼중 경로로 작업자를 해산시킨다.","국정원이 게시물을 신속히 차단하고 실제 배후 대신 차기훈을 범인으로 오인하지만 후보들이 TV토론에서 서로 비리를 폭로해 여당 전체가 추락한다.","직접 폭로의 효과는 작았으나 오인이 만든 흙탕물 싸움으로 목진원 지지율이 오르고 김상진·차기훈 모두 대선 경쟁력이 손상된다.","여론 악화에 몰린 전노민이 서수호의 제안대로 차기훈에게 대통령 후보를 주고 당권은 자신이 갖는 타협을 검토한다.","공작/권력","강혁의 제한적 정보공작이 경쟁자들의 오해를 타고 권력연합 자체를 재편하는 연쇄효과를 낳는다.","청와대가 김상진을 버리고 차기훈과 손잡을지, 강혁이 의도한 경선 결과가 나올지 남는다.","차기훈-백민용 결별·여당 흙탕물 경선","전노민-차기훈 권력 타협","L15-D 김상진 낙마 공작과 결혼 결단","high"
"279","279화","","34297","34421","여당 분열로 정권을 잃을 위기에 처한 전노민이 차기훈과 권력을 나누는 서수호의 타협안을 받아들인다.","위험한 김상진-백민용 연합을 후보 자리에서 밀어낸 뒤 자신의 미뤄온 삶의 선택에도 답한다.","차기훈을 여당 후보로 확정시키고 수영과 마리아 사이에서 결혼 진로를 결정한다.","서수호는 국정원 안가에서 차기훈에게 대통령 후보·비자금을 주는 대신 전노민의 당권을 보장받아 김상진 사퇴와 차기훈 선출을 끌어낸다.","차기훈도 비리 정치인이며 전노민의 퇴임 후 권력욕과 결탁했지만 강혁에게는 백민용과 손잡은 김상진보다 덜 직접적인 위협이다.","김상진이 사퇴하고 차기훈이 여당 후보가 되자 정치 국면은 닫히며 아버지의 결혼 재촉이 강혁의 사적 유예를 끝낸다.","밤새 고민한 강혁은 수영과 결혼하기로 결론 내고 먼저 콜롬비아의 마리아를 찾아간다.","진로/관계","외부 권력 선택을 끝낸 강혁은 수영을 사랑하면서 마리아도 놓지 못해 미뤄온 관계의 대가를 당사자에게 직접 말해야 한다.","강혁이 마리아에게 결혼 사실을 어떻게 고백하고 두 관계가 어떤 형태로 남을지 열린다.","차기훈 여당 후보 확정","수영과 결혼 결단·마리아 고백","L15-D 김상진 낙마 공작과 결혼 결단","high"
"280","280화","","34422","34555","콜롬비아에서 강혁은 마리아에게 한국인 수영과 결혼한다고 말한다.","마리아를 버리지 않으면서 수영에게 약속한 결혼을 실제 삶의 진로로 확정한다.","두 여성에게 각각 사실과 선택을 전하고 수영과 정식 부부가 된다.","강혁은 마리아와 가족이 저택에 계속 살며 자기 곁에 남을 수 있다고 약속한 뒤 귀국해 수영의 옛 놀이터를 촛불로 채우고 무릎 꿇어 청혼한다.","마리아는 언젠가 올 날이라 알면서도 눈물을 흘리고 수영은 강혁이 계속 유지하려는 다른 관계를 알지 못한다.","마리아는 떠날 기회를 거절해 곁에 남고 수영은 다이아 반지를 받으며 즉시 청혼을 수락한다.","양가는 5월 프랑스 교외 고성 호텔 성당에서 결혼식을 올리기로 하고 강혁과 수영이 축복 속에 부부가 된다.","관계/진로","강혁은 수영을 공식 배우자로 선택하면서도 마리아를 비공식 동반자로 남기는 모순된 관계 질서를 확정한다.","프랑스 피로연과 신혼 첫날 뒤 부부의 새 일상 및 정치·사업 후속 문제가 기다린다.","마리아와 관계 존속·수영 청혼 수락","프랑스 결혼식과 신혼생활","L15-E 마리아 고백과 수영 프랑스 결혼식","high"
"281","281화","","34556","34684","프랑스 신혼 첫날과 카리브해 신혼여행 사이 한국 대선에서는 차기훈이 목진원을 10% 차로 꺾고 대통령에 당선된다.","수영과의 삶을 시작하는 동안 연해주를 건드린 삼합회 강경파가 중국 전체 권력을 잡는 새 위협에 대비한다.","결혼·대선 국면을 닫고 삼합회 회주 송시천 암살 시도의 배후를 파악한다.","강혁은 수영에게 매일 더 행복하게 하겠다고 약속하고 신혼여행을 떠나는 한편 상하이에서는 송시천이 정관계 인맥으로 고속철 공사를 노린 뒤 주차장 습격에 직접 총을 든다.","양제충의 자동화기 암살대가 앞뒤를 막아 경호원을 죽이고 송시천의 어깨를 관통시키며 조직 내부 배신이 현실화한다.","방탄 벤츠와 천태민의 엄호로 송시천은 포위망을 뚫고 탈출해 단순 암살을 전면 내전으로 바꿀 생존 여지를 만든다.","습격대가 송시천 차량을 뒤쫓고 송시천은 공격자 가운데 양제충의 행동대장 장민석을 알아본다.","권력/위기","강혁의 결혼과 차기훈 당선이라는 안정 결산 직후 중국 암흑가의 권력 공백이 새로운 외부 위험을 연다.","살아남은 송시천이 양제충의 반란에 어떻게 맞서고 강혁에게 도움을 청할지가 열린다.","수영 결혼·차기훈 당선","송시천 피습과 삼합회 내전","L15-F 송시천 피습과 양제충 제거 계약","high"
"282","282화","","34685","34821","어깨에 총을 맞은 송시천은 양제충의 배신을 확인하고 비밀 홍커우 안가로 숨는다.","신혼 일상에 복귀한 강혁이 과거 마카오 전우의 요청과 삼합회 내전 위험을 외면할지 선택한다.","송시천 측의 생존 기반과 양제충의 장악 속도를 파악하고 개입 조건을 듣는다.","송시천은 살아남은 방계에 반격을 명하고 양제충은 친위 간부들을 기습 제거해 본토 지도부를 자신의 사람으로 채운다.","양제충이 중국 본토를 빠르게 장악해 세계 화교 암흑가가 둘로 갈리고 송시천 쪽 핵심 14K도 공격받는다.","카리브 신혼여행 뒤 수영과 넥타이·아침 입맞춤을 나누던 강혁의 일상에 14K 임표의 면담 요청이 들어온다.","강혁은 마카오 인연을 이유로 임표를 만나 송시천의 전언을 듣기로 한다.","관계/전환","신혼 남편의 평온한 아침과 전 세계 조직전의 호출이 맞물려 강혁의 새 삶이 곧 기존 폭력 네트워크와 충돌한다.","임표가 송시천을 도와 양제충을 치는 대가를 제시할 차례다.","양제충의 본토 장악·신혼여행 귀환","송시천의 개입 요청과 대가 협상","L15-F 송시천 피습과 양제충 제거 계약","high"
"283","283화","","34822","34955","서울 호텔에서 임표는 송시천을 대신해 양제충 반란 진압을 요청한다.","즉각적 이익뿐 아니라 호전적인 양제충·왕국원·홍레이가 장차 자기 조직을 칠 위험까지 저울질한다.","개입의 정당성과 보상을 확보하고 송시천 편에 설지 결정한다.","강혁은 식구가 많다는 말로 위험 대가를 요구하고 임표는 중국 마약 수입 절반 구매와 마카오 MGM 카지노 10% 지분을 제안한다.","실패하면 거대 삼합회 전체와 원수가 되고 양제충은 이미 중국 본토 우위 세력을 가진 강적이다.","피케는 양제충 휘하에 과거 적 왕국원과 연해주를 친 홍레이가 있다며 선제 동맹의 전략적 필요를 설득한다.","조사 뒤 조직 간부들과 논의한 강혁이 제안을 수락해 전용기로 마카오의 송시천·창용을 만나러 간다.","동맹/선택","창용과 함께 싸운 의리와 막대한 사업 보상, 미래의 적 제거가 한 방향으로 모이며 강혁은 타 조직 내전에 개입한다.","마카오 대면에서 계약을 확정하고 양제충 제거의 구체적 임무를 받아야 한다.","임표의 공식 지원 요청","송시천 대면·양제충 암살 계약","L15-F 송시천 피습과 양제충 제거 계약","high"
