sequence,visible_label,field,source_lines,manager_start_before,pre_rejection_after,stage_after,bidirectional_result,evidence,adjudication
445,445,opened_loops,L77842~L78035,정영근 조사·미중 기술전,산업스파이 후보 조사; 미중 기술전,산업스파이 후보 조사; 미중 기술전,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
453,453,action,L79277~L79459,말레이시아 암살정보를 강대위에게 주고 현장팀과 VX 해독제·의료진을 준비시켜 정권교체가 아닌 협상카드 확보임을 명시한다.,말레이시아 암살정보를 강 대위에게 주고 현장팀과 독살 대응 해독제·의료진을 준비시켜 정권교체가 아닌 협상카드 확보임을 명시한다.,말레이시아 암살정보를 강 대위에게 주고 현장팀과 독살 대응 해독제·의료진을 준비시켜 정권교체가 아닌 협상카드 확보임을 명시한다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
506,506,reader_promise,L88515~L88679,중국으로 기술을 빼돌린 탑테크를 물증과 명동 집행력으로 공개 본보기로 만드는 약속.,중국으로 기술을 빼돌린 협력업체 관련자를 물증과 명동 집행력으로 공개 본보기로 만드는 약속.,중국으로 기술을 빼돌린 협력업체 관련자를 물증과 명동 집행력으로 공개 본보기로 만드는 약속.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
506,506,action,L88515~L88679,천민정의 기술절도 증거로 탑테크와 중국 유출선을 이영한에게 넘긴다,천민정의 디스플레이 기술유출 증거와 관련자 명단을 이영한에게 넘긴다.,천민정의 디스플레이 기술유출 증거와 관련자 명단을 이영한에게 넘긴다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
506,506,resistance_or_cost,L88515~L88679,탑테크 관련자는 불법자금을 숨겼고 합법적 기업인 태우가 직접 회수하면 수사·평판 위험이 생긴다.,관련자들은 불법자금을 숨겼고 합법기업인 태우가 직접 회수하면 수사·평판 위험이 생긴다.,관련자들은 불법자금을 숨겼고 합법기업인 태우가 직접 회수하면 수사·평판 위험이 생긴다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
506,506,ending_hook,L88515~L88679,악마의 미소를 지은 이영한이 탑테크 관련자들을 어떤 방식으로 무너뜨릴지가 걸린다.,악마의 미소를 지은 이영한이 기술유출 관련자들을 어떤 방식으로 무너뜨릴지가 걸린다.,악마의 미소를 지은 이영한이 기술유출 관련자들을 어떤 방식으로 무너뜨릴지가 걸린다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
506,506,closed_loops,L88515~L88679,탑테크·관련자 명단 확보와 이영한 투입 결정.,기술유출 관련자 명단 확보와 이영한 투입 결정,기술유출 관련자 명단 확보와 이영한 투입 결정,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
513,513,ending_hook,L89697~L89854,공장에 넣을 ASML 장비를 중국 제재 물량까지 포함해 어떻게 선점할지가 남는다.,AI·HBM·GPU를 태우가 독식해 앞으로 20년 성장동력으로 만들 수 있는가?,중국 업체보다 먼저 구형 노광장비 공급계약을 확보하고 2년 뒤 차량용 반도체 부족 전에 인도·베트남 팹을 가동할 수 있는가?,EDIT_CURRENT_FACT_RECOVERY,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,삭제·일반화된 현재 사실을 복원하거나 잘못된 유예를 제거
513,513,opened_loops,L89697~L89854,해외 팹 건설·양산; ASML EUV·DUV 공급권 확보,해외 팹 건설·양산; HBM·GPU 개발·한국 공장 착공,구형 노광장비 선점계약; 인도·베트남 팹 건설·양산; 중국 경쟁·악성재고 위험,EDIT_CURRENT_FACT_RECOVERY,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,삭제·일반화된 현재 사실을 복원하거나 잘못된 유예를 제거
514,514,reader_promise,L89855~L90022,중국으로 갈 ASML 장비를 태우가 먼저 받아 반도체 대란 때 국가보다 큰 공급력을 갖는 약속.,해외 팹의 장비병목을 확인하고 김민재가 ASML 직접 협상에 나서는 약속.,"베트남 반도체공장↔쌀·농지, 인도 공장↔밀을 교환하고 ASML 구형장비를 중국 대신 태우로 돌릴 직접협상을 연다.",EDIT_CURRENT_FACT_RECOVERY,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,삭제·일반화된 현재 사실을 복원하거나 잘못된 유예를 제거
514,514,protagonist_goal,L89855~L90022,ASML 증설과 장비 배분 조건을 협상해 해외 공장에 필요한 EUV 물량을 확보한다.,해외 팹에 필요한 ASML 장비 공급을 직접 협상한다.,해외팹 생산품을 배분하고 베트남·인도 곡물·농지 조건과 ASML 구형장비 공급을 직접 협상한다.,EDIT_CURRENT_FACT_RECOVERY,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,삭제·일반화된 현재 사실을 복원하거나 잘못된 유예를 제거
514,514,action,L89855~L90022,해외 레거시 공장별 생산품을 배분하고 ASML 장비 선점을 위해 피터슨을 직접 만나기로 정한 뒤 베트남·인도 출장길에 오른다.,"곡물시장 비판 보도를 확인하고 해외 팹 진출은 계속 밀되, ASML과 추가 협상이 필요하다는 보고에 김민재가 직접 나서겠다고 정한다.","공장별 생산품을 배분한 뒤 베트남 공장 대가로 곡물계약·대규모 농지사용권, 인도 공장 대가로 밀을 요구하기로 한다. 1,000억 달러 곡물 비판을 버티며 ASML이 중국 대신 태우와 구형장비 계약을 맺을지 우려하자 김민재가 직접 협상하고 귀로 베트남·인도 도장을 받겠다고 정한다.",EDIT_CURRENT_FACT_RECOVERY,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,삭제·일반화된 현재 사실을 복원하거나 잘못된 유예를 제거
514,514,turn_or_reveal,L89855~L90022,"중국 제재로 비는 장비를 선점하면 반도체 대란 때 태우 영향력이 국가 수준을 넘을 수 있지만, ASML 협상은 아직 시작 전이다.","언론의 오너리스크 공세와 중국 배후 의심에도 계획을 바꾸지 않고, ASML 협상 뒤 베트남·인도 계약까지 직접 잇기로 한다.",곡물시장 비판과 중국 배후 의심에도 김민재가 ASML 직접협상 뒤 베트남·인도 정부 계약까지 한 순방으로 잇기로 한다.,EDIT_CURRENT_FACT_RECOVERY,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,삭제·일반화된 현재 사실을 복원하거나 잘못된 유예를 제거
514,514,paid_reward,L89855~L90022,레거시 공장별 생산품과 필요한 장비 방향을 정하고 피터슨과 직접 협상할 출장 일정을 잡는다. ASML 공급권·증설 합의는 아직 없다.,"비판 여론에도 곡물·해외 팹 계획을 유지하고, ASML 장비 문제를 김민재가 직접 협상하기로 정한다. 상대와 장비별 조건은 아직 나오지 않는다.","해외팹 생산품 배분, 베트남의 곡물·농지와 인도의 밀이라는 교환조건, ASML 직접협상 및 베트남·인도 방문·도장 계획을 확정한다. ASML 장비공급과 정부계약은 아직 미지급이다.",EDIT_CURRENT_FACT_RECOVERY,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,삭제·일반화된 현재 사실을 복원하거나 잘못된 유예를 제거
514,514,state_change,L89855~L90022,"추상적 해외 증설안이 공장별 생산품과 장비수요를 정한 실행계획으로 좁혀지고, 다음 직접협상으로 이동한다.",해외 팹 구상이 언론 비판을 버티며 ASML 직접 협상과 베트남·인도 방문 일정으로 진전되지만 장비 공급계약은 전이다.,해외팹은 반도체 생산계획에서 식량·농지·노광장비를 맞바꾸는 국가협상안으로 진전된다.,EDIT_CURRENT_FACT_RECOVERY,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,삭제·일반화된 현재 사실을 복원하거나 잘못된 유예를 제거
514,514,ending_hook,L89855~L90022,피터슨을 직접 만나 ASML 증설비와 기존·신규 EUV·DUV 공급비율을 거래할 수 있는가?,김민재가 직접 나선 ASML 협상에서 해외 팹에 필요한 장비 공급을 어떤 조건으로 확보할 것인가?,ASML이 중국 대신 태우와 구형장비 공급계약을 맺고 베트남·인도가 곡물·농지 교환조건에 도장 찍을 것인가?,EDIT_CURRENT_FACT_RECOVERY,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,삭제·일반화된 현재 사실을 복원하거나 잘못된 유예를 제거
514,514,opened_loops,L89855~L90022,피터슨 면담; ASML 증설비 부담과 EUV·DUV 공급비율 계약,ASML 직접 협상; 해외 팹 장비 공급; 베트남·인도 계약,ASML 구형장비 공급계약; 베트남 곡물·농지 계약; 인도 밀·팹 계약,EDIT_CURRENT_FACT_RECOVERY,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,삭제·일반화된 현재 사실을 복원하거나 잘못된 유예를 제거
522,522,action,L91201~L91367,수감된 이 상무가 물 만한 가짜·도난 반도체 기술 USB와 간접 전달경로를 설계해 중국 보조금 사냥의 미끼를 준비한다.,수감된 이 상무의 욕심과 간접 전달경로를 이용해 중국 각지에 가짜 반도체 공장을 만들 보조금 사냥 미끼를 설계한다.,수감된 이 상무의 욕심과 간접 전달경로를 이용해 중국 각지에 가짜 반도체 공장을 만들 보조금 사냥 미끼를 설계한다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
522,522,turn_or_reveal,L91201~L91367,"진짜 생산에는 쓸모없는 기술도 중국 보조금 심사에는 그럴듯해 보이지만, USB 전달과 이 상무의 반응은 아직 남는다.","실제 생산에는 쓸모없지만 보조금 심사에는 그럴듯해 보일 기술미끼와 전달경로가 필요하고, 이 상무의 반응은 남는다.","실제 생산에는 쓸모없지만 보조금 심사에는 그럴듯해 보일 기술미끼와 전달경로가 필요하고, 이 상무의 반응은 남는다.",PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
522,522,paid_reward,L91201~L91367,"가짜·도난 기술 USB와 간접 전달경로, 이 상무를 보조금 사냥꾼으로 쓸 계획을 완성한다. 실제 전달·가짜 팹 설립은 아직 전이다.",이 상무를 보조금 사냥꾼으로 쓸 기술미끼·간접 전달경로 계획을 완성한다. 실제 전달·가짜 팹 설립은 전이다.,이 상무를 보조금 사냥꾼으로 쓸 기술미끼·간접 전달경로 계획을 완성한다. 실제 전달·가짜 팹 설립은 전이다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
522,522,ending_hook,L91201~L91367,USB가 이 상무에게 실제 전달되고 그가 미끼를 물어 가짜 팹을 만들 것인가?,설계한 기술미끼가 이 상무에게 전달되고 그가 욕심을 부려 가짜 팹을 만들 것인가?,설계한 기술미끼가 이 상무에게 전달되고 그가 욕심을 부려 가짜 팹을 만들 것인가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
522,522,closed_loops,L91201~L91367,이 상무 활용계획; 가짜 기술 USB·간접경로 준비,이 상무 활용계획; 기술미끼·간접경로 설계,이 상무 활용계획; 기술미끼·간접경로 설계,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
522,522,opened_loops,L91201~L91367,USB 전달; 이 상무의 수락; 가짜 팹 확산; 중국 보조금 고갈,기술미끼 전달; 이 상무의 수락; 가짜 팹 확산; 중국 보조금 고갈,기술미끼 전달; 이 상무의 수락; 가짜 팹 확산; 중국 보조금 고갈,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
531,531,reader_promise,L92761~L92938,12나인 불화수소 양산을 국민과 시장 앞에 공개해 일본 독점의 첫 고리를 끊는 보상.,국산 불화수소 양산을 국민과 시장 앞에 공개해 일본 독점의 첫 고리를 끊는 보상.,국산 불화수소 양산을 국민과 시장 앞에 공개해 일본 독점의 첫 고리를 끊는 보상.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
531,531,action,L92761~L92938,미국 지지를 확인한 뒤 12나인 불화수소 양산을 기자회견으로 발표한다,미국 지지를 확인한 뒤 국산 불화수소 양산을 기자회견으로 발표한다.,미국 지지를 확인한 뒤 국산 불화수소 양산을 기자회견으로 발표한다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
531,531,paid_reward,L92761~L92938,12나인 불화수소 양산 성공이 기자회견으로 공인되고 일본 독점의 기술우위가 깨진다.,국산 불화수소 양산 성공이 기자회견으로 공인되고 일본 독점의 기술우위가 깨진다.,국산 불화수소 양산 성공이 기자회견으로 공인되고 일본 독점의 기술우위가 깨진다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
531,531,closed_loops,L92761~L92938,12나인 양산 성공의 공개 검증.,국산 불화수소 양산 성공의 공개 검증,국산 불화수소 양산 성공의 공개 검증,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
541,541,reader_promise,L94487~L94679,중국 발표 전 병원데이터로 신종 코로나를 잡아 세계 최초의 진단·백신 대응시간을 얻는 약속.,중국 발표 전 병원데이터로 신종 코로나를 잡아 세계 최초의 검사키트·백신·치료제 대응시간을 얻는 약속.,중국 발표 전 병원데이터로 신종 코로나를 잡아 세계 최초의 검사키트·백신·치료제 대응시간을 얻는 약속.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
541,541,action,L94487~L94679,태우병원 이동수 의료진이 우한에서 신종 코로나를 탐지하고 센트리언이 백신·진단 개발에 착수한다,태우병원 이동수 의료진이 우한에서 신종 코로나를 탐지하고 센트리언이 검사키트·백신·치료제 연구에 착수한다.,태우병원 이동수 의료진이 우한에서 신종 코로나를 탐지하고 센트리언이 검사키트·백신·치료제 연구에 착수한다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
541,541,paid_reward,L94487~L94679,이동수의 이상감염 보고가 센트리언에 전달되고 진단키트·백신 개발팀이 가동된다.,이동수의 이상감염 보고가 센트리언에 전달되고 검사키트·백신·치료제 개발팀이 가동된다.,이동수의 이상감염 보고가 센트리언에 전달되고 검사키트·백신·치료제 개발팀이 가동된다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
541,541,opened_loops,L94487~L94679,"진단키트 성공, 의료진 격리·귀국, 중국 공식발표 전 대응.",검사키트 성공; 의료진 격리·귀국; 중국 공식발표 전 대응,검사키트 성공; 의료진 격리·귀국; 중국 공식발표 전 대응,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
568,568,reader_promise,L99285~L99462,일본의 비밀 구조요청을 공개 굴욕 없이 장기 외교·자산 보상으로 바꾸는 약속.,일본의 비밀 구조요청을 제3국 협상으로 바꾸고 방역물자 지원의 구체 대가를 정하는 외교 담판,일본의 비밀 구조요청을 제3국 협상으로 바꾸고 방역물자 지원의 구체 대가를 정하는 외교 담판,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
568,568,protagonist_goal,L99285~L99462,다이키요를 일본 밖 호주로 불러 방역물자와 G7 지지를 교환한다.,일본의 비밀 지원요청을 호주 회담으로 끌어내 구체 대가를 정한다.,일본의 비밀 지원요청을 호주 회담으로 끌어내 구체 대가를 정한다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
568,568,paid_reward,L99285~L99462,일본의 비밀 지원요청과 호주 회담 일정·장소를 확보한다. G7 지지·자산 인수 조건은 아직 제시·합의 전이다.,일본의 비밀 지원요청과 호주 회담 장소를 확보한다. 구체 대가는 아직 제시·합의 전이다.,일본의 비밀 지원요청과 호주 회담 장소를 확보한다. 구체 대가는 아직 제시·합의 전이다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
568,568,ending_hook,L99285~L99462,호주 회담에서 방역물자 대가로 어떤 G7·자산 조건을 제시하고 일본이 받아들일 것인가?,호주 회담에서 방역물자 지원의 대가로 무엇을 요구하고 일본이 받아들일 것인가?,호주 회담에서 방역물자 지원의 대가로 무엇을 요구하고 일본이 받아들일 것인가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
568,568,opened_loops,L99285~L99462,방역물자 조건제시; G7 비반대; 일본 저평가자산 인수,호주 회담; 방역물자 지원 조건,호주 회담; 방역물자 지원 조건,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
577,577,ending_hook,L100880~L101041,1달러 위탁생산과 공공재 이미지를 바탕으로 양적완화 개인자금을 시장에 끌어들일 새 얼굴과 서사를 만들 수 있는가?,양적완화 지원금을 들고 망설이는 개인들을 주식시장으로 밀어 넣을 촉매는 무엇인가?,양적완화 지원금을 들고 망설이는 개인들을 주식시장으로 밀어 넣을 촉매가 필요하다.,EDIT_CURRENT_FACT_RECOVERY,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,삭제·일반화된 현재 사실을 복원하거나 잘못된 유예를 제거
577,577,opened_loops,L100880~L101041,개인투자자 유입; 시장 영웅·서사 설계; 유럽 정책협력,개인투자자 유입 촉매; 유럽 정책협력,유럽 위탁생산 계약; 아프리카 백신공급; 개인투자자 유입,EDIT_CURRENT_FACT_RECOVERY,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,삭제·일반화된 현재 사실을 복원하거나 잘못된 유예를 제거
578,578,protagonist_goal,L101042~L101213,베릴의 방송·이미지를 키워 게임스핀 공매도에 소액투자자를 결집시킨다.,베릴의 방송·이미지를 키워 아직 정하지 않은 공매도 표적에 소액투자자를 결집시킨다.,베릴의 방송·이미지를 키워 아직 정하지 않은 공매도 표적에 소액투자자를 결집시킨다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
584,584,paid_reward,L102093~L102272,미국 방문과 중국 팹 규제유예·인텔 NAND 가격협상 방침을 정한다. 4년 유예·75억 달러 매입합의는 아직 전이다.,미국 방문과 중국 팹 규제유예·인텔 NAND 가격협상 방침을 정한다. 유예기간·매입가격·계약은 아직 전이다.,미국 방문과 중국 팹 규제유예·인텔 NAND 가격협상 방침을 정한다. 유예기간·매입가격·계약은 아직 전이다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
591,591,ending_hook,L103265~L103426,폭스바겐·르노 등 유럽 기업이 GDC 조건을 수용할지가 걸린다.,다음 날 유럽 완성차 대표들이 차량용반도체·충전시스템을 조건으로 태우식 자동차 동맹에 들어올 것인가?,다음 날 유럽 완성차 대표들이 차량용반도체·충전시스템을 조건으로 태우식 자동차 동맹에 들어올 것인가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
591,591,opened_loops,L103265~L103426,"GDC 창설, G7+ 가입, 최재석 재선.",유럽 완성차 동맹 협상; G7+ 가입; 최재석 재선,유럽 완성차 동맹 협상; G7+ 가입; 최재석 재선,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
592,592,ending_hook,L103427~L103586,미쉘이 약속한 한국·호주 G7+ 가입을 실제 표결로 만들지가 남는다.,이번 주 안에 GDC 회원사별 차량용반도체 공급량을 공평하게 정하고 동맹을 실제 가동할 수 있는가?,이번 주 안에 GDC 회원사별 차량용반도체 공급량을 공평하게 정하고 동맹을 실제 가동할 수 있는가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
592,592,opened_loops,L103427~L103586,"G7+ 확정, 중국·일본의 배제 반응.",회원사별 차량용반도체 공급량; GDC 가동; 중국·일본의 배제 반응,회원사별 차량용반도체 공급량; GDC 가동; 중국·일본의 배제 반응,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
597,597,action,L104261~L104422,SNS·환자 가족 여론으로 제약협회를 역풍에 몰아넣자 스티븐 허블이 한국 협상방문을 결정한다.,SNS·환자 가족 여론으로 제약협회를 역풍에 몰아넣자 협회장이 한국 방문과 센트리언 정회원 제안을 결정한다.,SNS·환자 가족 여론으로 제약협회를 역풍에 몰아넣자 협회장이 한국 방문과 센트리언 정회원 제안을 결정한다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
597,597,ending_hook,L104261~L104422,허블이 어떤 생산권·가입조건을 내놓고 김민재가 무료약 부담을 어떻게 나눌지가 열린다.,협회장이 정회원 자격을 들고 실제 한국에 왔을 때 김민재가 어떤 역조건을 내놓을지가 열린다.,협회장이 정회원 자격을 들고 실제 한국에 왔을 때 김민재가 어떤 역조건을 내놓을지가 열린다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
597,597,opened_loops,L104261~L104422,협회장 실제 방한·협상; 정회원 계약; 아시아 필수의약품 생산권,협회장 실제 방한·협상; 정회원 계약,협회장 실제 방한·협상; 정회원 계약,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
605,605,reader_promise,L105610~L105770,AI로 북한 공격을 막고 장남 경로와 호주석탄 물량을 함께 확보해 안보·에너지 역공을 준비하는 약속.,북한 AI 해킹을 막고 중국 전력난에 대비해 몽골 석탄 증산·비축을 준비하는 에너지 역공,북한 AI 해킹을 막고 중국 전력난에 대비해 몽골 석탄 증산·비축을 준비하는 에너지 역공,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
605,605,protagonist_goal,L105610~L105770,침입을 역추적해 북한 내부 불만세력을 그리고 중국이 막은 호주산 석탄을 선점한다.,북한 해킹을 차단하고 중국 전력난에 쓸 몽골 석탄 생산량과 비축량을 늘린다.,북한 해킹을 차단하고 중국 전력난에 쓸 몽골 석탄 생산량과 비축량을 늘린다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
605,605,action,L105610~L105770,AI 방어로 북한 해킹을 막고 장남 관련 경로를 검토한 뒤 몽골 석탄 생산량을 늘려 비축하라고 지시하며 호주·가이아나 순방을 구상한다.,"AI 방어로 북한 해킹을 막고 장남 관련 경로를 검토한 뒤, 중국의 호주산 석탄 수입금지를 전력난 기회로 읽어 몽골 석탄 증산·비축을 지시한다.","AI 방어가 센트리언 해킹을 막고 6천 대 좀비PC·북한 암호·반체제 인사명단·비트코인 경로를 잡아낸다. 중국의 호주산 석탄 금지에서 전력난을 읽어 몽골 증산·비축을 지시하지만 실제 물량은 없고, 마지막에는 QUAD 참여압박의 부담을 확인한다.",EDIT_CURRENT_FACT_RECOVERY,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,삭제·일반화된 현재 사실을 복원하거나 잘못된 유예를 제거
605,605,ending_hook,L105610~L105770,몽골 석탄 증산·비축을 실제 물량으로 만들고 QUAD 가입 없이 호주·가이아나와 에너지·방산 계약을 맺을 수 있는가?,몽골 석탄 증산·비축을 실제 물량으로 만들고 QUAD 압박 속 중국 전력난에 어떻게 활용할 것인가?,QUAD 참여압박을 감당하면서 몽골 증산·비축을 실제 물량으로 바꿔 중국 전력난에 대응할 수 있는가?,EDIT_CURRENT_FACT_RECOVERY,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,삭제·일반화된 현재 사실을 복원하거나 잘못된 유예를 제거
605,605,opened_loops,L105610~L105770,몽골 석탄 실제 생산·비축; 호주 석탄·가이아나 방산 계약; 북한 장남 변수,몽골 석탄 실제 생산·비축; 중국 전력난; 북한 장남 변수,몽골 석탄 실제 증산·비축; 중국 전력난; QUAD 참여압박; 북한 권력변수,EDIT_CURRENT_FACT_RECOVERY,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,삭제·일반화된 현재 사실을 복원하거나 잘못된 유예를 제거
606,606,protagonist_goal,L105771~L105925,저장고 전환을 정부사업으로 확정하고 호주·가이아나 순방에서 공급계약을 닫는다.,동해 가스전의 저장고 전환을 정부사업으로 확정하고 호주·가이아나 출장 역할을 나눈다.,동해 가스전의 저장고 전환을 정부사업으로 확정하고 호주·가이아나 출장 역할을 나눈다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
606,606,ending_hook,L105771~L105925,모리슨이 중국에 막힌 석탄을 태우에 장기판매할지와 가이아나가 유전·방산안을 받을지가 열린다.,호주와 가이아나로 갈라진 두 출장에서 어떤 에너지·투자 성과를 가져올 것인가?,호주와 가이아나로 갈라진 두 출장에서 어떤 에너지·투자 성과를 가져올 것인가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
606,606,opened_loops,L105771~L105925,LNG 저장고 공사·가동; 호주 석탄계약; 가이아나 유전·방산 합의,LNG 저장고 공사·가동; 호주·가이아나 출장 협상,LNG 저장고 공사·가동; 호주·가이아나 출장 협상,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
607,607,ending_hook,L105926~L106110,숨은 카드로 어떤 가격·물량을 받고 가이아나 계약까지 이어 갈지가 남는다.,한 부회장이 준비한 숨은 카드로 모리슨에게서 어떤 가격·물량·기간의 석탄 조건을 받아낼지가 남는다.,한 부회장이 준비한 숨은 카드로 모리슨에게서 어떤 가격·물량·기간의 석탄 조건을 받아낼지가 남는다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
