arc_id,start_sequence,end_sequence,start_line,end_line,main_characters,main_locations,character_evidence,location_evidence,source_sha256
DCA-N36B,415,419,72664,73524,"김민재, 태우, 현진해운, 한정훈, 오용재, 강 대위, 최재석, 김태중, 사장단, 로만, 천민정, 데이비드","금융타워, 청와대, 강 대위 사무실, 회장실, 태우, 중국, 한국, ASML, 미국, 유럽",김민재<=FIRST_PERSON_EXCEPTION(0); 태우<=태우(74); 현진해운<=현진해운(24); 한정훈<=한 부회장(14); 오용재<=오용재(13); 강 대위<=강 대위(8); 최재석<=최재석(7); 김태중<=김 회장(5); 사장단<=사장단(5); 로만<=로만(4); 천민정<=천민정(3); 데이비드<=데이비드(2),금융타워<=금융타워(23); 청와대<=청와대(2); 강 대위 사무실<=강 대위의 사무실(1); 회장실<=회장실(1); 태우<=태우(74); 중국<=중국(56); 한국<=한국(22); ASML<=ASML(20); 미국<=미국(17); 유럽<=유럽(10),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N36C,420,426,73525,74703,"김민재, 태우, 최재석, 한정훈, 강 대위, 현진해운, 머스크, 기획실장, 김태중, EU, 천민정, 로만","청와대, 금융타워, 강 대위 사무실, 국회, 백악관, 강 대위 식당, 태우, 태우건설, 새만금, 한국",김민재<=FIRST_PERSON_EXCEPTION(0); 태우<=태우(68); 최재석<=최재석(52); 한정훈<=한 부회장(26); 강 대위<=강 대위(13); 현진해운<=현진해운(13); 머스크<=머스크(7); 기획실장<=기획실장(6); 김태중<=김 회장(4); EU<=EU(3); 천민정<=천민정(1); 로만<=로만(1),청와대<=청와대(44); 금융타워<=금융타워(12); 강 대위 사무실<=강 대위의 사무실(3); 국회<=국회(2); 백악관<=백악관(1); 강 대위 식당<=강 대위 식당(1); 태우<=태우(68); 태우건설<=태우건설(20); 새만금<=새만금(17); 한국<=한국(16),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N37,427,430,74704,75383,"김민재, 태우, 최재석, 현진해운, 한정훈, 이영한, 리사, 김태중, 웨이, 강 대위, 천민정, 기획실장","청와대, 태우 본사, 금융타워, 회장실, 태우, 한국, 명동, 중국, 태우상사, 경기",김민재<=FIRST_PERSON_EXCEPTION(0); 태우<=태우(50); 최재석<=최재석(17); 현진해운<=현진해운(16); 한정훈<=한 부회장(12); 이영한<=이영한(7); 리사<=리사(6); 김태중<=김 회장(4); 웨이<=웨이(4); 강 대위<=강 대위(2); 천민정<=천민정(1); 기획실장<=기획실장(1),청와대<=청와대(4); 태우 본사<=태우그룹 본사(2); 금융타워<=금융타워(2); 회장실<=회장실(1); 태우<=태우(50); 한국<=한국(19); 명동<=명동(13); 중국<=중국(12); 태우상사<=태우상사(10); 경기<=경기(8),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N37B,431,435,75384,76286,"김민재, 태우, 살만, 빈 살만, 최재석, 한정훈, 조지, 트럼프, 서정준, 데이비드, 김장우, 압둘라","금융타워, 브로드 연구소, 강 대위 사무실, 청와대, 사우디, 태우, 미국, 중국, 한국, 센트리언",김민재<=FIRST_PERSON_EXCEPTION(0); 태우<=태우(31); 살만<=살만(28); 빈 살만<=빈 살만(28); 최재석<=최재석(23); 한정훈<=한 부회장(19); 조지<=조지(8); 트럼프<=트럼프(8); 서정준<=서정준(7); 데이비드<=데이비드(6); 김장우<=김장우(6); 압둘라<=압둘라(5),금융타워<=금융타워(10); 브로드 연구소<=브로드 연구소(6); 강 대위 사무실<=강 대위의 사무실(1); 청와대<=청와대(1); 사우디<=사우디(40); 태우<=태우(31); 미국<=미국(25); 중국<=중국(25); 한국<=한국(24); 센트리언<=센트리언(11),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N38,436,440,76287,77140,"김민재, 태우, 제리 왕, 마크, 현진해운, EU, 데이비드, 김태중, 한정훈, 에릭센, 머스크, 트럼프","금융타워, 태우 본사, 태우, 미국, 한국, 센트리언, 유럽, 중국, 명동, 구글",김민재<=FIRST_PERSON_EXCEPTION(0); 태우<=태우(61); 제리 왕<=제리 왕(26); 마크<=마크(18); 현진해운<=현진해운(13); EU<=EU(10); 데이비드<=데이비드(7); 김태중<=김 회장(6); 한정훈<=한 부회장(5); 에릭센<=에릭센(5); 머스크<=머스크(5); 트럼프<=트럼프(3),금융타워<=금융타워(10); 태우 본사<=태우그룹 본사(2); 태우<=태우(61); 미국<=미국(41); 한국<=한국(25); 센트리언<=센트리언(16); 유럽<=유럽(13); 중국<=중국(7); 명동<=명동(6); 구글<=구글(3),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N38B,441,446,77141,78215,"김민재, 태우, 트럼프, 김진우, 강 대위, 천민정, 김태중, 정영근, 웨이, 애플, 리강, 이종수","브로드 연구소, 백악관, 금융타워, 태우 본사, 강 대위 사무실, 태우, 미국, 한국, 중국, 센트리언",김민재<=김민재(2); 태우<=태우(85); 트럼프<=트럼프(40); 김진우<=김진우(17); 강 대위<=강 대위(16); 천민정<=천민정(12); 김태중<=김 회장(10); 정영근<=정영근(9); 웨이<=웨이(8); 애플<=애플(5); 리강<=리강(5); 이종수<=이종수(5),브로드 연구소<=브로드 연구소(9); 백악관<=백악관(3); 금융타워<=금융타워(3); 태우 본사<=태우그룹 본사(2); 강 대위 사무실<=강 대위의 사무실(2); 태우<=태우(85); 미국<=미국(44); 한국<=한국(34); 중국<=중국(29); 센트리언<=센트리언(21),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N38C,447,450,78216,78912,"김민재, 태우, 머스크, 애플, 트럼프, 스티브, 다이먼, 데이비드, 김태중, 조지, 마크, 오바마","금융타워, 태우 본사, 미국, 태우, 애플, 한국, 유럽, 러시아, 중국, 태우건설",김민재<=김민재(1); 태우<=태우(70); 머스크<=머스크(28); 애플<=애플(27); 트럼프<=트럼프(23); 스티브<=스티브(18); 다이먼<=다이먼(7); 데이비드<=데이비드(6); 김태중<=김 회장(3); 조지<=조지(3); 마크<=마크(3); 오바마<=오바마(3),금융타워<=금융타워(6); 태우 본사<=태우그룹 본사(1); 미국<=미국(90); 태우<=태우(70); 애플<=애플(27); 한국<=한국(11); 유럽<=유럽(10); 러시아<=러시아(9); 중국<=중국(8); 태우건설<=태우건설(4),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N39,451,455,78913,79845,"김민재, 태우, 강 대위, 천민정, 한정훈, 리사, 로만, 트럼프, 웨이, 태우병원 의료진, 살만, 최재석","금융타워, 태우병원, 구형 반도체 공장, 강 대위 사무실, 쿠알라룸푸르 공항, 태우, 북한, 중국, 한국, 미국",김민재<=FIRST_PERSON_EXCEPTION(0); 태우<=태우(51); 강 대위<=강 대위(30); 천민정<=천민정(14); 한정훈<=한 부회장(8); 리사<=리사(6); 로만<=로만(5); 트럼프<=트럼프(4); 웨이<=웨이(4); 태우병원 의료진<=태우병원 의료진(4); 살만<=살만(3); 최재석<=최재석(3),금융타워<=금융타워(14); 태우병원<=태우병원(7); 구형 반도체 공장<=구형 반도체 공장(3); 강 대위 사무실<=강 대위의 사무실(1); 쿠알라룸푸르 공항<=쿠알라룸푸르 공항(1); 태우<=태우(51); 북한<=북한(41); 중국<=중국(29); 한국<=한국(21); 미국<=미국(17),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N40,456,462,79846,81043,"김민재, 태우, 살만, 빈 살만, 한정훈, 진동구, 최재석, 손정우, 김태중, 구글, 진호균, 데이비드","금융타워, 백악관, 청와대, 태우 본사, 회장실, 태우, 한국, 태우통신, 사우디, 미국",김민재<=FIRST_PERSON_EXCEPTION(0); 태우<=태우(124); 살만<=살만(25); 빈 살만<=빈 살만(24); 한정훈<=한 부회장(20); 진동구<=진동구(16); 최재석<=최재석(12); 손정우<=손정우(9); 김태중<=김 회장(8); 구글<=구글(7); 진호균<=진호균(7); 데이비드<=데이비드(6),금융타워<=금융타워(28); 백악관<=백악관(11); 청와대<=청와대(9); 태우 본사<=태우그룹 본사(1); 회장실<=회장실(1); 태우<=태우(124); 한국<=한국(65); 태우통신<=태우통신(55); 사우디<=사우디(43); 미국<=미국(40),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N41,463,465,81044,81551,"김민재, 태우, 데이비드, 한정훈, 다이먼, 트럼프, 천민정, 마크, 애플, 로만, 기획실장","백악관, 금융타워, 태우, 일본, 미국, 알래스카, 알래스카 유전, 한국, 가이아나, 가이아나 유전",김민재<=김민재(1); 태우<=태우(35); 데이비드<=데이비드(7); 한정훈<=한 부회장(4); 다이먼<=다이먼(4); 트럼프<=트럼프(3); 천민정<=천민정(3); 마크<=마크(1); 애플<=애플(1); 로만<=로만(1); 기획실장<=기획실장(1),백악관<=백악관(16); 금융타워<=금융타워(5); 태우<=태우(35); 일본<=일본(30); 미국<=미국(27); 알래스카<=알래스카(21); 알래스카 유전<=알래스카 유전(18); 한국<=한국(11); 가이아나<=가이아나(7); 가이아나 유전<=가이아나 유전(6),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N41B,466,470,81552,82431,"김민재, 태우, 한정훈, 장경준, 로만, 이영한, 김태중, 기획실장, 강 대위, 살만, 푸틴, 천민정","금융타워, 경제연구소, 러시아 자동차 공장, 회장실, 국회, 강 대위 식당, 러시아, 태우, 일본, 한국",김민재<=김민재(1); 태우<=태우(80); 한정훈<=한 부회장(15); 장경준<=장경준(13); 로만<=로만(11); 이영한<=이영한(8); 김태중<=김 회장(6); 기획실장<=기획실장(6); 강 대위<=강 대위(3); 살만<=살만(1); 푸틴<=푸틴(1); 천민정<=천민정(1),금융타워<=금융타워(18); 경제연구소<=경제연구소(4); 러시아 자동차 공장<=러시아 자동차 공장(2); 회장실<=회장실(2); 국회<=국회(1); 강 대위 식당<=강 대위 식당(1); 러시아<=러시아(96); 태우<=태우(80); 일본<=일본(50); 한국<=한국(30),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N41C,471,477,82432,83688,"김민재, 태우, 한정훈, 데이비드, 리강, 이영한, 최재석, 강 대위, 김태중, 로만, 민정기, 사토 켄지","금융타워, 청와대, 백악관, 강 대위 사무실, 일본, 태우, 중국, 미국, 한국, 유럽",김민재<=김민재(2); 태우<=태우(71); 한정훈<=한 부회장(24); 데이비드<=데이비드(12); 리강<=리강(11); 이영한<=이영한(8); 최재석<=최재석(7); 강 대위<=강 대위(7); 김태중<=김 회장(5); 로만<=로만(5); 민정기<=민정기(1); 사토 켄지<=사토 켄지(1),금융타워<=금융타워(35); 청와대<=청와대(4); 백악관<=백악관(2); 강 대위 사무실<=강 대위의 사무실(1); 일본<=일본(137); 태우<=태우(71); 중국<=중국(50); 미국<=미국(42); 한국<=한국(35); 유럽<=유럽(28),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N41D,478,481,83689,84351,"김민재, 태우, 한정훈, 데이비드, 트럼프, 애플, 로만, 도시바 경영진","금융타워, 태우 본사, 회장실, 태우, 일본, 미국, 태우건설, 한국, 러시아, 유럽",김민재<=김민재(1); 태우<=태우(58); 한정훈<=한 부회장(20); 데이비드<=데이비드(7); 트럼프<=트럼프(1); 애플<=애플(1); 로만<=로만(1); 도시바 경영진<=도시바 경영진(1),금융타워<=금융타워(4); 태우 본사<=태우그룹 본사(1); 회장실<=회장실(1); 태우<=태우(58); 일본<=일본(27); 미국<=미국(18); 태우건설<=태우건설(13); 한국<=한국(13); 러시아<=러시아(12); 유럽<=유럽(7),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N42,482,488,84352,85589,"김민재, 태우, 한정훈, 김태중, 손정우, 워렌, 트럼프, 웨이, 데이비드, 서정준, 다이먼, 로만","금융타워, 백악관, 구형 반도체 공장, 태우, 미국, 센트리언, 중국, 한국, 월가, 알래스카",김민재<=FIRST_PERSON_EXCEPTION(0); 태우<=태우(75); 한정훈<=한 부회장(28); 김태중<=김 회장(23); 손정우<=손정우(18); 워렌<=워렌(15); 트럼프<=트럼프(9); 웨이<=웨이(9); 데이비드<=데이비드(7); 서정준<=서정준(7); 다이먼<=다이먼(5); 로만<=로만(3),금융타워<=금융타워(59); 백악관<=백악관(5); 구형 반도체 공장<=구형 반도체 공장(2); 태우<=태우(75); 미국<=미국(60); 센트리언<=센트리언(28); 중국<=중국(26); 한국<=한국(19); 월가<=월가(10); 알래스카<=알래스카(10),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N42B,489,495,85590,86827,"김민재, 태우, 데이비드, 트럼프, 젝슨 황, 리강, 리사, 머스크, 한정훈, 진량타이, 로만, 베릴","금융타워, 백악관, 회장실, 중국, 미국, 태우, 한국, 태우반도체, 유럽, 태우증권",김민재<=FIRST_PERSON_EXCEPTION(0); 태우<=태우(61); 데이비드<=데이비드(31); 트럼프<=트럼프(25); 젝슨 황<=젝슨 황(25); 리강<=리강(22); 리사<=리사(16); 머스크<=머스크(13); 한정훈<=한 부회장(10); 진량타이<=진량타이(8); 로만<=로만(5); 베릴<=베릴(5),금융타워<=금융타워(60); 백악관<=백악관(12); 회장실<=회장실(2); 중국<=중국(181); 미국<=미국(147); 태우<=태우(61); 한국<=한국(25); 태우반도체<=태우반도체(9); 유럽<=유럽(5); 태우증권<=태우증권(3),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N43,496,505,86828,88514,"김민재, 태우, 김태중, 김정권, 한정훈, 데이비드, 최재석, 트럼프, 강 대위, 머스크, 다이먼, 오용재","금융타워, 백악관, 청와대, 국회, 태우병원, 강 대위 사무실, 강 대위 식당, 중국, 태우, 미국",김민재<=김민재(8); 태우<=태우(125); 김태중<=할아버지(36); 김정권<=김정권(17); 한정훈<=한 부회장(16); 데이비드<=데이비드(15); 최재석<=최재석(14); 트럼프<=트럼프(13); 강 대위<=강 대위(13); 머스크<=머스크(13); 다이먼<=다이먼(9); 오용재<=오용재(9),금융타워<=금융타워(13); 백악관<=백악관(5); 청와대<=청와대(3); 국회<=국회(2); 태우병원<=태우병원(2); 강 대위 사무실<=강 대위의 사무실(1); 강 대위 식당<=강 대위 식당(1); 중국<=중국(169); 태우<=태우(125); 미국<=미국(119),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N43B,506,510,88515,89363,"김민재, 양진태, 태우, 이영한, 천민정, 리강, EU, 기획실장, 한정훈, 데이비드, 김태중, 트럼프","금융타워, 국회, 청와대, 백악관, 경제연구소, 강 대위 식당, 중국, 한국, 미국, 태우",김민재<=김민재(1); 양진태<=양진태(31); 태우<=태우(20); 이영한<=이영한(15); 천민정<=천민정(13); 리강<=리강(11); EU<=EU(10); 기획실장<=기획실장(6); 한정훈<=한 부회장(5); 데이비드<=데이비드(5); 김태중<=김 회장(3); 트럼프<=트럼프(3),금융타워<=금융타워(7); 국회<=국회(6); 청와대<=청와대(3); 백악관<=백악관(2); 경제연구소<=경제연구소(1); 강 대위 식당<=강 대위 식당(1); 중국<=중국(136); 한국<=한국(80); 미국<=미국(73); 태우<=태우(20),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N43C,511,512,89364,89696,"김민재, 태우, 머스크, 데이비드, 웨이, 다이먼","백악관, 태우, 한국, 미국, 태우반도체, 중국, 일본, 월가, 동남아",김민재<=김민재(1); 태우<=태우(39); 머스크<=머스크(9); 데이비드<=데이비드(4); 웨이<=웨이(4); 다이먼<=다이먼(2),백악관<=백악관(3); 태우<=태우(39); 한국<=한국(14); 미국<=미국(13); 태우반도체<=태우반도체(4); 중국<=중국(4); 일본<=일본(4); 월가<=월가(2); 동남아<=동남아(1),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N43D,513,516,89697,90378,"김민재, 태우, EU, 김태중, 한정훈, 리사, 웨이, 천민정, 데이비드, 트럼프, 로만, 강 대위","금융타워, 경제연구소, 태우 본사, 강 대위 사무실, 베트남 공장, 회장실, 태우, 중국, 베트남, ASML",김민재<=김민재(2); 태우<=태우(91); EU<=EU(27); 김태중<=할아버지(16); 한정훈<=한 부회장(10); 리사<=리사(7); 웨이<=웨이(6); 천민정<=천민정(4); 데이비드<=데이비드(1); 트럼프<=트럼프(1); 로만<=로만(1); 강 대위<=강 대위(1),금융타워<=금융타워(6); 경제연구소<=경제연구소(1); 태우 본사<=태우그룹 본사(1); 강 대위 사무실<=강 대위 사무실(1); 베트남 공장<=베트남 공장(1); 회장실<=회장실(1); 태우<=태우(91); 중국<=중국(60); 베트남<=베트남(44); ASML<=ASML(28),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N44,517,540,90379,94486,"김민재, 태우, 이영한, 트럼프, 이 상무, 한정훈, 최재석, 아키토, 다이키요, 로만, 강 대위, 박진훈","금융타워, 청와대, 백악관, 국회, 강 대위 사무실, 태우병원, 회장실, 일본, 한국, 태우",김민재<=김민재(7); 태우<=태우(248); 이영한<=이영한(53); 트럼프<=트럼프(51); 이 상무<=이 상무(44); 한정훈<=한 부회장(43); 최재석<=최재석(40); 아키토<=아키토(23); 다이키요<=다이키요(17); 로만<=로만(16); 강 대위<=강 대위(15); 박진훈<=박진훈(14),금융타워<=금융타워(64); 청와대<=청와대(36); 백악관<=백악관(6); 국회<=국회(5); 강 대위 사무실<=강 대위의 사무실(2); 태우병원<=태우병원(2); 회장실<=회장실(1); 일본<=일본(527); 한국<=한국(344); 태우<=태우(248),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N45,541,555,94487,97147,"김민재, 태우, 최재석, 강 대위, 이동수, 김태중, 리강, 한정훈, 트럼프, 이영한, 천민정, 김장우","태우병원, 금융타워, 청와대, 백악관, 태우 본사, 국회, 강 대위 사무실, 중국, 한국, 태우",김민재<=김민재(5); 태우<=태우(119); 최재석<=최재석(45); 강 대위<=강 대위(28); 이동수<=이동수(16); 김태중<=김 회장(15); 리강<=리강(14); 한정훈<=한 부회장(13); 트럼프<=트럼프(12); 이영한<=이영한(9); 천민정<=천민정(8); 김장우<=김장우(7),태우병원<=태우병원(36); 금융타워<=금융타워(26); 청와대<=청와대(20); 백악관<=백악관(11); 태우 본사<=태우그룹 본사(1); 국회<=국회(1); 강 대위 사무실<=강 대위의 사무실(1); 중국<=중국(187); 한국<=한국(167); 태우<=태우(119),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N45B,556,565,97148,98946,"김민재, 태우, 트럼프, 데이비드, 바이든, 김태중, 다이먼, 오바마, 강 대위, 한정훈, 이영한, 최재석","금융타워, 백악관, 청와대, 태우병원, 미국, 태우, 한국, 러시아, 센트리언, 유럽",김민재<=김민재(2); 태우<=태우(62); 트럼프<=트럼프(39); 데이비드<=데이비드(16); 바이든<=바이든(16); 김태중<=김 회장(15); 다이먼<=다이먼(13); 오바마<=오바마(10); 강 대위<=강 대위(9); 한정훈<=한 부회장(8); 이영한<=이영한(8); 최재석<=최재석(5),금융타워<=금융타워(46); 백악관<=백악관(25); 청와대<=청와대(6); 태우병원<=태우병원(1); 미국<=미국(76); 태우<=태우(62); 한국<=한국(61); 러시아<=러시아(24); 센트리언<=센트리언(21); 유럽<=유럽(19),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N46,566,570,98947,99819,"김민재, 태우, 다이키요, 손정우, 한정훈, 최재석, 사장단, 김태중, 트럼프, 웨이, 강 대위, 리사","청와대, 금융타워, 백악관, 태우, 일본, 한국, 호주, 중국, 미국, 태우건설",김민재<=김민재(4); 태우<=태우(95); 다이키요<=다이키요(21); 손정우<=손정우(13); 한정훈<=한 부회장(6); 최재석<=최재석(5); 사장단<=사장단(4); 김태중<=김 회장(3); 트럼프<=트럼프(3); 웨이<=웨이(3); 강 대위<=강 대위(2); 리사<=리사(2),청와대<=청와대(7); 금융타워<=금융타워(4); 백악관<=백악관(2); 태우<=태우(95); 일본<=일본(88); 한국<=한국(70); 호주<=호주(22); 중국<=중국(21); 미국<=미국(17); 태우건설<=태우건설(10),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N47,571,577,99820,101041,"김민재, 태우, EU, 리강, 한정훈, 최재석, 이종수, 천민정, 서정준, 김태중, 데이비드, 트럼프","금융타워, 청와대, 태우 본사, 베트남 공장, 태우, 중국, 유럽, 일본, 센트리언, 미국",김민재<=김민재(3); 태우<=태우(103); EU<=EU(30); 리강<=리강(14); 한정훈<=한 부회장(9); 최재석<=최재석(8); 이종수<=이종수(5); 천민정<=천민정(4); 서정준<=서정준(3); 김태중<=김 회장(2); 데이비드<=데이비드(2); 트럼프<=트럼프(2),금융타워<=금융타워(5); 청와대<=청와대(4); 태우 본사<=태우그룹 본사(1); 베트남 공장<=베트남 공장(1); 태우<=태우(103); 중국<=중국(75); 유럽<=유럽(56); 일본<=일본(52); 센트리언<=센트리언(32); 미국<=미국(23),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N48,578,583,101042,102092,"김민재, 베릴, 태우, 한정훈, 데이비드, 트럼프, 최재석, 오용재, 강 대위, 머스크, 로만, 김태중","금융타워, 강 대위 사무실, 백악관, 강 대위 식당, 한국, 미국, 태우, 중국, 일본, 월가",김민재<=김민재(3); 베릴<=베릴(49); 태우<=태우(31); 한정훈<=한 부회장(13); 데이비드<=데이비드(13); 트럼프<=트럼프(10); 최재석<=최재석(10); 오용재<=오용재(9); 강 대위<=강 대위(7); 머스크<=머스크(7); 로만<=로만(5); 김태중<=김 회장(4),금융타워<=금융타워(19); 강 대위 사무실<=강 대위의 사무실(2); 백악관<=백악관(2); 강 대위 식당<=강 대위 식당(1); 한국<=한국(60); 미국<=미국(32); 태우<=태우(31); 중국<=중국(28); 일본<=일본(21); 월가<=월가(14),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N49,584,585,102093,102428,"김민재, 태우, 바이든, 김태중, 트럼프, 밥 스웬, 한정훈, 데이비드, 천민정, 애플, 로만","백악관, 청와대, 중국, 태우, 미국, 한국, 센트리언, 인도, 태우반도체, 유럽",김민재<=김민재(1); 태우<=태우(24); 바이든<=바이든(9); 김태중<=김 회장(7); 트럼프<=트럼프(4); 밥 스웬<=밥 스웬(3); 한정훈<=한 부회장(1); 데이비드<=데이비드(1); 천민정<=천민정(1); 애플<=애플(1); 로만<=로만(1),백악관<=백악관(10); 청와대<=청와대(2); 중국<=중국(24); 태우<=태우(24); 미국<=미국(19); 한국<=한국(7); 센트리언<=센트리언(5); 인도<=인도(4); 태우반도체<=태우반도체(3); 유럽<=유럽(3),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N49B,586,590,102429,103264,"김민재, 태우, 웨이, 이 상무, 한정훈, 장남, 머스크, 천민정, 서정준, 강 대위, 에이든, 데이비드","금융타워, 태우병원, 태우 본사, 청와대, 회장실, 강 대위 사무실, 베트남 공장, 태우, 중국, 북한",김민재<=김민재(2); 태우<=태우(77); 웨이<=웨이(15); 이 상무<=이 상무(13); 한정훈<=한 부회장(8); 장남<=장남(8); 머스크<=머스크(7); 천민정<=천민정(6); 서정준<=서정준(6); 강 대위<=강 대위(6); 에이든<=에이든(5); 데이비드<=데이비드(2),금융타워<=금융타워(6); 태우병원<=태우병원(6); 태우 본사<=태우그룹 본사(3); 청와대<=청와대(3); 회장실<=회장실(2); 강 대위 사무실<=강 대위의 사무실(1); 베트남 공장<=베트남 공장(1); 태우<=태우(77); 중국<=중국(50); 북한<=북한(25),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N50,591,595,103265,104106,"김민재, 태우, 최재석, 한정훈, 데이비드, 머스크, 사장단, 미쉘, 트럼프, 로만, 김태중, 이종수","금융타워, 백악관, 청와대, 태우, 유럽, 한국, 미국, 중국, 센트리언, 태우상사",김민재<=김민재(3); 태우<=태우(87); 최재석<=최재석(27); 한정훈<=한 부회장(7); 데이비드<=데이비드(6); 머스크<=머스크(6); 사장단<=사장단(4); 미쉘<=미쉘(4); 트럼프<=트럼프(3); 로만<=로만(3); 김태중<=김 회장(2); 이종수<=이종수(2),금융타워<=금융타워(6); 백악관<=백악관(2); 청와대<=청와대(2); 태우<=태우(87); 유럽<=유럽(58); 한국<=한국(30); 미국<=미국(23); 중국<=중국(23); 센트리언<=센트리언(16); 태우상사<=태우상사(14),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N50B,596,598,104107,104592,"김민재, 태우, 한정훈, 데이비드, 스티븐 허블, 김태중, 로만","센트리언, 미국, 태우, 한국, 유럽, 일본, 월가",김민재<=김민재(1); 태우<=태우(15); 한정훈<=한 부회장(4); 데이비드<=데이비드(3); 스티븐 허블<=스티븐 허블(3); 김태중<=김 회장(2); 로만<=로만(2),센트리언<=센트리언(88); 미국<=미국(68); 태우<=태우(15); 한국<=한국(11); 유럽<=유럽(9); 일본<=일본(6); 월가<=월가(1),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N51,599,600,104593,104942,"김민재, 트럼프, 태우, 바이든, 데이비드, 다이먼, 김태중, 푸틴, 로만","백악관, 국회, 금융타워, 미국, 가이아나, 태우, 가이아나 유전, 중국, 한국, 태우반도체",김민재<=FIRST_PERSON_EXCEPTION(0); 트럼프<=트럼프(26); 태우<=태우(16); 바이든<=바이든(16); 데이비드<=데이비드(11); 다이먼<=다이먼(6); 김태중<=김 회장(5); 푸틴<=푸틴(1); 로만<=로만(1),백악관<=백악관(3); 국회<=국회(1); 금융타워<=금융타워(1); 미국<=미국(29); 가이아나<=가이아나(28); 태우<=태우(16); 가이아나 유전<=가이아나 유전(9); 중국<=중국(4); 한국<=한국(4); 태우반도체<=태우반도체(2),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N51B,601,603,104943,105447,"김민재, 태우, 한정훈, 서정준, 김태중, 천민정, 장남, 데이비드, 로만, 다이먼, 트럼프, 장경준","금융타워, 태우 본사, 태우병원, 회장실, 태우, 미국, 한국, 일본, 가이아나, 센트리언",김민재<=FIRST_PERSON_EXCEPTION(0); 태우<=태우(43); 한정훈<=한 부회장(9); 서정준<=서정준(5); 김태중<=김 회장(3); 천민정<=천민정(3); 장남<=장남(3); 데이비드<=데이비드(2); 로만<=로만(2); 다이먼<=다이먼(1); 트럼프<=트럼프(1); 장경준<=장경준(1),금융타워<=금융타워(6); 태우 본사<=태우그룹 본사(1); 태우병원<=태우병원(1); 회장실<=회장실(1); 태우<=태우(43); 미국<=미국(16); 한국<=한국(14); 일본<=일본(13); 가이아나<=가이아나(11); 센트리언<=센트리언(10),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
DCA-N51C,604,605,105448,105770,"김민재, 베릴, 태우, 한정훈, 장남, 천민정, 서정준, 로만, 기획실장, 바이든","금융타워, 중국, 북한, 호주, 한국, 태우, 유럽, 미국, 러시아, 센트리언",김민재<=FIRST_PERSON_EXCEPTION(0); 베릴<=베릴(9); 태우<=태우(9); 한정훈<=한 부회장(7); 장남<=장남(3); 천민정<=천민정(2); 서정준<=서정준(2); 로만<=로만(1); 기획실장<=기획실장(1); 바이든<=바이든(1),금융타워<=금융타워(4); 중국<=중국(25); 북한<=북한(24); 호주<=호주(13); 한국<=한국(11); 태우<=태우(9); 유럽<=유럽(7); 미국<=미국(6); 러시아<=러시아(3); 센트리언<=센트리언(3),66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
