sequence,visible_label,arc_id,arc_phase,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,ribbon_rationale,source_lines
402,402,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,7,7,8,0.16,0.12,0.34,0.20,0.18,"중국 금융수익 일부를 차명계좌로 수뇌부에 보내는 정치보험 처리 뒤 병원 장면으로 자리가 바뀐다. 오희건이 승계 조언을 청하며 이번 주 태우 지분 이전을 약속하지만 실제 명의이전은 없어, 노인의 부탁과 오용재의 선택이 물질 지급보다 앞선다.",L70407~L70589
403,403,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,7,8,6,0.18,0.15,0.32,0.10,0.25,"삼진 합병과 공장, 인슐린 권리를 놓고 오희건과 승계조건을 맞바꾼다. 회사와 연구자산의 숫자가 가족 후계 선택에 묶이면서 인수협상이 사람의 결단을 기다린다.",L70590~L70762
405,405,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,9,3,8,0.32,0.28,0.08,0.20,0.12,메르스 첫 환자 정보가 연구 증원과 사스 자료 인수 행동을 촉발해 정보·행동·불안이 솟는다,L70924~L71095
406,406,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,9,6,7,0.20,0.42,0.12,0.18,0.08,R&D센터를 비우고 음압실과 이동식 병실을 설치한다. 메르스 정보를 읽는 즉시 건물과 장비가 움직여 연구거점이 환자를 받을 현장으로 바뀐다.,L71096~L71268
408,408,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,8,9,8,0.16,0.29,0.17,0.15,0.23,용선료 절반 인하와 이탈 금융사 처벌 뒤 메르스 임상 성공이 터져 행동과 보상이 동시에 오른다,L71429~L71612
409,409,DCA-N35,N35·중국숏·삼진 생산동맹과 메르스 긴급승인,8,9,7,0.21,0.29,0.18,0.12,0.20,식약처가 공개적으로 비난했던 부담을 되받아 한국 최초 메르스 치료제 긴급사용승인과 출시를 끌어낸다. FDA 방문 때 메르스·당뇨병 자료를 함께 보여 주라는 후반 지시는 국내 지급의 흥분을 연내 미국 승인이라는 새 심사로 낮춘다.,L71613~L71796
414,414,DCA-N36,N36·군산·새만금 투자와 사우디·신약 생산동맹,8,7,7,0.26,0.14,0.30,0.16,0.14,"삼진바이오 주가 네 배·흑자와 무상 공장지원 제안, 국민경제당 지지율 1위가 앞부분의 지급이다. 빈 살만은 부왕 동의와 1월 왕세자 교체·숙청계획을 털어놓을 뿐 실행 전이며, 밤새 친구로 이야기하는 관계장면이 후반을 오래 점유한다.",L72491~L72663
416,416,DCA-N36B,N36B·중국폭락·자율주행과 ASML 지분 수확,9,9,9,0.18,0.32,0.06,0.19,0.25,중국 장중 7퍼센트 폭락을 견디며 청산을 늦추는 금융 행동과 위험·수익 체감이 높다,L72835~L73014
419,419,DCA-N36B,N36B·중국폭락·자율주행과 ASML 지분 수확,4,8,6,0.14,0.11,0.33,0.12,0.30,"오용재 일가의 상속세 신용대출을 약속하고 삼진의 ASML 지분 3퍼센트 매매 합의를 얻은 뒤, 미국·대만 매도물량 추가 매집까지 지시한다. 지분 이전은 실무계약 전이고 마지막 연락은 최재석과 해운업 문제를 논의할 다음 날 약속만 연다.",L73360~L73524
422,422,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,8,7,9,0.23,0.15,0.11,0.22,0.29,정부 압박 속 유고빈 이익이 커지고 총선 출구조사를 기다려 보상과 선거 긴장이 함께 높다,L73856~L74020
423,423,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,8,9,7,0.13,0.11,0.22,0.22,0.32,151석 승리 뒤 장명준의 보은과 현재가 지분 협상으로 표가 권력·자산이 되는 지급 회차다,L74021~L74192
424,424,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,9,7,8,0.18,0.35,0.12,0.22,0.13,세무조사 압박에 맞서 범서북파 자료를 언론에 공개한다. 방어 설명보다 증거를 먼저 터뜨려 청와대의 공격을 대중 앞 역공으로 돌린다.,L74193~L74368
425,425,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,9,5,8,0.26,0.15,0.19,0.27,0.13,정권 불법과 지지율을 따져 자진 하야를 압박하는 계산 속 최재석의 결단 긴장이 커진다,L74369~L74533
426,426,DCA-N36C,N36C·새만금·부산항·PF 기업동맹과 대통령 하야,10,10,10,0.11,0.24,0.17,0.27,0.21,"최재석과 김민재의 하야 압박, 6월 23일 브렉시트 포지션 점검이 교차하다 마지막 TV 담화에서 대통령이 모든 책임을 지고 물러나겠다고 공개 선언한다. 퇴임 절차 전이지만 국가 최고권력의 자진 사퇴 약속이 생중계로 고정되어 세 점수가 함께 드문 절정에 오른다.",L74534~L74703
430,430,DCA-N37,N37·700조 반도체도시와 해운 빅딜,7,9,7,0.15,0.15,0.24,0.11,0.35,"현재해운 부채 20퍼센트인 1조6천억 원 탕감, 매각계약 날인, 잔여부채 일시상환과 현진·현재해운의 태우상사 편입이 한 회차에서 닫힌다. 해운 소유권 결산 뒤 대한타이어 회장의 면담요청이 짧은 다음 훅으로 붙는다.",L75209~L75383
431,431,DCA-N37B,N37B·사우디 왕위·총선·브렉시트 세 권력교체,9,7,8,0.18,0.28,0.25,0.16,0.13,대한타이어 승계를 지원하는 국내 협상과 사우디 왕족 체포 소식이 번갈아 온다. 한쪽에서는 후계자를 세우고 다른 쪽에서는 왕실 반대파가 제거돼 두 동맹의 안전판이 동시에 움직인다.,L75384~L75552
433,433,DCA-N37B,N37B·사우디 왕위·총선·브렉시트 세 권력교체,8,9,8,0.15,0.12,0.20,0.23,0.30,최재석 정부 출범의 감정적 승리와 유전자 가위 특허 선점이 지위 보상 뒤 새 판을 연다,L75754~L75944
434,434,DCA-N37B,N37B·사우디 왕위·총선·브렉시트 세 권력교체,8,7,9,0.27,0.15,0.18,0.13,0.27,특허분쟁·노보 맞소송을 설계하는 동안 브렉시트 결과가 나와 정보와 금융 보상이 균형을 이룬다,L75945~L76117
435,435,DCA-N37B,N37B·사우디 왕위·총선·브렉시트 세 권력교체,7,9,5,0.14,0.14,0.25,0.19,0.28,"브렉시트 통과와 빈 살만의 왕세자 등극·500명 이상 숙청·1천억 달러 초과 자산회수가 실제 권력 영수증이다. 파운드 공략 최종수익은 남지만, 옛 친구가 국가권력자로 돌아온 장면이 정치·관계·물질 보상을 동시에 끌어올린다.",L76118~L76286
438,438,DCA-N38,N38·용선료·2M·로보소송과 반도체도시 기반,9,6,7,0.20,0.31,0.15,0.14,0.20,노보 AI 절도 증거로 맞소송을 제기하고 2M 가입도 병행해 양면 반격 행동이 솟는다,L76629~L76807
439,439,DCA-N38,N38·용선료·2M·로보소송과 반도체도시 기반,8,7,7,0.17,0.16,0.35,0.14,0.18,러스의 지분요구를 밀어내고 양측 소송 동시취하를 받아낸다. 누가 먼저 물러서느냐는 힘겨루기가 법적 전선을 닫는 상호양보로 바뀐다.,L76808~L76961
441,441,DCA-N38B,N38B·렌터카 실증·바이오 인재와 중국 산업스파이,4,6,6,0.26,0.16,0.34,0.12,0.12,버클리와 브로드 연구진에게 시설을 직접 보여 주고 질문을 받아 준다. 연봉표보다 실험실과 장비를 함께 보는 시간이 길어 낯선 연구자들의 호기심이 신뢰로 바뀐다.,L77141~L77310
442,442,DCA-N38B,N38B·렌터카 실증·바이오 인재와 중국 산업스파이,6,7,8,0.20,0.12,0.40,0.12,0.16,연봉·무제한 연구비·공동특허 조건을 내밀어 원수처럼 맞서던 두 연구팀을 한 표에 앉힌다. 개인 감정을 누를 만큼 구체적인 연구환경이 제시되며 합의가 성립한다.,L77311~L77484
443,443,DCA-N38B,N38B·렌터카 실증·바이오 인재와 중국 산업스파이,4,7,7,0.17,0.13,0.40,0.19,0.11,"최정예 변호인단과 최고 수준 보수·연구비를 한꺼번에 내걸어 김진우와 핵심 연구진의 이탈을 막는다. 팀 보존과 합류는 그 자리에서 지급되지만 누명 해소 판결은 없고, 끝은 사드 불매와 미중 갈등을 버틸 자본 규모로 시야를 넓힌다.",L77485~L77653
444,444,DCA-N38B,N38B·렌터카 실증·바이오 인재와 중국 산업스파이,9,9,8,0.16,0.17,0.19,0.25,0.23,예측을 거슬러 트럼프가 당선되고 먼저 전화하는 선거 긴장·환희·권력 보상이 봉우리다,L77654~L77841
445,445,DCA-N38B,N38B·렌터카 실증·바이오 인재와 중국 산업스파이,9,6,8,0.24,0.23,0.13,0.16,0.24,"미국 해운투자 약속을 공식화하고 중국 측 반도체 기술매각 요구를 거절한 뒤, 천민정의 무단접속 기록을 200명 이중소속 명단과 대조한다. 한 산업스파이 후보를 좁힌 것이 지급이며 이름·계좌·접촉선과 실제 유출증거는 다음 화부터 확인한다.",L77842~L78035
450,450,DCA-N38C,N38C·트럼프 해운규제와 선박·북해자산 확보,3,8,7,0.15,0.06,0.37,0.34,0.08,"완공된 애플 신사옥에서 스티브가 경영복귀와 장기동맹을 확인하고, 태우 주도 미국 해운동맹도 이미 성립한 사실이 나온다. 알트코인은 매집·최소 다섯 배 계획으로만 열려 있어 관계·조직 지급 뒤 금융위험을 훅으로 둔다.",L78739~L78912
453,453,DCA-N39,N39·이더리온·무인공장과 말레이시아 생존 변수,9,4,9,0.28,0.22,0.16,0.23,0.11,"북한 장남 암살정보를 강 대위에게 넘기고 말레이시아 현장팀·독살 대응 해독제·의료진을 준비시킨다. 이 화는 생존카드를 남길 목적과 구조 준비를 소유하며, 독극물 종류와 공항에서 벌어질 구체 수법은 아직 독자에게 공개되지 않는다.",L79277~L79459
454,454,DCA-N39,N39·이더리온·무인공장과 말레이시아 생존 변수,10,9,8,0.12,0.48,0.08,0.27,0.05,공항 공격 직후 아트로핀 투여와 의료캠프 처치·철수가 이어지는 물리적 구조 봉우리다,L79460~L79656
456,456,DCA-N40,N40·빈 살만·국민연금과 게임·통신망 증명,6,8,6,0.18,0.12,0.37,0.11,0.22,"빈 살만이 2천억 달러 펀드의 절반을 맡기려 하자 김민재는 운용책임을 거절하고 차기 사업 공동투자와 MC소프트를 권한다. 몇 시간 뒤 빈 살만이 MC소프트 지분 10억 달러 계약을 끝내, 왕실 신뢰가 말이 아니라 즉석 투자로 확인된다.",L79846~L80027
459,459,DCA-N40,N40·빈 살만·국민연금과 게임·통신망 증명,4,9,7,0.18,0.14,0.10,0.10,0.48,"배틀 아레나 출시 반응과 국민연금 수익을 투명하게 공개한 뒤 MCA 레코드와 공연장 부지를 논의한다. 라스베이거스 계획의 두 배인 6조 원 구형 공연장을 꺼내는 순간, 지급된 게임 수익이 아직 규제를 풀어야 할 장기 실물사업으로 커진다.",L80370~L80531
461,461,DCA-N40,N40·빈 살만·국민연금과 게임·통신망 증명,7,7,7,0.22,0.19,0.31,0.08,0.20,"망사용료 여론전을 버틴 뒤 손정우에게 엔비디아 지분 담보 35억 달러 무이자 대출과 기존 일본-미국 해저케이블 지분 매매를 맞바꾼다. 귀국 즉시 한국-미국 직통선을 준비시키지만 구글·아마존·페이스북 공동투자는 계약 전이라, 손에 든 담보권과 앞으로 깔 선로가 분리된다.",L80715~L80890
463,463,DCA-N41,N41·일본 품질정보·북미에너지·가이아나 위기전 포지션,9,4,8,0.42,0.23,0.08,0.18,0.09,"연구소 재시험에서 JIS 공개수치와 실제 알루미늄 값이 어긋나자 자동차·항공 부품을 조용히 교체한다. 일본 품질조작이라는 시간우위를 잡은 뒤 데이비드가 알래스카 유전 참여기업이 나타났다고 알려, 실험실의 위험이 미국 자산 미끼로 이어진다.",L81044~L81207
464,464,DCA-N41,N41·일본 품질정보·북미에너지·가이아나 위기전 포지션,5,7,7,0.23,0.13,0.31,0.08,0.25,알래스카 400억 달러 투자와 미국 측 5퍼센트 참여안을 흥정한다. 거대한 개발비를 누가 내고 어느 만큼 소유할지 숫자를 맞추는 동안 국가정책이 지분표로 바뀐다.,L81208~L81389
469,469,DCA-N41B,N41B·중·러 공장철수와 5년 임차·대금회수,8,5,8,0.22,0.17,0.32,0.09,0.20,"한 부회장은 단독협상처럼 보이도록 답을 늦추고 일본 업체들의 유럽 진출 욕망을 자극해 러시아 공장 묶음을 내민다. 도요타가 가격을 받아들이고 연합 구성 시간을 요청하는 데서 멈춰, 계약금보다 누가 먼저 동료를 모아 올지가 마지막에 남는다.",L82071~L82248
470,470,DCA-N41B,N41B·중·러 공장철수와 5년 임차·대금회수,8,9,6,0.15,0.22,0.17,0.09,0.37,러시아 공장 임대계약에 서명하고 5조 원을 받아 도요타에 2년 빌려주는 현금·계약 지급이 중심이다. 로만이 신규공장 설명을 받아들여 크렘린 오해를 풀겠다고 약속하면서 철수계획은 생산연속성과 외교완충선을 동시에 얻는다.,L82249~L82431
471,471,DCA-N41C,N41C·일본 품질조작 증거·리콜과 저점매수,6,7,7,0.29,0.12,0.34,0.08,0.17,리강에게 중국 공장 축소를 일대일로 재배치로 설명한다. 철수를 모욕이 아니라 중국의 대외사업을 돕는 이동으로 포장해 관계를 깨지 않고 출구를 만든다.,L82432~L82611
472,472,DCA-N41C,N41C·일본 품질조작 증거·리콜과 저점매수,10,8,8,0.18,0.37,0.12,0.22,0.11,다국가 언론·소송·선제 리콜을 동시에 터뜨려 일본 품질조작 공개 행동과 충격이 봉우리 친다,L82612~L82783
473,473,DCA-N41C,N41C·일본 품질조작 증거·리콜과 저점매수,9,7,7,0.16,0.32,0.22,0.20,0.10,최재석 대신 책임을 떠안고 전국 정비망을 돌려 부품을 바꾸는 행동과 정치 신뢰가 크다,L82784~L82957
475,475,DCA-N41C,N41C·일본 품질조작 증거·리콜과 저점매수,9,6,9,0.24,0.39,0.08,0.20,0.09,수백억 시험비로 여러 일본차를 분해·충돌시키며 조직적 조작을 물리적으로 드러낸다,L83126~L83318
478,478,DCA-N41D,N41D·도시바메모리·웨스팅하우스 가격·담보 인수,7,5,6,0.21,0.16,0.32,0.08,0.23,러시아 계약 파기와 두 회사 매각을 맞바꾸고 반독점 연합까지 짠다. 한 계약의 손실을 여러 기업의 공동방어선으로 전환하는 협상 속도가 난다.,L83689~L83856
481,481,DCA-N41D,N41D·도시바메모리·웨스팅하우스 가격·담보 인수,8,10,7,0.21,0.13,0.18,0.07,0.41,도시바메모리·웨스팅하우스 4조5500억 엔 인수계약과 잔여지분 45퍼센트 담보의 2조 엔 대출이 당일 서명으로 닫힌다. 카메코는 3년 매집지시만 있어 우라늄 지분취득을 지급하지 않고 다음 장기투자로 남긴다.,L84192~L84351
484,484,DCA-N42,N42·청나라채권 지시·유전코인 회수와 엔비디아 현재지분,8,9,6,0.16,0.18,0.09,0.08,0.49,"유전을 1,100억 달러에 매각하고 거래소 유동성까지 장악한다. 매각대금과 시장통제권이 같은 날 지급돼 에너지 자산이 금융 인프라로 환전된다.",L84703~L84875
485,485,DCA-N42,N42·청나라채권 지시·유전코인 회수와 엔비디아 현재지분,4,8,7,0.22,0.08,0.42,0.17,0.11,워런에게 비트코인 가격 대신 금융 인프라와 세계 자금흐름을 설명해 버크셔의 150억 달러 재투자를 받아낸다. 저점을 정확히 잡은 국민연금 운용자를 보복하지 말고 영입하라는 마지막 지시가 큰 자금 보상을 한 사람 찾기로 부드럽게 낮춘다.,L84876~L85064
488,488,DCA-N42,N42·청나라채권 지시·유전코인 회수와 엔비디아 현재지분,6,8,8,0.19,0.12,0.35,0.10,0.24,35억 달러 채권과 엔비디아 3%를 실제 교환해 태우증권 8% 이상·핀테크 포함 약 10%를 확인한다. 뱅가드·피델리티 각 7% 협상으로 25%·40%·최종 50% 경로가 열리지만 현재 보유를 통제권으로 부풀리지 않는다.,L85415~L85589
490,490,DCA-N42B,N42B·미중 무역전쟁과 중국 5년 금융권한 말합의,6,7,6,0.29,0.13,0.31,0.08,0.19,한정훈·머스크와 중국전과 우주·자율주행을 조율해 동맹관계와 전략정보가 오래 남는다,L85767~L85935
494,494,DCA-N42B,N42B·미중 무역전쟁과 중국 5년 금융권한 말합의,9,6,8,0.25,0.28,0.21,0.15,0.11,리강의 편들기 요구를 거절하고 대만 채권소각을 실행해 외교 행동과 정치 긴장이 솟는다,L86463~L86651
495,495,DCA-N42B,N42B·미중 무역전쟁과 중국 5년 금융권한 말합의,9,8,7,0.18,0.12,0.26,0.08,0.36,"리강이 5년간 금융활동 무제한과 5년 뒤 채권양도를 말로 수락해 정치적 문을 연다. 각 금융사 담당자가 세부조건을 만들기 시작할 뿐 계약 체결·실행 전이어서, 보상은 권한의 정치적 합의에 두고 문서화는 열린 고리로 남긴다.",L86652~L86827
496,496,DCA-N43,N43·니콜라·희토류·HBM과 팬데믹 공급망 사전방벽,7,8,6,0.20,0.17,0.33,0.13,0.17,"김정권에게 영상 각도를 돌려 니콜라 사기방식을 직접 보여 주고 2주 안 지분 매각, 새만금 공장·인력 배치를 조건으로 건다. 아버지 김성윤이 매각대금 전액과 본사 자금까지 새만금에 넣으라고 지시하는 끝에서 후계자의 납득이 그룹 투자 의무로 커진다.",L86828~L87002
497,497,DCA-N43,N43·니콜라·희토류·HBM과 팬데믹 공급망 사전방벽,6,6,7,0.22,0.09,0.39,0.22,0.08,중국 희토류 위협 앞에서 김민재가 처음으로 김태중에게 도움을 청한다. 해결책보다 할아버지에게 약한 모습을 보이는 순간이 두 사람의 신뢰와 염려를 동시에 드러낸다.,L87003~L87178
498,498,DCA-N43,N43·니콜라·희토류·HBM과 팬데믹 공급망 사전방벽,4,8,6,0.17,0.12,0.41,0.20,0.10,베트남의 오래된 인연을 통해 동파오 규제를 풀고 할아버지께 세계 1위를 약속하는 관계 보상이다,L87179~L87338
504,504,DCA-N43,N43·니콜라·희토류·HBM과 팬데믹 공급망 사전방벽,5,7,7,0.18,0.13,0.33,0.07,0.29,트럼프와 골프를 치며 연 220억 달러 곡물 구매를 약속해 정치관계와 거래 규모가 크다,L88182~L88346
507,507,DCA-N43B,N43B·기술유출 증거·보호법과 중국 블랙리스트,9,6,8,0.18,0.28,0.33,0.17,0.04,이영한은 양진태의 약점을 짚어 내부고발자로 돌아서게 만든다. 위협받던 사람이 증거를 건네는 쪽으로 바뀌며 기술유출 수사의 문이 내부에서 열린다.,L88680~L88865
510,510,DCA-N43B,N43B·기술유출 증거·보호법과 중국 블랙리스트,8,8,7,0.24,0.17,0.34,0.10,0.15,"리강의 단계대응 수락 뒤 중국이 한국 기술자 700명 이상을 실제 해고하고 퇴직금도 주지 않은 피해가 회차 중량을 높인다. 국제 블랙리스트는 추진계획이고, 후반 미국행 비테라·곡물협상 예고가 기술인력전에서 식량전으로 넘어간다.",L89194~L89363
511,511,DCA-N43C,N43C·곡물 카르텔 1000억 달러와 비테라 인수,7,5,7,0.25,0.12,0.31,0.07,0.25,카길·와이자타에 연 1천억 달러 구매와 농장 임차를 제시해 카르텔 관계를 가른다,L89364~L89522
520,520,DCA-N44,N44·일본 소재·금융전을 12나인과 오염수로 역전,5,8,7,0.19,0.16,0.31,0.06,0.28,듀폰과 6천만 달러 한국 포토레지스트 공장에 합의하고 태우가 2천만 달러를 대 지분 30퍼센트를 받는다. 기존 태우 공장을 임시 생산거점으로 내주고 연구팀 이전까지 묶는 구체 계약이 연속 지급되어 일본 규제 역공의 실물감이 높다.,L90883~L91041
526,526,DCA-N44,N44·일본 소재·금융전을 12나인과 오염수로 역전,8,6,9,0.21,0.28,0.22,0.09,0.20,트럼프 방한을 일본 숏 개시 신호로 삼고 재선 프로젝트를 반도체 이해와 묶는다,L91879~L92060
527,527,DCA-N44,N44·일본 소재·금융전을 12나인과 오염수로 역전,7,7,8,0.21,0.18,0.32,0.10,0.19,트럼프에게 한국을 버리기 어려운 약속을 받아 일본 공격 전 백악관 관계 방패를 세운다,L92061~L92243
528,528,DCA-N44,N44·일본 소재·금융전을 12나인과 오염수로 역전,9,6,8,0.30,0.23,0.18,0.13,0.16,3개 소재 규제가 현실화되자 재고·국산기술을 확인하고 정부 규제완화를 즉시 얻는다,L92244~L92424
530,530,DCA-N44,N44·일본 소재·금융전을 12나인과 오염수로 역전,9,7,8,0.21,0.35,0.14,0.18,0.12,"일본 대북밀수의 영상·자금증거를 공개하는 강한 행동 뒤 이영한에게 소재기업 부채를 사 한국 이전을 압박하라고 지시한다. 국산 12나인 불화수소의 소량생산까지 확인하지만 대량공급과 실제 이전계약은 남아, 폭로의 즉시성 뒤에 제조 확대의 시간을 붙인다.",L92587~L92760
531,531,DCA-N44,N44·일본 소재·금융전을 12나인과 오염수로 역전,9,8,7,0.18,0.32,0.14,0.20,0.16,"미국 지지를 확인한 뒤 국산 불화수소 양산을 기자회견으로 공개한다. 구체 순도와 국내 전량대체 범위는 질의응답 전이므로, 이 화의 기술 보상은 양산 성공의 공인에 한정한다.",L92761~L92938
532,532,DCA-N44,N44·일본 소재·금융전을 12나인과 오염수로 역전,8,9,7,0.14,0.15,0.11,0.24,0.36,70퍼센트 공급과 6개월 내 전량 대체로 일본 철회·숏 수익이 지급돼 승리감과 보상이 높다,L92939~L93115
536,536,DCA-N44,N44·일본 소재·금융전을 12나인과 오염수로 역전,9,5,7,0.18,0.35,0.13,0.17,0.17,"일본 금융공격을 가정해 국내 50~60조 원 유동성과 미국 통화스와프 방어선을 숫자로 맞춘다. 태우상사의 손실과 매입 기회까지 점검하지만 공격도 집행도 시작되지 않아, 위기 전 자금배치의 건조한 긴장이 회차를 채운다.",L93620~L93775
538,538,DCA-N44,N44·일본 소재·금융전을 12나인과 오염수로 역전,7,6,8,0.32,0.16,0.30,0.10,0.12,"리강과 오염수 공조, 우한 의료진 파견 근거를 맞바꾼다. 일본을 압박할 자료와 중국이 원하는 방역명분이 교환되며 외교가 서로의 약점을 메우는 거래가 된다.",L93954~L94124
541,541,DCA-N45,N45·우한 조기경보·진단키트와 다이아 프린스 구조,9,6,9,0.39,0.29,0.09,0.18,0.05,이동수 의료진의 병원 데이터로 신종 코로나를 알아채고 백신·진단 개발을 즉시 여는 정보 봉우리다,L94487~L94679
542,542,DCA-N45,N45·우한 조기경보·진단키트와 다이아 프린스 구조,9,6,8,0.26,0.38,0.11,0.16,0.09,우한 병원을 격리하고 그룹 원격근무와 메타버스 업무체계를 한꺼번에 가동한다. 감염정보가 들어오자 병원·회사·온라인 공간이 동시에 바뀌어 생존준비가 실물로 내려온다.,L94680~L94849
543,543,DCA-N45,N45·우한 조기경보·진단키트와 다이아 프린스 구조,9,6,8,0.22,0.40,0.09,0.17,0.12,귀국 의료진 격리·공매도·마스크 원료·무인택시를 최대치로 올리는 전면 대비 행동이다,L94850~L95015
545,545,DCA-N45,N45·우한 조기경보·진단키트와 다이아 프린스 구조,9,7,9,0.24,0.18,0.36,0.17,0.05,리강천의 검역 완화 압박을 최재석이 거부해 경제보다 생존을 택하는 정상관계 장면이다,L95183~L95364
546,546,DCA-N45,N45·우한 조기경보·진단키트와 다이아 프린스 구조,9,8,7,0.18,0.33,0.15,0.24,0.10,공식 보도와 동시에 한국이 첫 환자를 잡고 마스크 가격을 통제해 행동·충격이 크게 솟는다,L95365~L95529
547,547,DCA-N45,N45·우한 조기경보·진단키트와 다이아 프린스 구조,9,7,7,0.15,0.38,0.13,0.27,0.07,민동규의 마스크 100만 장 빼돌리기를 현장에서 적발해 내부 배신 행동과 분노가 강하다,L95530~L95717
550,550,DCA-N45,N45·우한 조기경보·진단키트와 다이아 프린스 구조,8,7,7,0.29,0.13,0.34,0.10,0.14,리강의 기술·IP 요구를 거절하고 백신을 일본 항복 카드로 묶는 국가관계 협상이다,L96066~L96235
551,551,DCA-N45,N45·우한 조기경보·진단키트와 다이아 프린스 구조,9,8,6,0.29,0.27,0.12,0.18,0.14,우한 봉쇄와 WHO 지연을 확인하며 월 10억 장 마스크·KF94 공급망을 실제로 가동한다,L96236~L96405
553,553,DCA-N45,N45·우한 조기경보·진단키트와 다이아 프린스 구조,9,5,8,0.23,0.42,0.13,0.17,0.05,"WHO 비상사태 선언을 듣자 다이아 프린스 승객을 데려올 선박·음압텐트·검사팀을 즉시 준비한다. 최재석의 자국민 구조 승인은 얻었지만 출항·접안·이송은 전혀 나오지 않아, 회차는 구조 직전의 물류 행동과 감염 공포에 시간을 쓴다.",L96581~L96746
554,554,DCA-N45,N45·우한 조기경보·진단키트와 다이아 프린스 구조,9,6,8,0.21,0.41,0.09,0.18,0.11,구조선을 출항시키는 동시에 사우디·러시아 유가전쟁 숏을 유지해 두 실행선이 빠르게 교차한다,L96747~L96944
555,555,DCA-N45,N45·우한 조기경보·진단키트와 다이아 프린스 구조,9,9,7,0.13,0.28,0.24,0.27,0.08,"다이아 프린스 승객 약 300명이 한국에 도착해 하루 안 전수검사를 받고 미국인 16명은 양성치료, 한국인은 0명으로 확인된다. 구조·검사·치료의 높은 현재 보상 뒤 사회적 거리두기와 석 달 안 백신은 미지급 약속으로 남는다.",L96945~L97147
556,556,DCA-N45B,N45B·3월 폭락·유가전쟁과 미국 대선 양면보험,9,6,8,0.26,0.35,0.09,0.16,0.14,AI 예측에 맞춰 금융타워·국민연금 포지션을 조정하고 다우 급락을 저점 기회로 바꾼다,L97148~L97327
558,558,DCA-N45B,N45B·3월 폭락·유가전쟁과 미국 대선 양면보험,9,7,8,0.29,0.31,0.13,0.14,0.13,감산 합의 실패와 빈 살만의 증산 결정을 읽고 유가 붕괴 포지션을 유지한다. 산유국 발언을 따라 돈을 움직이되 실제 폭락 전이라 인내가 수익보다 앞선다.,L97506~L97678
560,560,DCA-N45B,N45B·3월 폭락·유가전쟁과 미국 대선 양면보험,9,7,7,0.25,0.26,0.12,0.17,0.20,서킷브레이커 뒤 자산을 저점매수하고 트럼프·바이든을 비교해 금융 행동과 정치 전환이 맞선다,L97866~L98046
562,562,DCA-N45B,N45B·3월 폭락·유가전쟁과 미국 대선 양면보험,6,7,8,0.20,0.16,0.35,0.09,0.20,트럼프에게 400억 달러 원유자산 재매입을 얻고 데이비드에게 바이든 접촉을 맡기는 양면 관계전이다,L98228~L98402
564,564,DCA-N45B,N45B·3월 폭락·유가전쟁과 미국 대선 양면보험,8,6,8,0.21,0.17,0.35,0.10,0.17,엑슨 자산 가격을 흥정하고 바이든·오바마에게 백신 의무화를 요구한다. 에너지 매입과 방역정책을 한 자리의 정치관계로 밀어붙여 서로 다른 보상을 노린다.,L98565~L98760
565,565,DCA-N45B,N45B·3월 폭락·유가전쟁과 미국 대선 양면보험,6,9,6,0.22,0.14,0.25,0.10,0.29,"바이든의 조건부 의무접종 약속 뒤 FDA 정식심사·이달 승인 가능성 발표, 센트리언 하루 약 10퍼센트 상승과 공매도 청산 수십조 원 수익이 연속된다. 실제 승인은 남고, 마지막 사장단회의 지시가 미국 정치·시장 봉우리에서 국내 투자로 전환한다.",L98761~L98946
567,567,DCA-N46,N46·사장단 포스트코로나 재편과 일본 20조 엔·FDA 승인,6,6,7,0.28,0.12,0.38,0.11,0.11,"최재석과 일본 의료봉쇄, 개발도상국 백신, 한국 G7 진입을 한 거래표에 올린다. 방역물자 지원이 외교적 지위와 연결되지만 실제 일본 조건과 G7 결과는 아직 협상 밖에 있다.",L99105~L99284
568,568,DCA-N46,N46·사장단 포스트코로나 재편과 일본 20조 엔·FDA 승인,8,5,7,0.22,0.12,0.36,0.20,0.10,의료붕괴에 몰린 일본이 손정우를 통해 비밀 지원을 요청하자 김민재는 일본행을 거부하고 호주를 회담 장소로 지정한다. 접촉과 장소만 잡힌 상태라 방역물자의 구체 대가와 일본 측 수락은 다음 화에 남는다.,L99285~L99462
